contrast	estimate	se	df	t.ratio	p.value	gene	compartment	model_arm	covariates	n_model_donors	ci_lo	ci_hi
IPF	0.026584711808208	0.160726327851286	15	0.165403591083135	0.870834936732596	ACE	Pericyte	adjusted	mean_log10_counts+sex+age+ever_smoker	22	-0.288438890780313	0.341608314396729
IPF	0.00585213830465721	0.155737755159612	16	0.0375768759390393	0.970489898794905	ACE	Pericyte	no_smoking	mean_log10_counts+sex+age	22	-0.299393861808182	0.311098138417497
IPF	0.0266498543983105	0.151760020805432	19	0.175605236852712	0.862462090168322	ACE	Pericyte	unadjusted	none	22	-0.270799786380337	0.324099495176958
COPD	-0.0245359113566474	0.0308469509084606	21	-0.79540799443869	0.435275102558229	ACE	SMC	adjusted	mean_log10_counts+sex+age+ever_smoker	28	-0.0849959351372301	0.0359241124239354
COPD	-0.0410275487820343	0.0254478494552884	22	-1.61222066540904	0.121168427014262	ACE	SMC	no_smoking	mean_log10_counts+sex+age	28	-0.0909053337143997	0.00885023615033102
COPD	-0.0347976880572226	0.0263437766581117	25	-1.3209073440314	0.198496303480933	ACE	SMC	unadjusted	none	28	-0.0864314903071215	0.0168361141926763
IPF	-0.0279536417146838	0.0246829812091852	21	-1.13250670483359	0.270187240374018	ACE	SMC	adjusted	mean_log10_counts+sex+age+ever_smoker	28	-0.0763322848846868	0.0204250014553192
IPF	-0.0311957470906568	0.0243923568236537	22	-1.27891483861886	0.214253368768031	ACE	SMC	no_smoking	mean_log10_counts+sex+age	28	-0.079004766465018	0.0166132722837044
IPF	-0.0161768793532071	0.0230508045758477	25	-0.701792395140819	0.489291110330993	ACE	SMC	unadjusted	none	28	-0.0613564563218687	0.0290026976154544
COPD	-0.00813991606216824	0.0135376573427575	32	-0.60127951654228	0.551889843279784	ACE2	ATI	adjusted	mean_log10_counts+sex+age+ever_smoker	39	-0.0346737244539728	0.0183938923296364
COPD	-0.00176813694646524	0.0105498742556128	33	-0.167597916678917	0.867922489212642	ACE2	ATI	no_smoking	mean_log10_counts+sex+age	39	-0.0224458904874662	0.0189096165945358
COPD	-0.00471141476578707	0.00898066828043293	36	-0.524617391341833	0.603064985320764	ACE2	ATI	unadjusted	none	39	-0.0223135245954356	0.0128906950638615
IPF	-0.0159725667514475	0.014753251389226	32	-1.08264723009546	0.287055957176868	ACE2	ATI	adjusted	mean_log10_counts+sex+age+ever_smoker	39	-0.0448889394743304	0.0129438059714355
IPF	-0.0126191553669252	0.0139849462546334	33	-0.902338495776788	0.373416437620004	ACE2	ATI	no_smoking	mean_log10_counts+sex+age	39	-0.0400296500260067	0.0147913392921564
IPF	-0.0113215392880086	0.0103699824984214	36	-1.09176069388083	0.28219126397459	ACE2	ATI	unadjusted	none	39	-0.0316467049849145	0.00900362640889726
COPD	-0.0044401756052122	0.0250399086363588	39	-0.177323953920699	0.860171701478991	ACE2	ATII	adjusted	mean_log10_counts+sex+age+ever_smoker	46	-0.0535183965324753	0.0446380453220509
COPD	-0.00296137405020105	0.0183883589817665	40	-0.161046129953058	0.872867717654792	ACE2	ATII	no_smoking	mean_log10_counts+sex+age	46	-0.0390025576544634	0.0330798095540613
COPD	-0.0148474631851652	0.017030490880589	43	-0.871816513644244	0.388150432568488	ACE2	ATII	unadjusted	none	46	-0.0482272253111196	0.0185322989407892
IPF	-0.00290938753159544	0.0242037154205334	39	-0.120204170353417	0.904938542795779	ACE2	ATII	adjusted	mean_log10_counts+sex+age+ever_smoker	46	-0.050348669755841	0.0445298946926501
IPF	-0.00178737898920412	0.020345788442715	40	-0.0878500724725713	0.930434185237864	ACE2	ATII	no_smoking	mean_log10_counts+sex+age	46	-0.0416651243369256	0.0380903663585173
IPF	-0.0196748380960661	0.0167162822946593	43	-1.17698647039193	0.245675066186715	ACE2	ATII	unadjusted	none	46	-0.0524387513935983	0.013089075201466
COPD	-0.0100670430537038	0.0179943201161254	66	-0.559456705712504	0.577743760602024	ACE2	Endothelial	adjusted	mean_log10_counts+sex+age+ever_smoker	73	-0.0453359104813096	0.025201824373902
COPD	-0.0196216333285874	0.0157760871251209	67	-1.2437579212746	0.217922811064462	ACE2	Endothelial	no_smoking	mean_log10_counts+sex+age	73	-0.0505427640938243	0.0112994974366496
COPD	-0.0169939786356995	0.0138969344094031	70	-1.22285808762261	0.225484432233516	ACE2	Endothelial	unadjusted	none	73	-0.0442319700781296	0.0102440128067305
IPF	0.00312058908796123	0.0171695875358305	66	0.181750964107262	0.856335220885408	ACE2	Endothelial	adjusted	mean_log10_counts+sex+age+ever_smoker	73	-0.0305318024822666	0.0367729806581891
IPF	-0.00194113953987866	0.016564983930399	67	-0.117183303529586	0.907065370777173	ACE2	Endothelial	no_smoking	mean_log10_counts+sex+age	73	-0.0344085080434606	0.0305262289637033
IPF	-0.00861846971639573	0.01188316123475	70	-0.725267422206868	0.470705664849097	ACE2	Endothelial	unadjusted	none	73	-0.0319094657365058	0.0146725263037143
COPD	-0.00888463853363208	0.00598021848023381	53	-1.48567122806602	0.143290519889604	ACE2	Fibroblast	adjusted	mean_log10_counts+sex+age+ever_smoker	60	-0.0206058667548903	0.00283658968762619
COPD	-0.00596314105742442	0.00514127209591717	54	-1.15985712216242	0.251209642590258	ACE2	Fibroblast	no_smoking	mean_log10_counts+sex+age	60	-0.0160400343654221	0.00411375225057324
COPD	-0.00696425873837085	0.00462442962894681	57	-1.50597139478084	0.137596565742748	ACE2	Fibroblast	unadjusted	none	60	-0.0160281408111066	0.00209962333436489
IPF	-0.00329695746269849	0.00501280737184995	53	-0.657706793445319	0.513573102446467	ACE2	Fibroblast	adjusted	mean_log10_counts+sex+age+ever_smoker	60	-0.0131220599115244	0.00652814498612741
IPF	-0.00182956121053339	0.0047697093194571	54	-0.383579184389717	0.70279645990933	ACE2	Fibroblast	no_smoking	mean_log10_counts+sex+age	60	-0.0111781914766693	0.00751906905560254
IPF	-0.00244777948557634	0.00401380303168376	57	-0.609840459597619	0.544391078261472	ACE2	Fibroblast	unadjusted	none	60	-0.0103148334276765	0.00541927445652383
COPD	0.0442750819401809	0.0268857426228047	29	1.64678664678678	0.110397546039837	ACE2	Mural	adjusted	mean_log10_counts+sex+age+ever_smoker	36	-0.00842097360051631	0.0969711374808781
COPD	0.0348095326611936	0.0224115718788863	30	1.55319461077102	0.130863799781844	ACE2	Mural	no_smoking	mean_log10_counts+sex+age	36	-0.00911714822142356	0.0787362135438107
COPD	0.0309948521526326	0.0220595708808941	33	1.40505236117161	0.169349940502713	ACE2	Mural	unadjusted	none	36	-0.0122419067739197	0.074231611079185
IPF	0.023663743954583	0.0218617760407551	29	1.08242550424397	0.287982090417558	ACE2	Mural	adjusted	mean_log10_counts+sex+age+ever_smoker	36	-0.0191853370852969	0.0665128249944629
IPF	0.0199530756234656	0.020904819977483	30	0.954472492227033	0.347472715862386	ACE2	Mural	no_smoking	mean_log10_counts+sex+age	36	-0.021020371532401	0.0609265227793323
IPF	0.0166481607998798	0.0193751431486901	33	0.859253563812013	0.396399647117009	ACE2	Mural	unadjusted	none	36	-0.0213271197715527	0.0546234413713124
COPD	-0.000486315894019588	0.00074818324414224	47	-0.649995703361586	0.518859570087217	ACE2	Myofibroblast	adjusted	mean_log10_counts+sex+age+ever_smoker	54	-0.00195275505253838	0.000980123264499201
COPD	-5.27213237062842e-05	0.000651458534272	48	-0.0809281342291415	0.935835605086921	ACE2	Myofibroblast	no_smoking	mean_log10_counts+sex+age	54	-0.00132958005087941	0.00122413740346684
COPD	-6.73353520736765e-20	0.000605328626843213	51	-1.11237679976957e-16	1	ACE2	Myofibroblast	unadjusted	none	54	-0.0011864441086127	0.0011864441086127
IPF	0.000258006390212594	0.00067652064247361	47	0.381372531766698	0.704645517083102	ACE2	Myofibroblast	adjusted	mean_log10_counts+sex+age+ever_smoker	54	-0.00106797406903568	0.00158398684946087
IPF	0.000467031875629785	0.000654718730624818	48	0.713332082593822	0.479094270764241	ACE2	Myofibroblast	no_smoking	mean_log10_counts+sex+age	54	-0.000816216836394858	0.00175028058765443
IPF	0.000540090334699063	0.000530908326488953	51	1.01729490337971	0.313815021315612	ACE2	Myofibroblast	unadjusted	none	54	-0.000500489985219284	0.00158067065461741
COPD	0.117160199740137	0.105495206755685	15	1.11057367764079	0.284237873520292	ACE2	Pericyte	adjusted	mean_log10_counts+sex+age+ever_smoker	22	-0.0896104055010053	0.323930804981279
COPD	0.107735676194926	0.108432886643779	16	0.993570120002944	0.335221618110725	ACE2	Pericyte	no_smoking	mean_log10_counts+sex+age	22	-0.104792781626882	0.320264134016733
COPD	0.0463587458867758	0.0901020632948835	19	0.514513699148644	0.612826076619809	ACE2	Pericyte	unadjusted	none	22	-0.130241298171196	0.222958789944748
IPF	0.0390455744609025	0.0846770650933268	15	0.461111570386484	0.651333887964338	ACE2	Pericyte	adjusted	mean_log10_counts+sex+age+ever_smoker	22	-0.126921473122018	0.205012622043823
IPF	0.0603298558086235	0.0858033389891543	16	0.703117810091858	0.492087432941869	ACE2	Pericyte	no_smoking	mean_log10_counts+sex+age	22	-0.107844688610119	0.228504400227366
IPF	0.0434558059931316	0.0861540510480826	19	0.504396548560194	0.619782100103896	ACE2	Pericyte	unadjusted	none	22	-0.12540613406111	0.212317746047373
COPD	0.0331336610286097	0.0433618426434637	21	0.764120226648261	0.453296374121243	ACE2	SMC	adjusted	mean_log10_counts+sex+age+ever_smoker	28	-0.0518555505525791	0.118122872609798
COPD	0.0433458922187253	0.0351727492057401	22	1.23237145794823	0.230819042487077	ACE2	SMC	no_smoking	mean_log10_counts+sex+age	28	-0.0255926962245252	0.112284480661976
COPD	0.0434254861635381	0.0330776877975376	25	1.31283318318189	0.201163495879782	ACE2	SMC	unadjusted	none	28	-0.0214067819196356	0.108257754246712
IPF	0.0110214506286106	0.0346970937367654	21	0.317647659836482	0.753889099759302	ACE2	SMC	adjusted	mean_log10_counts+sex+age+ever_smoker	28	-0.0569848530954497	0.0790277543526709
IPF	0.0130290820595069	0.033713899895655	22	0.386460246362246	0.702868333799695	ACE2	SMC	no_smoking	mean_log10_counts+sex+age	28	-0.0530501617359768	0.0791083258549907
IPF	0.00155201880329723	0.0289429768228454	25	0.0536233302053499	0.957661482516272	ACE2	SMC	unadjusted	none	28	-0.0551762157694798	0.0582802533760742
COPD	0	0	32			AGT	ATI	adjusted	mean_log10_counts+sex+age+ever_smoker	39	0	0
COPD	0	0	33			AGT	ATI	no_smoking	mean_log10_counts+sex+age	39	0	0
COPD	0	0	36			AGT	ATI	unadjusted	none	39	0	0
IPF	0	0	32			AGT	ATI	adjusted	mean_log10_counts+sex+age+ever_smoker	39	0	0
IPF	0	0	33			AGT	ATI	no_smoking	mean_log10_counts+sex+age	39	0	0
IPF	0	0	36			AGT	ATI	unadjusted	none	39	0	0
COPD	-0.00804348070721663	0.0106664751331381	39	-0.754089856941357	0.45532443486065	AGT	ATII	adjusted	mean_log10_counts+sex+age+ever_smoker	46	-0.0289497719681672	0.012862810553734
COPD	-0.00454551946262991	0.00785639304876774	40	-0.57857587246642	0.56611910753854	AGT	ATII	no_smoking	mean_log10_counts+sex+age	46	-0.0199440498382147	0.0108530109129549
COPD	-0.00454553017946714	0.00697143158125984	43	-0.652022490141932	0.517856952194929	AGT	ATII	unadjusted	none	46	-0.0182095360787364	0.00911847571980214
IPF	0.00287917871036158	0.0103102743868563	39	0.279253354695586	0.781526007788767	AGT	ATII	adjusted	mean_log10_counts+sex+age+ever_smoker	46	-0.0173289590878767	0.0230873165085998
IPF	0.00553318078662426	0.00869270123840544	40	0.636531802355979	0.528055882005613	AGT	ATII	no_smoking	mean_log10_counts+sex+age	46	-0.0115045136406504	0.0225708752138989
IPF	0.00629897478512796	0.00684281029403962	43	0.920524538085564	0.362434412709472	AGT	ATII	unadjusted	none	46	-0.0071129333911897	0.0197108829614456
COPD	0.000752152855203546	0.000614038077766622	66	1.22492868510577	0.224955923563563	AGT	Endothelial	adjusted	mean_log10_counts+sex+age+ever_smoker	73	-0.000451361777219034	0.00195566748762612
COPD	0.000172133534596429	0.000548702712230662	67	0.313710012288163	0.754715926066224	AGT	Endothelial	no_smoking	mean_log10_counts+sex+age	73	-0.000903323781375668	0.00124759085056853
COPD	6.00458814805332e-20	0.000484958606288115	70	1.23816508670969e-16	1	AGT	Endothelial	unadjusted	none	73	-0.000950518868324706	0.000950518868324706
IPF	0.000846308257889174	0.000585894907865918	66	1.44447109289923	0.153337358780321	AGT	Endothelial	adjusted	mean_log10_counts+sex+age+ever_smoker	73	-0.000302045761528025	0.00199466227730637
IPF	0.000539031826838544	0.000576141063280137	67	0.935590016392307	0.352844323113555	AGT	Endothelial	no_smoking	mean_log10_counts+sex+age	73	-0.000590204657190524	0.00166826831086761
IPF	0.000590296885041442	0.000414684357062376	70	1.42348481438535	0.159037718802064	AGT	Endothelial	unadjusted	none	73	-0.000222484454800815	0.0014030782248837
COPD	-0.0102149008961548	0.043461521296807	53	-0.235033210788809	0.815088686004057	AGT	Fibroblast	adjusted	mean_log10_counts+sex+age+ever_smoker	60	-0.0953994826378966	0.074969680845587
COPD	0.0117942738502072	0.0373881571661912	54	0.315454805589411	0.753632282283355	AGT	Fibroblast	no_smoking	mean_log10_counts+sex+age	60	-0.0614865141955275	0.085075061895942
COPD	0.0138826803816002	0.0334262509231699	57	0.415322687952934	0.679464985818336	AGT	Fibroblast	unadjusted	none	60	-0.0516327714278128	0.0793981321910131
IPF	0.080613082703846	0.0364308152065926	53	2.21277185939167	0.0312428016760351	AGT	Fibroblast	adjusted	mean_log10_counts+sex+age+ever_smoker	60	0.00920868489892457	0.152017480508767
IPF	0.0916677492914692	0.0346860929252366	54	2.64278105605761	0.0107376527166197	AGT	Fibroblast	no_smoking	mean_log10_counts+sex+age	60	0.0236830071580054	0.159652491424933
IPF	0.0898790491327089	0.029012526529417	57	3.09793940357372	0.0030232004427497	AGT	Fibroblast	unadjusted	none	60	0.0330144971350515	0.146743601130366
COPD	-0.280723544538696	0.140849645052237	29	-1.9930724314895	0.0557375524412127	AGT	Mural	adjusted	mean_log10_counts+sex+age+ever_smoker	36	-0.556788848841081	-0.00465824023631051
COPD	-0.244348935215762	0.117017808700205	30	-2.08813460045021	0.0453755178755779	AGT	Mural	no_smoking	mean_log10_counts+sex+age	36	-0.473703840268164	-0.0149940301633604
COPD	-0.283642480427799	0.131232476847523	33	-2.16137412964749	0.0380194744366574	AGT	Mural	unadjusted	none	36	-0.540858135048944	-0.0264268258066541
IPF	-0.163502627381134	0.114529973702123	29	-1.4275968298603	0.164088474303454	AGT	Mural	adjusted	mean_log10_counts+sex+age+ever_smoker	36	-0.387981375837294	0.0609761210750263
IPF	-0.149243115662041	0.109150586949321	30	-1.36731390854852	0.181684907515309	AGT	Mural	no_smoking	mean_log10_counts+sex+age	36	-0.363178266082709	0.0646920347586282
IPF	-0.255923745269748	0.115262805355843	33	-2.22034978655649	0.0333751136728842	AGT	Mural	unadjusted	none	36	-0.4818388437672	-0.0300086467722961
COPD	-0.0301720110949857	0.0414939743104969	47	-0.72714199100839	0.470745559745215	AGT	Myofibroblast	adjusted	mean_log10_counts+sex+age+ever_smoker	54	-0.11150020074356	0.0511561785535883
COPD	-0.0200748488668692	0.0357095716319924	48	-0.562169971506576	0.576616218574135	AGT	Myofibroblast	no_smoking	mean_log10_counts+sex+age	54	-0.0900656092655744	0.049915911531836
COPD	-0.00729665604545588	0.0336681216679352	51	-0.21672299148203	0.82928884194066	AGT	Myofibroblast	unadjusted	none	54	-0.0732861745146089	0.0586928624236971
IPF	0.0107871572085093	0.037519592130807	47	0.287507315402079	0.7749878030202	AGT	Myofibroblast	adjusted	mean_log10_counts+sex+age+ever_smoker	54	-0.0627512433678724	0.084325557784891
IPF	0.0156547556070389	0.0358882786548813	48	0.436208037659941	0.664641532340763	AGT	Myofibroblast	no_smoking	mean_log10_counts+sex+age	54	-0.0546862705565285	0.0859957817706064
IPF	0.037528716195848	0.0295288961038673	51	1.2709149730434	0.209525456392794	AGT	Myofibroblast	unadjusted	none	54	-0.0203479201677319	0.0954053525594279
COPD	-0.169049462038857	0.395790210904482	15	-0.427118855851781	0.675360293837123	AGT	Pericyte	adjusted	mean_log10_counts+sex+age+ever_smoker	22	-0.944798275411643	0.606699351333928
COPD	-0.160549102214545	0.38389635450855	16	-0.418209499332376	0.681353135880742	AGT	Pericyte	no_smoking	mean_log10_counts+sex+age	22	-0.912985957051303	0.591887752622213
COPD	-0.143456252615147	0.344568050275591	19	-0.416336489992059	0.681829135977633	AGT	Pericyte	unadjusted	none	22	-0.818809631155305	0.531897125925011
IPF	-0.323259270064594	0.317686030320562	15	-1.0175432320345	0.325027524604266	AGT	Pericyte	adjusted	mean_log10_counts+sex+age+ever_smoker	22	-0.945923889492895	0.299405349363707
IPF	-0.342456426206187	0.303778586572263	16	-1.12732246887561	0.276229079919216	AGT	Pericyte	no_smoking	mean_log10_counts+sex+age	22	-0.937862455887822	0.252949603475449
IPF	-0.38325499417487	0.329470073241566	19	-1.16324675684237	0.259130967784388	AGT	Pericyte	unadjusted	none	22	-1.02901633772834	0.2625063493786
COPD	-0.388976042225444	0.202258152618771	21	-1.92316619720448	0.0681241195051632	AGT	SMC	adjusted	mean_log10_counts+sex+age+ever_smoker	28	-0.785402021358235	0.00744993690734652
COPD	-0.301829510024958	0.165646849382924	22	-1.82212647659371	0.0820594824859639	AGT	SMC	no_smoking	mean_log10_counts+sex+age	28	-0.62649733481549	0.0228383147655744
COPD	-0.34068074575777	0.177986657188239	25	-1.91408025264201	0.06712371771214	AGT	SMC	unadjusted	none	28	-0.689534593846718	0.0081731023311773
IPF	-0.11252804945529	0.161842063266109	21	-0.695295445351963	0.494492860223977	AGT	SMC	adjusted	mean_log10_counts+sex+age+ever_smoker	28	-0.429738493456863	0.204682394546284
IPF	-0.0953958367309384	0.158776365914984	22	-0.600818869868942	0.554100847015429	AGT	SMC	no_smoking	mean_log10_counts+sex+age	28	-0.406597513924307	0.215805840462431
IPF	-0.252746389537108	0.155738325039709	25	-1.62289140757527	0.117157039267395	AGT	SMC	unadjusted	none	28	-0.557993506614937	0.0525007275407213
COPD	0.000321824489739563	0.00439590707247034	32	0.0732100302472293	0.942094692909826	AGTR1	ATI	adjusted	mean_log10_counts+sex+age+ever_smoker	39	-0.00829415337230231	0.00893780235178144
COPD	0.000534525016908925	0.00339563875108257	33	0.157415159883693	0.875876900342763	AGTR1	ATI	no_smoking	mean_log10_counts+sex+age	39	-0.00612092693521291	0.00718997696903076
COPD	-0.00361029976398932	0.00318398511130365	36	-1.13389341902768	0.264333811162226	AGTR1	ATI	unadjusted	none	39	-0.00985091058214447	0.00263031105416582
IPF	0.00278883152036712	0.00479063108792068	32	0.582142826108863	0.564549799701254	AGTR1	ATI	adjusted	mean_log10_counts+sex+age+ever_smoker	39	-0.00660080541195742	0.0121784684526917
IPF	0.00290077393964305	0.00450126933112741	33	0.644434653039637	0.523748251138513	AGTR1	ATI	no_smoking	mean_log10_counts+sex+age	39	-0.00592171394936668	0.0117232618286528
IPF	-0.00361029976398932	0.00367654932221384	36	-0.981980506061965	0.332663190890385	AGTR1	ATI	unadjusted	none	39	-0.0108163364355284	0.0035957369075498
COPD	0.00702336527399963	0.00839294328963127	39	0.836817911384718	0.407793460593618	AGTR1	ATII	adjusted	mean_log10_counts+sex+age+ever_smoker	46	-0.00942680357367767	0.0234735341216769
COPD	0.00384960386910788	0.00618806678663588	40	0.622101215426717	0.537405470615515	AGTR1	ATII	no_smoking	mean_log10_counts+sex+age	46	-0.00827900703269845	0.0159782147709142
COPD	0.00349261330832869	0.00538746232431761	43	0.648285426064873	0.520247412730239	AGTR1	ATII	unadjusted	none	46	-0.00706681284733382	0.0140520394639912
IPF	0.0114035957293134	0.00811266581971249	39	1.40565333057409	0.167744046232179	AGTR1	ATII	adjusted	mean_log10_counts+sex+age+ever_smoker	46	-0.00449722927732305	0.0273044207359499
IPF	0.00899557323587375	0.00684678267566595	40	1.31383945744982	0.196385880610888	AGTR1	ATII	no_smoking	mean_log10_counts+sex+age	46	-0.0044241208084315	0.022415267280179
IPF	0.00854357611924845	0.00528806490057083	43	1.61563374880785	0.11348808095163	AGTR1	ATII	unadjusted	none	46	-0.00182103108587038	0.0189081833243673
COPD	-0.00159812942410886	0.00355777769772427	66	-0.44919316491615	0.654763915924949	AGTR1	Endothelial	adjusted	mean_log10_counts+sex+age+ever_smoker	73	-0.00857137371164841	0.0053751148634307
COPD	-0.0020630020390294	0.00309278474494797	67	-0.66703705856002	0.507039275273146	AGTR1	Endothelial	no_smoking	mean_log10_counts+sex+age	73	-0.00812486013912742	0.00399885606106862
COPD	-0.00197271825959982	0.0027117943142865	70	-0.727458660565436	0.469371190871327	AGTR1	Endothelial	unadjusted	none	73	-0.00728783511560137	0.00334239859640172
