test_ligand	auroc	aupr	aupr_corrected	pearson	rank_by_aupr	target	program	not_a_ligand	substrate_not_ligand
PSEN1	0.88351795904666	0.0432605518747185	0.0414511429483011	0.0995653810198509	35	AT1	epithelial_repair	FALSE	FALSE
COL6A1	0.896788631531839	0.0423976284396756	0.0405882195132582	0.139814878507589	36	AT1	epithelial_repair	FALSE	FALSE
LAMC1	0.867047107530496	0.0414055038839508	0.0395960949575334	0.11178933568041	37	AT1	epithelial_repair	FALSE	FALSE
MPDZ	0.903636567080677	0.0402510414037269	0.0384416324773095	0.104706649422597	38	AT1	epithelial_repair	FALSE	FALSE
COL4A2	0.888530826899411	0.0399788181307806	0.0381694092043632	0.108665343568354	39	AT1	epithelial_repair	FALSE	FALSE
FBN1	0.867964641378547	0.0398842202169537	0.0380748112905363	0.1461178761921	40	AT1	epithelial_repair	FALSE	FALSE
EFEMP2	0.9120510238335	0.0387320134537556	0.0369226045273383	0.119231716879847	41	AT1	epithelial_repair	FALSE	FALSE
THY1	0.887546156428334	0.0385737020773747	0.0367642931509573	0.104852290392462	42	AT1	epithelial_repair	FALSE	FALSE
ANXA1	0.880183506769614	0.0385386820384258	0.0367292731120084	0.097673835659884	43	AT1	epithelial_repair	FALSE	FALSE
RTN4	0.873783148707626	0.0381752760930636	0.0363658671666462	0.0866433732800704	44	AT1	epithelial_repair	FALSE	FALSE
COL18A1	0.88309276043415	0.0380082003567082	0.0361987914302908	0.0939193990694999	45	AT1	epithelial_repair	FALSE	FALSE
SARAF	0.85784939017568	0.0369380974457515	0.0351286885193341	0.0911067639491106	46	AT1	epithelial_repair	FALSE	FALSE
TGFBI	0.879064563052478	0.03683067023985	0.0350212613134326	0.0926998874049795	47	AT1	epithelial_repair	FALSE	FALSE
PSAP	0.809264853977851	0.0361574413318314	0.0343480324054141	0.080339383996295	48	AT1	epithelial_repair	FALSE	FALSE
THBS1	0.826049009734813	0.0361531044646768	0.0343436955382594	0.0913378133272784	49	AT1	epithelial_repair	FALSE	FALSE
PTPRM	0.833859236880388	0.0361032936692247	0.0342938847428074	0.0828900169533146	50	AT1	epithelial_repair	FALSE	FALSE
FGF14	0.876938569989929	0.0357567400855931	0.0339473311591757	0.095646252259859	51	AT1	epithelial_repair	FALSE	FALSE
S100A4	0.941456864719704	0.035664228463523	0.0338548195371057	0.127339113811192	52	AT1	epithelial_repair	FALSE	FALSE
SERPINE1	0.822871209578167	0.0342211899560187	0.0324117810296014	0.0771854948829697	53	AT1	epithelial_repair	FALSE	FALSE
MMP2	0.805012867852756	0.0338942598721888	0.0320848509457714	0.088807937580941	54	AT1	epithelial_repair	FALSE	FALSE
SLIT3	0.878191786953117	0.0318665591058581	0.0300571501794407	0.106149539411778	55	AT1	epithelial_repair	FALSE	FALSE
GNAS	0.890410652344191	0.0305953452772922	0.0287859363508749	0.0812117666789183	56	AT1	epithelial_repair	FALSE	FALSE
LAMC3	0.871478124650332	0.029984819416845	0.0281754104904277	0.0748419058432303	57	AT1	epithelial_repair	FALSE	FALSE
VCAN	0.881280071612402	0.0289719612585425	0.0271625523321252	0.100239335562804	58	AT1	epithelial_repair	FALSE	FALSE
GRN	0.863802170750817	0.0288156014180233	0.0270061924916059	0.0722055876406809	59	AT1	epithelial_repair	FALSE	FALSE
ADAM9	0.875842005147146	0.0286944131997374	0.02688500427332	0.0989727834241036	60	AT1	epithelial_repair	FALSE	FALSE
LGALS3	0.869061206221334	0.0280262912432514	0.026216882316834	0.0748644398316353	61	AT1	epithelial_repair	FALSE	FALSE
COL5A1	0.89005259035471	0.0276268098221838	0.0258174008957664	0.12366770343355	62	AT1	epithelial_repair	FALSE	FALSE
F10	0.851158106747238	0.0276114122460931	0.0258020033196757	0.073713700422619	63	AT1	epithelial_repair	FALSE	FALSE
LPL	0.852970795568989	0.0275865911369092	0.0257771822104918	0.0776027358215616	64	AT1	epithelial_repair	FALSE	FALSE
CCN1	0.913125209801951	0.0275550426150167	0.0257456336885993	0.097265990101759	65	AT1	epithelial_repair	FALSE	FALSE
APOE	0.868188430121972	0.0271212857309865	0.0253118768045692	0.0800092996024172	66	AT1	epithelial_repair	FALSE	FALSE
TIMP2	0.8426317556227	0.0266252679618463	0.0248158590354289	0.0856902159667058	67	AT1	epithelial_repair	FALSE	FALSE
MFGE8	0.833075976278399	0.0262142592441138	0.0244048503176965	0.081430542793638	68	AT1	epithelial_repair	FALSE	FALSE
NAMPT	0.861407631196161	0.0257678415215325	0.0239584325951151	0.0910791988988052	69	AT1	epithelial_repair	FALSE	FALSE
FN1	0.894326955354149	0.025739071926468	0.0239296630000506	0.0911523486462027	70	AT1	epithelial_repair	FALSE	FALSE
CD44	0.897348103390403	0.0251280355392122	0.0233186266127948	0.0857159574952105	71	AT1	epithelial_repair	FALSE	FALSE
SEMA5A	0.859438290254006	0.0245010354383548	0.0226916265119374	0.0929107629774941	72	AT1	epithelial_repair	FALSE	FALSE
MDK	0.853082689940697	0.0240446399085062	0.0222352309820888	0.0763682156392968	73	AT1	epithelial_repair	FALSE	FALSE
FAM3C	0.880810115251207	0.024004701484323	0.0221952925579056	0.0868676074691689	74	AT1	epithelial_repair	FALSE	FALSE
TFPI	0.887411883182276	0.0238207282333781	0.0220113193069608	0.0661459272945012	75	AT1	epithelial_repair	FALSE	FALSE
LGALS3BP	0.879288351795906	0.0214068340919812	0.0195974251655638	0.0957639774833601	76	AT1	epithelial_repair	FALSE	FALSE
CD99	0.890209242475108	0.0211658509734069	0.0193564420469895	0.0602447003333924	77	AT1	epithelial_repair	FALSE	FALSE
TIMP1	0.888844131140206	0.0207915090601883	0.0189821001337709	0.0738306418797174	78	AT1	epithelial_repair	FALSE	FALSE
ENG	0.8462571332662	0.0206385258723806	0.0188291169459632	0.0789272669267395	79	AT1	epithelial_repair	FALSE	FALSE
TGFB1	0.937249636343292	0.0205587814383495	0.0187493725119321	0.10399911650218	80	AT1	epithelial_repair	FALSE	FALSE
APP	0.852232292715683	0.0194992178424738	0.0176898089160564	0.0569300597988907	81	AT1	epithelial_repair	FALSE	FALSE
MMP14	0.866151952556792	0.0186113726695523	0.016801963743135	0.0869709408485897	82	AT1	epithelial_repair	TRUE	FALSE
CALR	0.876244824885309	0.0169618266881354	0.015152417761718	0.0514314137431464	83	AT1	epithelial_repair	FALSE	FALSE
SPON2	0.72183059192123	0.0169032188045259	0.0150938098781085	0.0487272790609739	84	AT1	epithelial_repair	FALSE	FALSE
COL12A1	0.877072843235987	0.0162199632460581	0.0144105543196407	0.0892210824757829	85	AT1	epithelial_repair	FALSE	FALSE
PTN	0.868636007608817	0.0159712078345055	0.0141617989080881	0.0914604972719471	86	AT1	epithelial_repair	FALSE	FALSE
ANXA2	0.88595725635001	0.0158679925744308	0.0140585836480134	0.0834388672913633	87	AT1	epithelial_repair	FALSE	FALSE
CCN2	0.862258028421177	0.0157249141082415	0.0139155051818241	0.0726236580278562	88	AT1	epithelial_repair	FALSE	FALSE
ADGRE5	0.849434933422861	0.0156721073604994	0.013862698434082	0.0821104622113204	89	AT1	epithelial_repair	FALSE	FALSE
COL5A2	0.898131363992393	0.0154563621877885	0.0136469532613711	0.0854275566427685	90	AT1	epithelial_repair	FALSE	FALSE
PLTP	0.869799709074637	0.0141949587781644	0.012385549851747	0.0719528961351577	91	AT1	epithelial_repair	FALSE	FALSE
COPA	0.876580508000452	0.0139522120988173	0.0121428031723999	0.0695144606411233	92	AT1	epithelial_repair	TRUE	FALSE
ANGPT2	0.865614859572564	0.0135809190923164	0.011771510165899	0.105077934711205	93	AT1	epithelial_repair	FALSE	FALSE
NECTIN2	0.830480026854651	0.0132140321089684	0.0114046231825511	0.0674443750533247	94	AT1	epithelial_repair	FALSE	FALSE
ADAM17	0.875595837529377	0.0128962174520126	0.0110868085255952	0.0439564099949526	95	AT1	epithelial_repair	FALSE	FALSE
HGF	0.89240237216068	0.0125459831859129	0.0107365742594955	0.0651539859193493	96	AT1	epithelial_repair	FALSE	FALSE
TGFB2	0.908291372943941	0.0119836902960381	0.0101742813696208	0.0695516307063712	97	AT1	epithelial_repair	FALSE	FALSE
JAG1	0.821998433478807	0.00920357449265259	0.00739416556623521	0.0298654604215731	98	AT1	epithelial_repair	FALSE	FALSE
TGM2	0.854805863265081	0.00884218699314664	0.00703277806672927	0.0326089545993567	99	AT1	epithelial_repair	FALSE	FALSE
CADM1	0.8392749244713	0.00664570905052432	0.00483630012410694	0.00767495369801422	100	AT1	epithelial_repair	FALSE	FALSE
MIF	0.832807429786286	0.00623763010360919	0.00442822117719182	0.0165005037202087	101	AT1	epithelial_repair	FALSE	FALSE
ANGPT1	0.817007944500397	0.00559525810785844	0.00378584918144107	0.0113337965020262	102	AT1	epithelial_repair	FALSE	FALSE
HMGB1	0.827167953451941	0.00491766433789444	0.00310825541147707	0.010896818850608	103	AT1	epithelial_repair	FALSE	FALSE
