test_ligand	auroc	aupr	aupr_corrected	pearson	rank_by_aupr	target	program	not_a_ligand	substrate_not_ligand
COL12A1	0.725160256410257	0.00762431574372378	0.00366130385468811	0.0275727761467695	19	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
TIMP3	0.654232979664016	0.00729423480769414	0.00333122291865847	0.0307921135630677	20	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
IGFBP4	0.669484969053936	0.00709473117043939	0.00313171928140373	0.032351805823029	21	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
TGFBI	0.651387046861188	0.00705582492102786	0.0030928130319922	0.023892512522066	22	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
PTPRK	0.647850353669321	0.00704598679797549	0.00308297490893982	0.0251414835241219	23	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
ENG	0.666611405835546	0.00697669223908919	0.00301368035005352	0.0247539877009683	24	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
LAMC1	0.672966401414679	0.00695361660074662	0.00299060471171095	0.0288936835504274	25	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
NECTIN2	0.668877099911583	0.00694709105646491	0.00298407916742924	0.0208806763862073	26	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
COL4A1	0.671695402298852	0.00689061056621069	0.00292759867717502	0.0193886209412374	27	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
MMP14	0.707891246684353	0.00686901398690888	0.00290600209787322	0.0222036577914901	28	EC general capillary	EC_barrier_angiogenic	TRUE	FALSE
LPL	0.679680592396111	0.00686100430671525	0.00289799241767958	0.0194215760071032	29	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
HSPG2	0.660587975243148	0.00678321386576429	0.00282020197672862	0.0276467155085455	30	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
LGALS3	0.644534703801947	0.00675538722290956	0.00279237533387389	0.0129602375244566	31	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
TGM2	0.680177939876217	0.00675411839938754	0.00279110651035187	0.0276748409145001	32	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
EFEMP2	0.639948054818746	0.00674193842979307	0.0027789265407574	0.0263508647452706	33	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
LAMB2	0.680481874447392	0.00673551402243474	0.00277250213339907	0.0294523605282678	34	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
MMP2	0.654979000884176	0.00670479489442719	0.00274178300539153	0.0244626170462798	35	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
THY1	0.648320070733865	0.00664228166791026	0.00267926977887459	0.0257972047916506	36	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
LRPAP1	0.694297082228118	0.00659751161271149	0.00263449972367583	0.028720168156902	37	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
SEMA5A	0.627320954907163	0.00642960969895427	0.00246659780991861	0.0214090865623255	38	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
S100A4	0.651497568523432	0.00642586492274686	0.0024628530337112	0.0204523858955938	39	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
CCN1	0.666196949602125	0.00641654550766536	0.00245353361862969	0.0199325976619642	40	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
VCAN	0.664953580901858	0.00640989680682231	0.00244688491778665	0.0233610693724698	41	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
LGALS1	0.663958885941646	0.00639657086340279	0.00243355897436713	0.0114849286114088	42	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
GRN	0.650723916887712	0.00638548087630402	0.00242246898726836	0.0160016670854403	43	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
COL21A1	0.662881299734749	0.00634642283241254	0.00238341094337687	0.0251759433471621	44	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
TIMP1	0.674347922192751	0.00633137847012563	0.00236836658108997	0.0138143763968138	45	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
COL6A3	0.662411582670206	0.00627284636389355	0.00230983447485789	0.0262232977581439	46	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
LAMC3	0.666445623342176	0.00626520477844307	0.00230219288940741	0.0176572115193073	47	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
THBS1	0.656830238726792	0.00625260560319379	0.00228959371415813	0.01671820213032	48	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
FN1	0.655338196286473	0.00621944353106139	0.00225643164202572	0.0167867795918532	49	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
CD99	0.658488063660478	0.00621009658723259	0.00224708469819692	0.010657328717329	50	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
COL3A1	0.654094827586208	0.0061999898981548	0.00223697800911914	0.0260169220538468	51	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
PTPRM	0.589688328912468	0.00619120008090941	0.00222818819187374	0.0205072880675569	52	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
LUM	0.672165119363396	0.00617371177131713	0.00221069988228146	0.0249330758930179	53	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
MDK	0.600823386383733	0.00616614858043493	0.00220313669139926	0.0128777152046346	54	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
COL5A3	0.667799513704687	0.00614690052328549	0.00218388863424983	0.0246032277801958	55	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
CALM2	0.646745137046863	0.00612288810487284	0.00215987621583717	0.0110475520048701	56	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
COL4A2	0.653846153846155	0.00611629008810044	0.00215327819906478	0.0231905692221896	57	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
ANXA1	0.629724801061009	0.00609285867404521	0.00212984678500954	0.0155225265050696	58	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
GLG1	0.638179708222814	0.0060314996134917	0.00206848772445604	0.0184515978224388	59	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
EFEMP1	0.646330680813442	0.00601782904437023	0.00205481715533456	0.0248465694754675	60	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
CALM3	0.643484748010612	0.00601567916126807	0.0020526672722324	0.0143212631136683	61	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
FBN1	0.620855437665784	0.00599930727635576	0.0020362953873201	0.0164834435938378	62	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
COL6A1	0.662908930150311	0.00598975407446972	0.00202674218543405	0.017707269888814	63	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
SLIT3	0.651856763925731	0.00597967335380521	0.00201666146476954	0.0205829889819261	64	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
COL6A2	0.653790893015032	0.0059776605503669	0.00201464866133124	0.0228084172703549	65	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
CALM1	0.641108532272328	0.00595653558717261	0.00199352369813695	0.0119733165117092	66	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
GNAS	0.635416666666668	0.0059396307867681	0.00197661889773244	0.0136567624503203	67	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
COL5A2	0.657852564102565	0.00587013737828248	0.00190712548924681	0.0136348977909404	68	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
COL1A2	0.644893899204246	0.00585396095720661	0.00189094906817094	0.0229411472087668	69	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
DCN	0.645446507515476	0.00578827114298002	0.00182525925394436	0.0136168862226075	70	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
MXRA8	0.654481653404069	0.00577735412593789	0.00181434223690222	0.0192367172123166	71	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
B2M	0.637544208664901	0.0057687299332268	0.00180571804419113	0.0135993294743094	72	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
LGALS3BP	0.63373121131742	0.00576276834557827	0.00179975645654261	0.0183786393546119	73	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
TSPAN3	0.61179266136163	0.0057182514029965	0.00175523951396083	0.0208294798279881	74	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
COPA	0.655835543766579	0.00570022171927742	0.00173720983024176	0.011095843032088	75	EC general capillary	EC_barrier_angiogenic	TRUE	FALSE
ANXA2	0.630719496021222	0.00566469146671394	0.00170167957767827	0.0133066236689182	76	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
COL5A1	0.650088417329798	0.00564880620380556	0.0016857943147699	0.011129830226881	77	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
SERPINE1	0.621684350132627	0.00557269042738119	0.00160967853834552	0.0159132022144718	78	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
CCN2	0.623950044208666	0.00556806206106922	0.00160505017203355	0.00576815707163778	79	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
APOE	0.623314544650754	0.0055576974500091	0.00159468556097343	0.013728206615934	80	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
NAMPT	0.635554818744475	0.00553705059421315	0.00157403870517748	0.0149224305026263	81	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
LAMB1	0.619197612732096	0.0055046355552301	0.00154162366619443	0.0172891273065028	82	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
LAMA2	0.640417771883291	0.00546438092966746	0.00150136904063179	-0.0096553004163307	83	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
CNTN4	0.579907161803716	0.00541544134187292	0.00145242945283725	0.0144064003215894	84	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
MFGE8	0.597424845269675	0.00531530203665341	0.00135229014761775	0.0121765440999773	85	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
SEMA6D	0.585847701149428	0.00529477647489087	0.0013317645858552	0.0131735317005846	86	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
MIF	0.628094606542885	0.00529312476590457	0.0013301128768689	0.000542245171913403	87	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
COL1A1	0.609830901856766	0.00525571368462654	0.00129270179559087	0.0112701784906996	88	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
EDIL3	0.624834217506632	0.00524247590181546	0.00127946401277979	0.0144953493793999	89	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
PDGFA	0.612428160919542	0.00519261167242828	0.00122959978339261	-0.012131606700764	90	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
TIMP2	0.626381520778074	0.00516888779307353	0.00120587590403786	0.0106042405038197	91	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
FBLN1	0.57885720601238	0.00516627147148137	0.0012032595824457	0.0116385461497487	92	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
APP	0.624447391688772	0.00515100622028913	0.00118799433125346	-0.00824628526242354	93	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
CTSD	0.606763925729445	0.00505588442321519	0.00109287253417952	0.0122631832588332	94	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
SPARC	0.611516357206014	0.00503011932031777	0.0010671074312821	-0.00620230617184265	95	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
FAM3C	0.599193191865607	0.00495329976059619	0.000990287871560522	0.00990389183447284	96	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
FGF14	0.569877320954908	0.00460611068122618	0.000643098792190515	0.0089713456227624	97	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
ESAM	0.545037577365164	0.0044354852820036	0.000472473392967933	0.00814002889333466	98	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
SPON2	0.580128205128206	0.00440716592707757	0.000444154038041906	0.00265420910069766	99	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
CLEC11A	0.573054818744475	0.00439092265129557	0.000427910762259898	0.00391995319812719	100	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
ADGRE5	0.542799513704687	0.00428837968910434	0.000325367800068675	0.000979155683966853	101	EC general capillary	EC_barrier_angiogenic	FALSE	FALSE
