donor_id	n	rho_bm	rho_fib	rho_collagen	rho_core	rho_minor	rho_tracer	rho_tgfb	rho_switch	rho_switch_core	rho_switch_collagen
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D088	322	0.0317010826657916	-0.197707680775426	-0.144578826419252	-0.130548722836084	-0.083280421816067	-0.148797490295761	-0.16175253009307	0.178821638794742	0.122115708277793	0.139363095694875
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D122	32	-0.0843108504398827	0.133431085043988	0.298020527859238	0.326612903225806	0.167521994134897	-0.0263929618768328	0.181451612903226	-0.105571847507331	-0.224706744868035	-0.339809384164223
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D139	52	-0.0299667036625971	0.216596943566977	-0.129343464526594	0.230513105096901	-0.195423887987706	0.197899769486895	-0.0912661145735507	-0.203790659950482	-0.212925808930248	0.130709468112354
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D150	89	0.00354102826012938	-0.0417602996254682	0.00383043922369765	-0.0929179434797412	0.15297923050732	-0.143105209397344	-0.137487231869254	0.0385257065032346	0.0911985018726592	-0.0529451821586653
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD55	51	0.123348416289593	0.0775565610859728	0.279004524886878	0.178190045248869	0.339185520361991	0.20262443438914	0.303257918552036	-0.0330316742081448	-0.154117647058824	-0.184886877828054
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD57	63	-0.0373463901689708	0.162250384024578	0.0936539938556068	0.0945660522273425	0.201996927803379	0.262048771121352	0.0971582181259601	-0.115639400921659	-0.106278801843318	-0.138680875576037
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD59	51	-0.133846153846154	-0.13420814479638	-0.149140271493213	-0.0728506787330317	-0.0872398190045249	0.0690497737556561	-0.201176470588235	-0.00542986425339366	0.0218099547511312	0.0624434389140271
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747JVV9L8ng	24	0.0852173913043478	-0.485217391304348	-0.011304347826087	-0.422608695652174	0.208695652173913	-0.0652173913043478	0.0678260869565217	0.447826086956522	0.324347826086956	0.109565217391304
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D239	986	0.0576135201684882	-0.200666283207421	-0.0135304849521383	-0.0679465021931139	0.056107737057195	-0.0624777936189516	-0.197091198451727	0.195654786393443	0.0900702034993863	0.0495364650085583
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Patient_1	56	0.081203007518797	0.0497607655502392	-0.0427887901572112	-0.0136705399863295	0.0978810663021189	0.319343814080656	-0.200615174299385	0.0546138072453862	0.00745044429254956	0.0571428571428571
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Patient_3	55	-0.268109668109668	-0.366883116883117	-0.371500721500721	-0.356493506493506	-0.181673881673882	0.525252525252525	-0.211471861471861	0.239105339105339	0.31955266955267	0.334992784992785
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747donor 1	63	-0.0784850230414747	-0.152889784946237	-0.210637480798771	-0.191676267281106	0.0199212749615975	0.221486175115207	0.186971966205837	0.042386712749616	0.170890937019969	0.125768049155146
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747donor 2	1129	-0.0257747469654955	0.00225429982293547	-0.0156691269803018	0.0289560130477731	0.0703849356558801	0.0827798364241937	-0.17724167915947	-0.0114703193849221	-0.00705607243618747	-0.0147771166649628
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747donor 3	398	-0.0563278314642853	0.0370602658184009	0.0105136390080932	-0.00170403731694209	0.131820729373654	0.184072100050641	-0.130795547023578	-0.0643003087633771	-0.0118026354571669	-0.0544257432310318
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747SSc_2	105	0.22877876840141	0.00754716981132075	0.0317644619531412	0.127068214804064	0.0406386066763425	0.30089156126892	-0.307484967862326	0.135569147833299	-0.0757516068836823	0.071832884097035
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747SSc_3	43	-0.282996073693748	-0.289640591966173	-0.1529749320447	-0.186348535185744	-0.0116279069767442	0.214889761401389	0.259891271519179	0.121111446692842	0.108124433705829	0.0228027786167321
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747SSc_4	86	-0.187169206094627	-0.054691259021652	-0.0127458842398226	-0.084447379593377	0.131204302089721	0.0642766168215482	-0.322835982829379	-0.0790697674418605	-0.0419736780036794	-0.089938204632294
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc10380	36	-0.22033462033462	0.128700128700129	0.150836550836551	0.241698841698842	-0.018018018018018	0.197425997425997	0.177091377091377	-0.185585585585586	-0.228056628056628	-0.181981981981982
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc5212	21	0.0909090909090909	0.148051948051948	0.0571428571428571	-0.025974025974026	0.131168831168831	0.162337662337662	-0.175324675324675	-0.137662337662338	0.114285714285714	-0.0038961038961039
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc8257	98	-0.0136245688528457	0.142997405147626	-0.0148488654560772	0.00636918309966911	0.0860775150375691	0.308800183616089	-0.331395163501202	-0.123003653195111	0.0122984526519136	0.0670517504096296
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc9833	25	-0.113076923076923	0.104615384615385	0.0184615384615385	0.236153846153846	-0.147692307692308	-0.0838461538461539	0.227692307692308	-0.174615384615385	-0.317692307692308	-0.143076923076923
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lambrechts_7	24	0.140869565217391	0.131304347826087	-0.187826086956522	-0.0330434782608696	0.0208695652173913	0.0652173913043478	0.391304347826087	-0.0878260869565217	0.0808695652173913	0.170434782608696
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lambrechts_8	26	0.208205128205128	0.125470085470085	0.078974358974359	0.309401709401709	0.136410256410256	0.0864957264957265	0.153504273504273	-0.042051282051282	-0.0516239316239316	0.138461538461538
