score	contrast	estimate	SE	df	t.ratio	p.value
fibroblast_like_noCOL4A1_score_z	pericyte_state0 - pericyte_state3	-0.373533605624826	0.179011174753445	138.217249550867	-2.08664965267838	0.0581353008138944
fibroblast_like_noCOL4A1_score_z	pericyte_state0 - pericyte_state4	0.442369171109334	0.235094912092995	144.213580662195	1.88166203671115	0.077371577700008
fibroblast_like_noCOL4A1_score_z	pericyte_state0 - pericyte_state5	-1.30371473449582	0.354690423032263	129.508262253112	-3.67564120663396	0.00103874800582881
fibroblast_like_noCOL4A1_score_z	pericyte_state1 - pericyte_state2	-0.265156575329781	0.134143835758778	136.870400126074	-1.97665866515548	0.0683048611484559
fibroblast_like_noCOL4A1_score_z	pericyte_state1 - pericyte_state3	-0.931893155334194	0.193954862496166	147.712244032454	-4.80469086126992	2.82820480793127e-05
fibroblast_like_noCOL4A1_score_z	pericyte_state1 - pericyte_state4	-0.115990378600034	0.209632387610786	134.131704320693	-0.553303713810613	0.580976533458624
fibroblast_like_noCOL4A1_score_z	pericyte_state1 - pericyte_state5	-1.86207428420518	0.357573163868957	130.973951560722	-5.20753365285431	1.08363640675363e-05
fibroblast_like_noCOL4A1_score_z	pericyte_state2 - pericyte_state3	-0.666736580004413	0.196549202277386	142.03795633018	-3.3922120887749	0.00192510636131977
fibroblast_like_noCOL4A1_score_z	pericyte_state2 - pericyte_state4	0.149166196729747	0.211347570710888	127.01387811859	0.705786190151191	0.516014579119739
fibroblast_like_noCOL4A1_score_z	pericyte_state2 - pericyte_state5	-1.5969177088754	0.357914287367179	127.896005205584	-4.46173222260096	6.60794415067086e-05
fibroblast_like_noCOL4A1_score_z	pericyte_state3 - pericyte_state4	0.81590277673416	0.237632428513015	127.161178256061	3.43346563362447	0.00192510636131977
fibroblast_like_noCOL4A1_score_z	pericyte_state3 - pericyte_state5	-0.930181128870989	0.361475170843106	122.846419893565	-2.57329189914049	0.0187705823989329
fibroblast_like_noCOL4A1_score_z	pericyte_state4 - pericyte_state5	-1.74608390560515	0.376070303383647	122.415752626472	-4.64297204510691	4.352818965841e-05
fibroblast_like_score_z	pericyte_state0 - pericyte_state1	0.347426576273197	0.194726456637373	89.1481204313106	1.78417757028357	0.116695703466959
fibroblast_like_score_z	pericyte_state0 - pericyte_state2	0.233620146884989	0.193223651864325	146.702899755792	1.20906599492814	0.285728111283331
fibroblast_like_score_z	pericyte_state0 - pericyte_state3	-0.508604400017893	0.191936183184938	143.42477623221	-2.64986200922747	0.0167929377125031
fibroblast_like_score_z	pericyte_state0 - pericyte_state4	0.341682790512534	0.25081134953205	148.404134909625	1.36230992397285	0.238860155642822
fibroblast_like_score_z	pericyte_state0 - pericyte_state5	-1.29531839770181	0.382886808026688	136.178895798346	-3.38303219266704	0.00234094325567686
fibroblast_like_score_z	pericyte_state1 - pericyte_state2	-0.113806429388208	0.143677619653517	140.461549420506	-0.792095732534097	0.495739108125767
fibroblast_like_score_z	pericyte_state1 - pericyte_state3	-0.85603097629109	0.206404359748133	152.376655777699	-4.14734929696093	0.000417605431494561
fibroblast_like_score_z	pericyte_state1 - pericyte_state4	-0.00574378576066276	0.225626442764364	140.953829043267	-0.025457059422159	0.979726404023503
fibroblast_like_score_z	pericyte_state1 - pericyte_state5	-1.64274497397501	0.385534778233854	137.109532999207	-4.26095145423838	0.000417605431494561
fibroblast_like_score_z	pericyte_state2 - pericyte_state3	-0.742224546902882	0.210629087523651	147.312199009472	-3.52384637672392	0.0017006629249523
fibroblast_like_score_z	pericyte_state2 - pericyte_state4	0.108062643627545	0.228514443630916	133.294839221985	0.472891962146961	0.682568241393439
fibroblast_like_score_z	pericyte_state2 - pericyte_state5	-1.5289385445868	0.386722772783991	133.917282102818	-3.95357773626848	0.000465390206174905
fibroblast_like_score_z	pericyte_state3 - pericyte_state4	0.850287190530427	0.256804409553291	131.341186256975	3.31103033631507	0.00257244318915168
fibroblast_like_score_z	pericyte_state3 - pericyte_state5	-0.786713997683919	0.391659655411734	128.318000794644	-2.00866744075767	0.0777853762719458
fibroblast_like_score_z	pericyte_state4 - pericyte_state5	-1.63700118821435	0.407595183092742	126.905114485386	-4.01624272346191	0.000465390206174905
