ccc_group	emmean	SE	df	lower.CL	upper.CL	gene	value_type
Alveolar fibroblasts	1.32285681556333	0.0349462685662304	110.957570826107	1.25360815969505	1.39210547143161	FBN1	expr
Alveolar macrophages	0.100197601158835	0.0308949878372033	68.9601485327922	0.0385631513942791	0.161832050923391	FBN1	expr
Classical monocytes	0.0369208124508434	0.0305560175557611	66.3296677626137	-0.0240805859293054	0.0979222108309923	FBN1	expr
DC2	0.0181213916942845	0.0294577083964839	57.5500949544811	-0.0408544345645535	0.0770972179531225	FBN1	expr
EC aerocyte capillary	0.0296556135963871	0.0380574442825846	151.564384373226	-0.0455359821156809	0.104847209308455	FBN1	expr
EC general capillary	0.121127072429998	0.0341084411763021	99.040789901866	0.053448870068857	0.18880527479114	FBN1	expr
EC venous pulmonary	0.589160512931028	0.035197195474458	114.366370949988	0.519437535605616	0.658883490256441	FBN1	expr
EC venous systemic	0.427395632975546	0.0362341793996959	128.17946216654	0.35570107629796	0.499090189653133	FBN1	expr
Interstitial macrophages	0.017363833240671	0.0302385791192926	64.2190359281435	-0.0430407050883768	0.0777683715697189	FBN1	expr
Lymphatic EC	0.782848752641231	0.0335643907120701	95.2084515110608	0.71621689392883	0.849480611353631	FBN1	expr
Mast cells	0.0443920973130654	0.0327360295152903	86.7677392576224	-0.0206767619304105	0.109460956556541	FBN1	expr
Myofibroblasts	0.861490383426997	0.0503441159068127	427.768575645914	0.762537758448473	0.96044300840552	FBN1	expr
Non-classical monocytes	0.0302286058782623	0.0316980033714843	76.282792725455	-0.0328996545605799	0.0933568663171044	FBN1	expr
Peribronchial fibroblasts	1.65534915572092	0.0411947427614573	208.651592043805	1.57413789618662	1.73656041525521	FBN1	expr
Subpleural fibroblasts	1.056519520819	0.0935528126467843	1785.60968253526	0.873035004957903	1.2400040366801	FBN1	expr
Transitional Club-AT2	0.219228376713358	0.0337373452699759	98.3787282099184	0.152280934228974	0.286175819197742	FBN1	expr
Vascular smooth muscle	0.504457685789342	0.0368075056471095	135.230682086047	0.431664889084823	0.577250482493862	FBN1	expr
Pericytes	2.3684187285009	0.0502704066715428	336.636783833383	2.26953503217503	2.46730242482677	BGN	expr
AT1	0.0408976826047933	0.0370449590762298	109.01259248077	-0.0325241267517584	0.114319491961345	BGN	expr
AT2_AGTR2det	-0.0424887651793502	0.0442254233794756	204.614274830959	-0.129684740726382	0.0447072103676813	BGN	expr
AT2_AGTR2undet	0.0214695252655122	0.0357769157187934	96.816963658436	-0.0495394442526357	0.09247849478366	BGN	expr
Adventitial fibroblasts	1.4604344502632	0.0396960438571696	143.033127301265	1.38196774516334	1.53890115536307	BGN	expr
Alveolar fibroblasts	1.3788105588454	0.0393564933162338	137.060847984412	1.30098610840817	1.45663500928263	BGN	expr
Alveolar macrophages	0.025312201642894	0.0344017826166413	80.7824848936055	-0.0431393487829465	0.0937637520687344	BGN	expr
Classical monocytes	0.0502768259478948	0.0338870930525191	77.5822377748768	-0.0171929164035212	0.117746568299311	BGN	expr
DC2	0.0191321996816099	0.0324329886825991	65.2074086938811	-0.0456370459508719	0.0839014453140916	BGN	expr
EC aerocyte capillary	0.266657274267303	0.0433956768347661	193.09628454938	0.181066875527287	0.352247673007318	BGN	expr
EC general capillary	0.175931963333453	0.038472862207562	121.298272141651	0.0997666765136774	0.252097250153229	BGN	expr
EC venous pulmonary	0.279309333806671	0.0396478090318128	141.490375380329	0.200930682886564	0.357687984726778	BGN	expr
EC venous systemic	0.10865584503101	0.0409110548991177	159.633755118099	0.0278591263355895	0.18945256372643	BGN	expr
Interstitial macrophages	0.0145123054617043	0.03345607718938	74.5900090832795	-0.0521416230584458	0.0811662339818544	BGN	expr
Lymphatic EC	0.385940525445128	0.0375877222481541	115.361519290119	0.311488962429212	0.460392088461044	BGN	expr
Mast cells	0.0498602873367933	0.036741753292637	106.032848573548	-0.0229835516037162	0.122704126277303	BGN	expr
Myofibroblasts	1.960364945738	0.0581722997416005	560.765156724233	1.84610271719485	2.07462717428115	BGN	expr
Non-classical monocytes	0.0295766869056307	0.0352399803420246	89.81921275171	-0.0404356047231453	0.0995889785344067	BGN	expr
Peribronchial fibroblasts	2.22978274594119	0.047010922000442	268.684136970382	2.13722611796816	2.32233937391422	BGN	expr
Subpleural fibroblasts	1.28489990819907	0.110247123020053	1909.29368911677	1.06868245174114	1.501117364657	BGN	expr
Transitional Club-AT2	-0.00102784696980637	0.0379547546163015	119.711762620057	-0.0761774625321974	0.0741217685925847	BGN	expr
Vascular smooth muscle	1.95275986960009	0.0416908008250663	170.123118461822	1.87046195918783	2.03505778001235	BGN	expr
