term	estimate	SE	df	t_ratio	p_value	outcome	converged	max_grad	panel	arm
null_smad_0014_z	-0.00807673152320824	0.0668388289093096	195.064173509693	-0.120838914370675	0.903943006951595	bm_minus_fibrillar_z	TRUE		null_smad_0014	smad
null_smad_0015_z	0.210236467308394	0.067162984063473	201.49323529595	3.13024309803907	0.00200602760637428	basement_membrane_score_z	TRUE		null_smad_0015	smad
null_smad_0015_z	0.229452718382158	0.0674397047943491	197.7531282548	3.40233871251145	0.000808554387139128	bm_minus_fibrillar_z	TRUE		null_smad_0015	smad
null_smad_0016_z	0.0483954395497254	0.0667691708135764	200.953137581331	0.724817141804089	0.469407327364922	basement_membrane_score_z	TRUE		null_smad_0016	smad
null_smad_0016_z	-0.12392187079076	0.0667837355501123	194.831351864541	-1.85556961990803	0.0650253927813126	bm_minus_fibrillar_z	TRUE		null_smad_0016	smad
null_smad_0017_z	-0.0248892236411505	0.0677752061869408	192.513334249063	-0.367231987055855	0.713849349399616	basement_membrane_score_z	TRUE		null_smad_0017	smad
null_smad_0017_z	-0.0254314888934313	0.0673961434752702	184.69711374251	-0.377343384681395	0.706351665703289	bm_minus_fibrillar_z	TRUE		null_smad_0017	smad
null_smad_0018_z	0.0155767602571777	0.0677113445825991	198.212962421595	0.230046535823492	0.818292845391344	basement_membrane_score_z	TRUE		null_smad_0018	smad
null_smad_0018_z	0.0190338941736004	0.0673381741759104	190.626070479285	0.282661275072254	0.777743189149657	bm_minus_fibrillar_z	TRUE		null_smad_0018	smad
null_smad_0019_z	0.110635386320115	0.0683834887875368	200.728645643435	1.61786694831924	0.107261566983874	basement_membrane_score_z	TRUE		null_smad_0019	smad
null_smad_0019_z	0.164959592728563	0.0683114224308929	195.320911565539	2.41481712513663	0.0166648154105128	bm_minus_fibrillar_z	TRUE		null_smad_0019	smad
null_smad_0020_z	-0.00155445529297385	0.0684828375176201	187.987155042686	-0.0226984650362057	0.981914875412201	basement_membrane_score_z	TRUE		null_smad_0020	smad
null_smad_0020_z	0.0586014821533293	0.0678702408041428	181.521361436592	0.863434127520471	0.389038237785991	bm_minus_fibrillar_z	TRUE		null_smad_0020	smad
null_smad_0021_z	0.0187248638466763	0.0682855021683892	205.277280802073	0.274214339092089	0.784195653512334	basement_membrane_score_z	TRUE		null_smad_0021	smad
null_smad_0021_z	0.130341790683772	0.0679312206763898	197.317186829881	1.91873176112488	0.0564614763277064	bm_minus_fibrillar_z	TRUE		null_smad_0021	smad
null_smad_0022_z	0.13743530693932	0.0677064711227556	201.607941324553	2.02986959237829	0.0436837352745033	basement_membrane_score_z	TRUE		null_smad_0022	smad
null_smad_0022_z	0.175270764975984	0.0676297803176291	199.334046011327	2.59162108989279	0.010259230537607	bm_minus_fibrillar_z	TRUE		null_smad_0022	smad
null_smad_0023_z	0.079747794869183	0.0662741782037484	185.382319340654	1.20330115032151	0.230394208277265	basement_membrane_score_z	TRUE		null_smad_0023	smad
null_smad_0023_z	-0.111524807610803	0.0662045008310524	183.538100134809	-1.68455023768555	0.0937750864187944	bm_minus_fibrillar_z	TRUE		null_smad_0023	smad
null_smad_0024_z	-0.0408560267844834	0.0672857700402502	207.716018753604	-0.607201593443063	0.544380309497813	basement_membrane_score_z	TRUE		null_smad_0024	smad
null_smad_0024_z	-0.046568084841037	0.0674685405952076	199.605414896024	-0.690219240407651	0.490858078755633	bm_minus_fibrillar_z	TRUE		null_smad_0024	smad
null_smad_0025_z	-0.00753348158581107	0.0664207035343848	185.739435868151	-0.113420683385432	0.909819540578814	basement_membrane_score_z	TRUE		null_smad_0025	smad
null_smad_0025_z	-0.0946061007234624	0.0659105356916896	181.54133344242	-1.43537144298147	0.152901945560269	bm_minus_fibrillar_z	TRUE		null_smad_0025	smad
null_smad_0026_z	0.0406378461426546	0.0663622350170085	182.981118783832	0.612364037049674	0.541057157011327	basement_membrane_score_z	TRUE		null_smad_0026	smad
null_smad_0026_z	-0.0721086991954219	0.0661622119787429	176.474963746608	-1.08987739434391	0.277253115340382	bm_minus_fibrillar_z	TRUE		null_smad_0026	smad
null_smad_0027_z	0.0975103435838064	0.0664905798767312	174.208669171168	1.46652869872069	0.14430711667772	basement_membrane_score_z	TRUE		null_smad_0027	smad
null_smad_0027_z	-0.0130596730549345	0.0662459053267664	179.830051941057	-0.197139324921533	0.843941147711957	bm_minus_fibrillar_z	TRUE		null_smad_0027	smad
null_smad_0028_z	0.0885795590720071	0.0662256800821636	185.075718044145	1.33754095030976	0.182687491755399	basement_membrane_score_z	TRUE		null_smad_0028	smad
null_smad_0028_z	-0.0828638462384439	0.0661729340331185	183.734913657013	-1.25223170846515	0.212077082215277	bm_minus_fibrillar_z	TRUE		null_smad_0028	smad
null_smad_0029_z	-0.0202458305010798	0.0675210655711378	195.007716605855	-0.299844653365986	0.764615020604931	basement_membrane_score_z	TRUE		null_smad_0029	smad
null_smad_0029_z	0.0360063670060544	0.0672296590234261	188.194206140001	0.535572655418468	0.592886283960643	bm_minus_fibrillar_z	TRUE		null_smad_0029	smad
null_smad_0030_z	0.183213860639524	0.0672917509251058	193.34437663977	2.72267934956006	0.00706772891561155	basement_membrane_score_z	TRUE		null_smad_0030	smad
null_smad_0030_z	0.107872952468939	0.0678724063324573	189.795786680668	1.58934916703186	0.113645960904124	bm_minus_fibrillar_z	TRUE		null_smad_0030	smad
null_smad_0031_z	0.116551796820376	0.0669938782954738	185.982069214477	1.7397380146635	0.083559345476203	basement_membrane_score_z	TRUE		null_smad_0031	smad
null_smad_0031_z	0.056805197747923	0.0666283991603881	188.823091612386	0.852567350615485	0.394979377107008	bm_minus_fibrillar_z	TRUE		null_smad_0031	smad
null_smad_0032_z	0.0192118882194651	0.067330354941897	190.010246853313	0.285337694061528	0.775696229182528	basement_membrane_score_z	TRUE		null_smad_0032	smad
null_smad_0032_z	-0.00108809521076954	0.0668529612075527	183.345560526722	-0.0162759463622176	0.987031944654966	bm_minus_fibrillar_z	TRUE		null_smad_0032	smad
null_smad_0033_z	0.0513228931814231	0.0681316775960904	200.300909215743	0.753289732357451	0.45216032471557	basement_membrane_score_z	TRUE		null_smad_0033	smad
null_smad_0033_z	0.118617293085301	0.0676193443629028	195.684278814654	1.7541917065729	0.0809630211361067	bm_minus_fibrillar_z	TRUE		null_smad_0033	smad
null_smad_0034_z	0.104663040352912	0.0679359452979972	202.30905276719	1.54061358672222	0.124973511209112	basement_membrane_score_z	TRUE		null_smad_0034	smad
null_smad_0034_z	0.209841552748797	0.0675174369472971	194.117155108003	3.10796087998121	0.00216674928155444	bm_minus_fibrillar_z	TRUE		null_smad_0034	smad
null_smad_0035_z	0.107649656123027	0.065950004878907	168.282051722653	1.63229185988213	0.104487838622696	basement_membrane_score_z	TRUE		null_smad_0035	smad
null_smad_0035_z	-0.0757033955718352	0.0660743573835443	173.409442160083	-1.14573033427169	0.253485411452303	bm_minus_fibrillar_z	TRUE		null_smad_0035	smad
null_smad_0036_z	0.00424148495480846	0.0670031547187962	207.742778271061	0.0633027649609849	0.949586280771313	basement_membrane_score_z	TRUE		null_smad_0036	smad
null_smad_0036_z	-0.138214749902625	0.066921071581651	202.741009190264	-2.06533975974948	0.0401627910637039	bm_minus_fibrillar_z	TRUE		null_smad_0036	smad
null_smad_0037_z	0.0982876796489149	0.0663130899153058	185.908821775801	1.48217614010215	0.139986501181854	basement_membrane_score_z	TRUE		null_smad_0037	smad
null_smad_0037_z	-0.044222324667864	0.0664797902201794	188.804448260909	-0.665199521860716	0.50673464235916	bm_minus_fibrillar_z	TRUE		null_smad_0037	smad
null_smad_0038_z	0.0526823595463639	0.066451004145335	186.502477569516	0.79280005206757	0.428901684098147	basement_membrane_score_z	TRUE		null_smad_0038	smad
null_smad_0038_z	-0.121298389023998	0.0664422691189602	182.017708990215	-1.8256208078448	0.069546205437891	bm_minus_fibrillar_z	TRUE		null_smad_0038	smad
null_smad_0039_z	-0.0981690252994745	0.0665354982003174	193.692849336326	-1.47543834426427	0.141718433948484	basement_membrane_score_z	TRUE		null_smad_0039	smad
null_smad_0039_z	-0.00955083211413532	0.0663429062885576	182.479244600078	-0.143961617728866	0.885689639636568	bm_minus_fibrillar_z	TRUE		null_smad_0039	smad
null_smad_0040_z	-0.0986159639778574	0.0662370213369916	189.378428548114	-1.48883452165116	0.138194325328621	basement_membrane_score_z	TRUE		null_smad_0040	smad
null_smad_0040_z	-0.0493355930752226	0.0660284101267999	178.595959121084	-0.747187354359727	0.455933058859487	bm_minus_fibrillar_z	TRUE		null_smad_0040	smad
null_smad_0041_z	0.0475175785835047	0.0670262619035754	187.60837151027	0.708939708615466	0.479241922477453	basement_membrane_score_z	TRUE		null_smad_0041	smad
null_smad_0041_z	-0.0528573135894467	0.0668207111643722	186.936629893737	-0.791031892184192	0.429927840987573	bm_minus_fibrillar_z	TRUE		null_smad_0041	smad
null_smad_0042_z	0.156203163099228	0.0673892973951802	184.945683471789	2.31792241701573	0.0215477492074804	basement_membrane_score_z	TRUE		null_smad_0042	smad
null_smad_0042_z	0.1558774268845	0.067408257272402	185.529330035516	2.31243816695316	0.0218510856643158	bm_minus_fibrillar_z	TRUE		null_smad_0042	smad
null_smad_0043_z	0.0303132886069886	0.0664606479047586	181.230065003059	0.456108833763237	0.648857809137005	basement_membrane_score_z	TRUE		null_smad_0043	smad
null_smad_0043_z	-0.12068210814745	0.0663464991753633	173.342607780267	-1.81896723485695	0.0706421361479661	bm_minus_fibrillar_z	TRUE		null_smad_0043	smad
null_smad_0044_z	0.176899205658026	0.0659042382245608	175.21202813097	2.68418557627907	0.00796821118805477	basement_membrane_score_z	TRUE		null_smad_0044	smad
null_smad_0044_z	0.00839656455347216	0.0664182955719125	181.246183915595	0.126419452368829	0.899540036386341	bm_minus_fibrillar_z	TRUE		null_smad_0044	smad
null_smad_0045_z	0.101686845259619	0.0682606787464906	196.531512945058	1.48968406302064	0.137910375668629	basement_membrane_score_z	TRUE		null_smad_0045	smad
null_smad_0045_z	0.20687070695641	0.0672162040651612	188.714008870875	3.07769100968368	0.00239676793166696	bm_minus_fibrillar_z	TRUE		null_smad_0045	smad
null_smad_0046_z	0.124063001471485	0.0683459896035541	195.725026032925	1.8152199154789	0.0710207433567357	basement_membrane_score_z	TRUE		null_smad_0046	smad
null_smad_0046_z	0.071224621525789	0.0684841616546876	192.672051860108	1.04001596580709	0.299635810496894	bm_minus_fibrillar_z	TRUE		null_smad_0046	smad
null_smad_0047_z	0.161924389728929	0.0682675837907364	200.383215048271	2.37190743743448	0.0186438072030929	basement_membrane_score_z	TRUE		null_smad_0047	smad
null_smad_0047_z	0.160940161929659	0.0683649857055274	197.56949327115	2.35413143539423	0.019547632767327	bm_minus_fibrillar_z	TRUE		null_smad_0047	smad
null_smad_0048_z	0.00913679854490583	0.0665946561892412	186.266550504461	0.137200175926157	0.891020760231161	basement_membrane_score_z	TRUE		null_smad_0048	smad
null_smad_0048_z	-0.0875442116175727	0.0662373486003961	181.816631713016	-1.32167445508302	0.18793717070698	bm_minus_fibrillar_z	TRUE		null_smad_0048	smad
null_smad_0049_z	0.0681910517432957	0.0670261609358686	184.428987989115	1.0173796438758	0.310305629659627	basement_membrane_score_z	TRUE		null_smad_0049	smad
null_smad_0049_z	0.00296185176308986	0.066622256241518	182.885345276351	0.0444573920215581	0.964588318232126	bm_minus_fibrillar_z	TRUE		null_smad_0049	smad
null_smad_0050_z	0.0120462436441832	0.0669544378331799	202.52576262909	0.179917030655935	0.857397592946353	basement_membrane_score_z	TRUE		null_smad_0050	smad
null_smad_0050_z	-0.168065012000609	0.0667554143156208	192.337529744893	-2.51762368226785	0.0126309336176454	bm_minus_fibrillar_z	TRUE		null_smad_0050	smad
null_smad_0051_z	0.0306504315208065	0.0672657303742271	190.878756124216	0.455661915068571	0.649151044101513	basement_membrane_score_z	TRUE		null_smad_0051	smad
null_smad_0051_z	-0.00502803264173926	0.0668835593292411	185.447581046418	-0.0751759130668907	0.940155781711972	bm_minus_fibrillar_z	TRUE		null_smad_0051	smad
null_smad_0052_z	0.0705210101503323	0.0684284958679408	205.193933335987	1.03057957442802	0.303951224889159	basement_membrane_score_z	TRUE		null_smad_0052	smad
null_smad_0052_z	0.142048751841072	0.067897963860256	196.302097908423	2.09209148205724	0.0377162175780107	bm_minus_fibrillar_z	TRUE		null_smad_0052	smad
null_smad_0053_z	0.00196746864155706	0.0666558625992095	194.918587176047	0.0295168131479615	0.976482609678867	basement_membrane_score_z	TRUE		null_smad_0053	smad
null_smad_0053_z	-0.150426946807514	0.0666356004832288	182.856960620473	-2.25745616032041	0.0251621163843125	bm_minus_fibrillar_z	TRUE		null_smad_0053	smad
null_smad_0054_z	0.000143535765340227	0.0664706380873286	184.251726490951	0.00215938600065267	0.998279396750857	basement_membrane_score_z	TRUE		null_smad_0054	smad
null_smad_0054_z	-0.0408871922031182	0.0660326390301028	177.549664158581	-0.619196700354178	0.536580483667104	bm_minus_fibrillar_z	TRUE		null_smad_0054	smad
null_smad_0055_z	-0.00651701108296469	0.0673556370750208	204.056595708637	-0.0967552437475431	0.923015729110153	basement_membrane_score_z	TRUE		null_smad_0055	smad
null_smad_0055_z	-0.0136512356694356	0.0673656921150499	199.155921830152	-0.202643738093292	0.839620371413929	bm_minus_fibrillar_z	TRUE		null_smad_0055	smad
null_smad_0056_z	0.0463273548516585	0.0673038305785522	181.957527037744	0.688331621743112	0.492120597473533	basement_membrane_score_z	TRUE		null_smad_0056	smad
null_smad_0056_z	-0.0569034360064045	0.0670655410199099	178.012130615317	-0.848475016245846	0.397312966950077	bm_minus_fibrillar_z	TRUE		null_smad_0056	smad
null_smad_0057_z	0.168671897955835	0.0694024641043244	197.724890505666	2.43034451489058	0.0159769648404967	basement_membrane_score_z	TRUE		null_smad_0057	smad
null_smad_0057_z	0.259232402366139	0.068070660872069	192.993167896503	3.80828390741404	0.000187939885004668	bm_minus_fibrillar_z	TRUE		null_smad_0057	smad
null_smad_0058_z	0.0712977030470266	0.0672642166999721	179.245389982175	1.05996481554295	0.290586812060793	basement_membrane_score_z	TRUE		null_smad_0058	smad
null_smad_0058_z	0.0350084427034934	0.0665857418871167	179.514552259721	0.525764851623091	0.599700468408032	bm_minus_fibrillar_z	TRUE		null_smad_0058	smad
null_smad_0059_z	-0.0230513027528529	0.0671845030394029	195.822987994317	-0.343104461743708	0.731887925071062	basement_membrane_score_z	TRUE		null_smad_0059	smad
null_smad_0059_z	-0.0703893775300034	0.0666757337889128	190.07758688247	-1.05569708093274	0.292446599039608	bm_minus_fibrillar_z	TRUE		null_smad_0059	smad
null_smad_0060_z	0.00909807409787619	0.0665669657043617	191.712518808255	0.136675511668696	0.891430707816177	basement_membrane_score_z	TRUE		null_smad_0060	smad
null_smad_0060_z	-0.124782411397448	0.0664291696075199	183.538135208881	-1.87842798780556	0.0619082897098247	bm_minus_fibrillar_z	TRUE		null_smad_0060	smad
null_smad_0061_z	0.022578790594285	0.0683157030598988	190.761261558528	0.330506597794771	0.741379919835634	basement_membrane_score_z	TRUE		null_smad_0061	smad
null_smad_0061_z	0.0439864905832635	0.0679220442554467	190.797287597169	0.64760257241133	0.518020498264636	bm_minus_fibrillar_z	TRUE		null_smad_0061	smad
null_smad_0062_z	-0.035173015303685	0.0668241377983502	190.922595190359	-0.526351950994471	0.599254612507394	basement_membrane_score_z	TRUE		null_smad_0062	smad
null_smad_0062_z	-0.0037463966876982	0.0663670992327178	184.762265803728	-0.0564496072754569	0.955044637785899	bm_minus_fibrillar_z	TRUE		null_smad_0062	smad
null_smad_0063_z	0.105525927805973	0.0687725184187751	190.003158695746	1.53442000136445	0.126589813618112	basement_membrane_score_z	TRUE		null_smad_0063	smad
null_smad_0063_z	0.0695488740239083	0.0686254129260806	189.522516105617	1.01345654704945	0.312134219822858	bm_minus_fibrillar_z	TRUE		null_smad_0063	smad
null_smad_0064_z	0.0158039432256606	0.0670199274381415	204.828902536167	0.235809614091979	0.813816020844205	basement_membrane_score_z	TRUE		null_smad_0064	smad
null_smad_0064_z	-0.124921226467482	0.0671566238200509	199.180683939336	-1.8601475083413	0.0643388952696734	bm_minus_fibrillar_z	TRUE		null_smad_0064	smad
null_smad_0065_z	0.140604047550005	0.0683571505310776	196.506839986742	2.05690328601514	0.0410165659928842	basement_membrane_score_z	TRUE		null_smad_0065	smad
null_smad_0065_z	0.222470102761795	0.0671041001706475	193.815315348525	3.31529820377663	0.0010927432866189	bm_minus_fibrillar_z	TRUE		null_smad_0065	smad
null_smad_0066_z	0.0905201863755354	0.0663229044167522	186.66775475074	1.36484050527605	0.173946036577704	basement_membrane_score_z	TRUE		null_smad_0066	smad
null_smad_0066_z	-0.0910234193471272	0.0665214931407248	187.542078370704	-1.36833097168413	0.172845528622346	bm_minus_fibrillar_z	TRUE		null_smad_0066	smad
null_smad_0067_z	0.0440747113866231	0.067796515049597	193.100478073381	0.650102905059057	0.516398420113776	basement_membrane_score_z	TRUE		null_smad_0067	smad
null_smad_0067_z	0.0359805246159413	0.0675507850073607	187.320145321826	0.532644063455675	0.594911272841393	bm_minus_fibrillar_z	TRUE		null_smad_0067	smad
null_smad_0068_z	-0.0707958850660205	0.0668911751085813	196.939200234961	-1.05837406729813	0.291181354450246	basement_membrane_score_z	TRUE		null_smad_0068	smad
null_smad_0068_z	-0.0786032256545715	0.0666755264625394	187.279517305559	-1.17889171371948	0.239936880497231	bm_minus_fibrillar_z	TRUE		null_smad_0068	smad
null_smad_0069_z	0.00785745683609119	0.0670776914158902	188.928863176211	0.117139643154592	0.906873827460916	basement_membrane_score_z	TRUE		null_smad_0069	smad
null_smad_0069_z	-0.00984792329691836	0.0666694316916268	185.4989961363	-0.147712723013285	0.882729923123156	bm_minus_fibrillar_z	TRUE		null_smad_0069	smad
null_smad_0070_z	0.0467839074376224	0.0688116534440849	190.687845045513	0.679883494961187	0.49740277418613	basement_membrane_score_z	TRUE		null_smad_0070	smad
null_smad_0070_z	0.107066601649955	0.0684501853832455	188.953857448846	1.56415356730592	0.119454732928311	bm_minus_fibrillar_z	TRUE		null_smad_0070	smad
null_smad_0071_z	0.0344032572212681	0.0677178284616391	205.218345859504	0.50803839997257	0.611972044723208	basement_membrane_score_z	TRUE		null_smad_0071	smad
null_smad_0071_z	-0.0268073424534806	0.0678845197463137	201.462166274466	-0.394896252542706	0.693337224348426	bm_minus_fibrillar_z	TRUE		null_smad_0071	smad
null_smad_0072_z	0.0407748043428998	0.067047651785403	194.926770539238	0.608146642829584	0.543798152976758	basement_membrane_score_z	TRUE		null_smad_0072	smad
null_smad_0072_z	6.35422187369307e-05	0.066830948922994	190.384340663445	0.000950790311389223	0.999242374716699	bm_minus_fibrillar_z	TRUE		null_smad_0072	smad
null_smad_0073_z	0.0451156085084895	0.0677979728311574	184.521485746764	0.665441850611734	0.506598857798961	basement_membrane_score_z	TRUE		null_smad_0073	smad
null_smad_0073_z	0.113401224874221	0.066824979779497	179.640962000675	1.69698854004015	0.091430714377799	bm_minus_fibrillar_z	TRUE		null_smad_0073	smad
null_smad_0074_z	0.0996599824032295	0.0667817262132779	184.73946587452	1.49232414395743	0.137319933012452	basement_membrane_score_z	TRUE		null_smad_0074	smad
null_smad_0074_z	0.0808957904585316	0.0666494477663964	186.966146975029	1.21375034857105	0.226374085732148	bm_minus_fibrillar_z	TRUE		null_smad_0074	smad
null_smad_0075_z	-0.0119316151528271	0.0668679738370129	196.132697762391	-0.178435422342986	0.858565205007758	basement_membrane_score_z	TRUE		null_smad_0075	smad
null_smad_0075_z	-0.00610000780133821	0.0665677677143446	189.108797208168	-0.0916360576715527	0.927084197730971	bm_minus_fibrillar_z	TRUE		null_smad_0075	smad
null_smad_0076_z	0.103957126755083	0.0674195138658203	192.226488869084	1.54194417601379	0.124731751878088	basement_membrane_score_z	TRUE		null_smad_0076	smad
null_smad_0076_z	0.148242110231889	0.0668082103205008	184.384902448405	2.21892054166281	0.0277121050752151	bm_minus_fibrillar_z	TRUE		null_smad_0076	smad
null_smad_0077_z	0.0230232220927021	0.0664234111790632	179.070259401415	0.346613064340169	0.729288988491505	basement_membrane_score_z	TRUE		null_smad_0077	smad
null_smad_0077_z	-0.127857495519349	0.0661722789860845	170.515157818156	-1.93219120571979	0.0549934088388214	bm_minus_fibrillar_z	TRUE		null_smad_0077	smad
null_smad_0078_z	0.0961256430164526	0.0668986742846106	176.80716884678	1.43688412430268	0.152518135639471	basement_membrane_score_z	TRUE		null_smad_0078	smad
null_smad_0078_z	0.078725398530464	0.0666699695775716	176.804412783561	1.18082247568548	0.23925931139103	bm_minus_fibrillar_z	TRUE		null_smad_0078	smad
null_smad_0079_z	-0.00762850644894627	0.0671197445127895	190.682880696067	-0.113655177091633	0.909630719898705	basement_membrane_score_z	TRUE		null_smad_0079	smad
null_smad_0079_z	-0.0161214264324354	0.0667210760762204	186.927215918103	-0.24162419703811	0.809336225775861	bm_minus_fibrillar_z	TRUE		null_smad_0079	smad
null_smad_0080_z	-0.0222367650813033	0.0666568464011792	187.49609182271	-0.333600616918923	0.739053737095058	basement_membrane_score_z	TRUE		null_smad_0080	smad
null_smad_0080_z	-0.0312517174746494	0.0661648960799814	181.459946116809	-0.472330787565536	0.63725824062336	bm_minus_fibrillar_z	TRUE		null_smad_0080	smad
null_smad_0081_z	-0.0060781304847375	0.0672521769373014	194.252024110602	-0.0903781968337484	0.92807980467551	basement_membrane_score_z	TRUE		null_smad_0081	smad
null_smad_0081_z	0.040115540136733	0.0668626058317398	188.709455414666	0.599969738506513	0.549246157055131	bm_minus_fibrillar_z	TRUE		null_smad_0081	smad
null_smad_0082_z	-0.0417958146197645	0.0672007862167177	200.243133998003	-0.621954250430583	0.53467944865655	basement_membrane_score_z	TRUE		null_smad_0082	smad
null_smad_0082_z	-0.0169819743911188	0.067065060110841	192.243636864663	-0.25321641944482	0.800371554688628	bm_minus_fibrillar_z	TRUE		null_smad_0082	smad
null_smad_0083_z	-0.0247590910718708	0.067169597475865	203.220636928777	-0.36860561924265	0.712805413348683	basement_membrane_score_z	TRUE		null_smad_0083	smad
null_smad_0083_z	-0.0418257327745442	0.0670526044058274	196.232572683772	-0.623774917397679	0.533499832989795	bm_minus_fibrillar_z	TRUE		null_smad_0083	smad
null_smad_0084_z	0.0434522563645842	0.0663134598311695	181.426915519543	0.65525545605992	0.513133264112772	basement_membrane_score_z	TRUE		null_smad_0084	smad
null_smad_0084_z	-0.0920052222378902	0.0657451146357512	178.18083561228	-1.39942294948649	0.163424694267487	bm_minus_fibrillar_z	TRUE		null_smad_0084	smad
null_smad_0085_z	-0.00419482197678195	0.0674916526968895	200.02991235303	-0.0621531968645254	0.950502893671649	basement_membrane_score_z	TRUE		null_smad_0085	smad
null_smad_0085_z	0.0413192614291367	0.0673199844047881	193.499473636574	0.613774079041496	0.540085504740388	bm_minus_fibrillar_z	TRUE		null_smad_0085	smad
null_smad_0086_z	0.0675846968115594	0.067561980516977	197.658542829678	1.00033622896204	0.318370866607142	basement_membrane_score_z	TRUE		null_smad_0086	smad
null_smad_0086_z	0.163032364493321	0.0675413255872794	185.483806561074	2.4138164757019	0.0167587331699923	bm_minus_fibrillar_z	TRUE		null_smad_0086	smad
null_smad_0087_z	-0.0741866223278749	0.0680196202945846	204.738911783173	-1.09066504644663	0.276702215284495	basement_membrane_score_z	TRUE		null_smad_0087	smad
