donor_id	ccc_group	role	study	n_cells	COL1A1	COL1A2	COL1A1_detect	COL1A2_detect	stoich	stoich_detect
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc5103	DC2	Other	Schiller_2020	63	1.06299713346625	0.168086154115575	0.0793650793650794	0.0158730158730159	0.894910979350672	0.0634920634920635
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D032	Alveolar macrophages	Ambient reference	Sun_2020	300	0	0.0158953860491234	0	0.00666666666666667	-0.0158953860491234	-0.00666666666666667
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A37	Non-classical monocytes	Other	Meyer_2021	233	0	0.0107115385139097	0	0.00429184549356223	-0.0107115385139097	-0.00429184549356223
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747439C	Alveolar macrophages	Ambient reference	Kaminski_2020	300	0.00665400678622279	0	0.00333333333333333	0	0.00665400678622279	0.00333333333333333
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_48374716E0F2ng	Pericytes	Pericytes	Eils_2020	12	0	1.78555150259448	0	0.583333333333333	-1.78555150259448	-0.583333333333333
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD84	Interstitial macrophages	Ambient reference	Banovich_Kropski_2020	300	0.0517812199123529	0	0.00333333333333333	0	0.0517812199123529	0.00333333333333333
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Donor_03	Alveolar macrophages	Ambient reference	Misharin_Budinger_2018	300	0	0.0166996480692083	0	0.00333333333333333	-0.0166996480692083	-0.00333333333333333
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747DD046Q	Mast cells	Other	Tata_unpubl	151	0.0558804792123182	0.20458277268125	0.0198675496688742	0.0529801324503311	-0.148702293468932	-0.033112582781457
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A32	AT1	Other	Meyer_2021	55	0.241468262002131	0	0.0181818181818182	0	0.241468262002131	0.0181818181818182
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747NML1	Alveolar macrophages	Ambient reference	Sheppard_2020	300	0.0710960011176295	0.0451443823869283	0.0166666666666667	0.0166666666666667	0.0259516187307012	0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Donor_02	AT2_AGTR2det	Other	Misharin_Budinger_2018	45	0.329324340502085	0	0.111111111111111	0	0.329324340502085	0.111111111111111
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_4837479JQK55ng	Alveolar macrophages	Ambient reference	Eils_2020	300	0.0109636721920623	0	0.00333333333333333	0	0.0109636721920623	0.00333333333333333
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lafy_donor_6	Adventitial fibroblasts	Fibroblasts	Lafyatis_Rojas_2019	174	1.68266295637021	1.92823643672355	0.436781609195402	0.597701149425287	-0.245573480353335	-0.160919540229885
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD92	AT1	Other	Banovich_Kropski_2020	300	0.0523080794736378	0	0.01	0	0.0523080794736378	0.01
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lafy_donor_2	AT2_AGTR2undet	Other	Lafyatis_Rojas_2019	204	0.0412936541749938	0	0.0245098039215686	0	0.0412936541749938	0.0245098039215686
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A43	Mast cells	Other	Meyer_2021	300	0.195103585316524	0.285537277914481	0.01	0.0166666666666667	-0.090433692597957	-0.00666666666666667
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747DD046Q	Classical monocytes	Other	Tata_unpubl	300	0.059836326756877	0.156742727233751	0.02	0.0533333333333333	-0.0969064004768739	-0.0333333333333333
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A44	EC general capillary	Ambient reference	Meyer_2021	300	0.128212345303851	0.0721539313640425	0.01	0.0166666666666667	0.0560584139398086	-0.00666666666666667
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc9833	Alveolar fibroblasts	Fibroblasts	Schiller_2020	32	1.36166940198314	3.1228862328591	0.15625	0.78125	-1.76121683087596	-0.625
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747NML2	AT2_AGTR2det	Other	Sheppard_2020	44	0.263569844608061	0.129948947118572	0.0681818181818182	0.0227272727272727	0.133620897489488	0.0454545454545454
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD104	EC aerocyte capillary	Ambient reference	Banovich_Kropski_2020	300	0	0.080013592306404	0	0.00666666666666667	-0.080013592306404	-0.00666666666666667
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Patient_6	Alveolar fibroblasts	Fibroblasts	Schiller_2021	36	1.85773165983635	2.58826420063946	0.583333333333333	0.972222222222222	-0.730532540803114	-0.388888888888889
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lafy_donor_6	EC general capillary	Ambient reference	Lafyatis_Rojas_2019	273	0.222679333259629	0.318176270263786	0.010989010989011	0.021978021978022	-0.0954969370041573	-0.010989010989011
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D122	Interstitial macrophages	Ambient reference	Sun_2020	300	0.0569183013914463	0.179797744562727	0.00333333333333333	0.0233333333333333	-0.12287944317128	-0.02
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D150	AT1	Other	Sun_2020	300	1.21820404931569	1.32010012399858	0.466666666666667	0.566666666666667	-0.101896074682889	-0.1
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D062	Pericytes	Pericytes	Sun_2020	114	1.35286643400948	2.18313268484104	0.456140350877193	0.87719298245614	-0.830266250831556	-0.421052631578947
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Donor_05	Transitional Club-AT2	Other	Misharin_Budinger_2018	70	0.0973245862686284	0	0.0857142857142857	0	0.0973245862686284	0.0857142857142857
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_4837479JQK55ng	AT1	Other	Eils_2020	300	0.0504028297489492	0.025042080134543	0.01	0.00666666666666667	0.0253607496144062	0.00333333333333333
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D239	AT2_AGTR2undet	Other	Duong_lungMAP_unpubl	296	0.14899686503323	0.184383096335644	0.0506756756756757	0.0337837837837838	-0.0353862313024134	0.0168918918918919
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747donor 2	Pericytes	Pericytes	Krasnow_2020	300	0.0925770409570133	1.76655539198575	0.0133333333333333	0.573333333333333	-1.67397835102874	-0.56
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD103	Alveolar macrophages	Ambient reference	Banovich_Kropski_2020	300	0.0340136253334471	0.0504448725410776	0.00666666666666667	0.01	-0.0164312472076305	-0.00333333333333333
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A43	EC venous systemic	Ambient reference	Meyer_2021	300	0	0.0622555768584901	0	0.0166666666666667	-0.0622555768584901	-0.0166666666666667
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Donor_03	Transitional Club-AT2	Other	Misharin_Budinger_2018	162	0.0525720610204176	0	0.0185185185185185	0	0.0525720610204176	0.0185185185185185
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747NML3	Interstitial macrophages	Ambient reference	Sheppard_2020	300	0	0.0250471754584463	0	0.00333333333333333	-0.0250471754584463	-0.00333333333333333
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D139	AT1	Other	Sun_2020	300	0.0755001361022756	0.0515940753006019	0.0133333333333333	0.01	0.0239060608016738	0.00333333333333333
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD106	Adventitial fibroblasts	Fibroblasts	Banovich_Kropski_2020	202	1.74753174250077	2.42384740089627	0.316831683168317	0.618811881188119	-0.676315658395505	-0.301980198019802
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD107	Alveolar macrophages	Ambient reference	Banovich_Kropski_2020	5	1.51983562422487	1.51983562422487	0.2	0.2	0	0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD98	Alveolar macrophages	Ambient reference	Banovich_Kropski_2020	236	0.00416543111109383	0.00463101040049556	0.00423728813559322	0.00423728813559322	-0.000465579289401721	0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD70	Alveolar macrophages	Ambient reference	Banovich_Kropski_2020	300	0.0123468277710819	0.00905677089902181	0.01	0.00333333333333333	0.00329005687206004	0.00666666666666667
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD67	Non-classical monocytes	Other	Banovich_Kropski_2020	300	0.00930971451422449	0.0148559364783091	0.00333333333333333	0.00333333333333333	-0.00554622196408456	0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_48374716E0F2ng	Alveolar macrophages	Ambient reference	Eils_2020	186	0.132209420707733	0.0989223986333345	0.021505376344086	0.0161290322580645	0.033287022074398	0.00537634408602151
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D062	AT1	Other	Sun_2020	300	0.609533421297699	0.57318628012277	0.19	0.173333333333333	0.036347141174929	0.0166666666666667
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747THD0005	Interstitial macrophages	Ambient reference	Banovich_Kropski_2020	191	0	0.011344729638376	0	0.00523560209424084	-0.011344729638376	-0.00523560209424084
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc5103	Non-classical monocytes	Other	Schiller_2020	58	0.427421024148607	0.569494330020775	0.0344827586206897	0.0344827586206897	-0.142073305872167	0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747donor 2	Alveolar macrophages	Ambient reference	Krasnow_2020	300	0.00875468998105109	0.00351046144546163	0.00666666666666667	0.00333333333333333	0.00524422853558946	0.00333333333333333
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747donor 1	Subpleural fibroblasts	Fibroblasts	Krasnow_2020	34	2.76981936883437	2.73135162188403	1	1	0.0384677469503374	0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747NU_CZI01	DC2	Other	Misharin_2021	300	0	0.0101388880077398	0	0.00666666666666667	-0.0101388880077398	-0.00666666666666667
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A26	AT2_AGTR2det	Other	Meyer_2021	20	0.16324470189462	0	0.05	0	0.16324470189462	0.05
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747390C	EC venous systemic	Ambient reference	Meyer_2019	108	0.0225145143139866	0.0190641950452261	0.0277777777777778	0.0185185185185185	0.00345031926876048	0.00925925925925926
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747356C	AT1	Other	Meyer_2019	87	0.0732518063693522	0	0.0114942528735632	0	0.0732518063693522	0.0114942528735632
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747THD0005	Mast cells	Other	Banovich_Kropski_2020	300	0.0532275631791515	0	0.00333333333333333	0	0.0532275631791515	0.00333333333333333
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A44	Classical monocytes	Other	Meyer_2021	297	0.112831648173498	0.0722080322072007	0.00673400673400673	0.00336700336700337	0.0406236159662973	0.00336700336700337
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A37	Interstitial macrophages	Ambient reference	Meyer_2021	300	0.0363463715152154	0.0128362364392059	0.01	0.00666666666666667	0.0235101350760095	0.00333333333333333
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747390C	Classical monocytes	Other	Meyer_2019	300	0.184827361232973	0.360912010761023	0.0533333333333333	0.113333333333333	-0.176084649528049	-0.06
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747HC3	Alveolar macrophages	Ambient reference	Zhang_2021	300	0.00919912702982405	0	0.00666666666666667	0	0.00919912702982405	0.00666666666666667
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747222C	Alveolar fibroblasts	Fibroblasts	Kaminski_2020	38	0.741739362421442	1.89389869294124	0.157894736842105	0.578947368421053	-1.1521593305198	-0.421052631578947
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747084C	Alveolar macrophages	Ambient reference	Kaminski_2020	166	0	0.0451010094691619	0	0.00602409638554217	-0.0451010094691619	-0.00602409638554217
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747NML1	Alveolar fibroblasts	Fibroblasts	Sheppard_2020	300	0.855724714547814	1.55598383482394	0.163333333333333	0.41	-0.700259120276127	-0.246666666666667
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lafy_donor_3	AT2_AGTR2undet	Other	Lafyatis_Rojas_2019	178	0.173618058487653	0.0570676546921954	0.0786516853932584	0.0112359550561798	0.116550403795458	0.0674157303370786
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Donor_05	Interstitial macrophages	Ambient reference	Misharin_Budinger_2018	161	0.0305419491693257	0.0565264370353661	0.0062111801242236	0.0124223602484472	-0.0259844878660404	-0.0062111801242236
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747298C	Adventitial fibroblasts	Fibroblasts	Teichmann_Meyer_2019	124	1.89732116906612	2.20434318128209	0.838709677419355	0.975806451612903	-0.307022012215966	-0.137096774193548
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A26	Mast cells	Other	Meyer_2021	300	0.0479040883274334	0.256420808087845	0.00666666666666667	0.0133333333333333	-0.208516719760412	-0.00666666666666667
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A26	Alveolar fibroblasts	Fibroblasts	Meyer_2021	300	1.22692193457059	2.10536515136836	0.273333333333333	0.613333333333333	-0.878443216797773	-0.34
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lafy_donor_6	Lymphatic EC	Other	Lafyatis_Rojas_2019	239	0	0.090559274450274	0	0.00836820083682008	-0.090559274450274	-0.00836820083682008
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD103	AT2_AGTR2undet	Other	Banovich_Kropski_2020	283	0.0381021180915994	0.109170172925395	0.00706713780918728	0.0176678445229682	-0.0710680548337951	-0.0106007067137809
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D062	Interstitial macrophages	Ambient reference	Sun_2020	300	0.611005072120189	0.554617892059652	0.183333333333333	0.183333333333333	0.0563871800605376	0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747137C	Classical monocytes	Other	Kaminski_2020	217	0	0.0106983204340878	0	0.00460829493087558	-0.0106983204340878	-0.00460829493087558
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD67	EC general capillary	Ambient reference	Banovich_Kropski_2020	224	0.0212006183310846	0.0323349779825164	0.00446428571428571	0.00446428571428571	-0.0111343596514319	0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Donor_08	Alveolar macrophages	Ambient reference	Misharin_Budinger_2018	300	0.0142769182002898	0	0.00333333333333333	0	0.0142769182002898	0.00333333333333333
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747390C	DC2	Other	Meyer_2019	219	0.106932311960946	0.188646727924099	0.0365296803652968	0.0547945205479452	-0.0817144159631528	-0.0182648401826484
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747368C	Mast cells	Other	Meyer_2019	98	0.738815206060177	0.710070033734983	0.0918367346938776	0.0612244897959184	0.0287451723251939	0.0306122448979592
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747GRO-10	Non-classical monocytes	Other	Nawijn_2021	32	0.190044042758584	0	0.03125	0	0.190044042758584	0.03125
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD101	AT2_AGTR2det	Other	Banovich_Kropski_2020	71	0.15966974585302	0	0.112676056338028	0	0.15966974585302	0.112676056338028
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD104	Classical monocytes	Other	Banovich_Kropski_2020	93	0	0.0940327943130263	0	0.010752688172043	-0.0940327943130263	-0.010752688172043
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747356C	Adventitial fibroblasts	Fibroblasts	Meyer_2019	199	2.41200948647459	2.53708364402418	0.969849246231156	0.979899497487437	-0.12507415754959	-0.0100502512562815
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747484C	Alveolar macrophages	Ambient reference	Kaminski_2020	202	0	0.0180524522692578	0	0.0099009900990099	-0.0180524522692578	-0.0099009900990099
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD103	Alveolar fibroblasts	Fibroblasts	Banovich_Kropski_2020	81	1.7000267281381	2.59747097953568	0.296296296296296	0.703703703703704	-0.897444251397573	-0.407407407407407
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD98	AT2_AGTR2undet	Other	Banovich_Kropski_2020	276	0.216041211245256	0	0.0833333333333333	0	0.216041211245256	0.0833333333333333
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A9LCTZng	Alveolar fibroblasts	Fibroblasts	Eils_2020	128	1.47972944696277	1.80108768484676	0.53125	0.6796875	-0.321358237883991	-0.1484375
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747donor 1	EC general capillary	Ambient reference	Krasnow_2020	300	0.0141791999290518	0.0224536408960405	0.00333333333333333	0.00333333333333333	-0.00827444096698864	0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lafy_donor_6	EC venous pulmonary	Ambient reference	Lafyatis_Rojas_2019	259	0.151152728289399	0.0250154047939265	0.00386100386100386	0.00386100386100386	0.126137323495473	0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747THD0019	Interstitial macrophages	Ambient reference	Banovich_Kropski_2020	300	0.00781841311949503	0	0.00333333333333333	0	0.00781841311949503	0.00333333333333333
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D122	Vascular smooth muscle	Other	Sun_2020	7	0.626121583674305	1.95342483265308	0.142857142857143	0.428571428571429	-1.32730324897877	-0.285714285714286
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747DD046Q	EC aerocyte capillary	Ambient reference	Tata_unpubl	226	0.146535664776242	0.283431869590093	0.0309734513274336	0.0619469026548673	-0.136896204813852	-0.0309734513274336
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc3843	Alveolar macrophages	Ambient reference	Schiller_2020	300	0.0258293833403252	0.107010510840704	0.00333333333333333	0.01	-0.0811811275003792	-0.00666666666666667
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Donor_06	AT1	Other	Misharin_Budinger_2018	286	0.00989448388086917	0	0.0034965034965035	0	0.00989448388086917	0.0034965034965035
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747DD046Q	Interstitial macrophages	Ambient reference	Tata_unpubl	66	0.0985931243605115	0.214547193014294	0.0606060606060606	0.151515151515152	-0.115954068653782	-0.0909090909090909
