term	estimate	SE	df	t_ratio	p_value	outcome	converged	panel	lens
nulldet_0011_z	0.224373513859036	0.0728845058154023	210.522336508959	3.07848027984598	0.00235751280963776	bm_minus_fibrillar_z	TRUE	nulldet_0011	detect
nullexpr_0012_z	0.103954863225646	0.072709819012036	210.42367772519	1.42972248642838	0.154279706221828	basement_membrane_score_z	TRUE	nullexpr_0012	expr
nullexpr_0012_z	0.105561255625649	0.0699998872427252	201.593371451837	1.50802036665594	0.133114857148716	fibrillar_collagen_score_z	TRUE	nullexpr_0012	expr
nullexpr_0012_z	0.0254043082774253	0.0735314160112253	207.408493888855	0.345489175314496	0.730076793631786	bm_minus_fibrillar_z	TRUE	nullexpr_0012	expr
nulldet_0012_z	0.118498498845046	0.0786395055134285	210.586933900377	1.50685712062127	0.133345890491875	basement_membrane_score_z	TRUE	nulldet_0012	detect
nulldet_0012_z	0.136419054448481	0.0763675116122344	207.504653851093	1.78634934631844	0.0755027266045136	fibrillar_collagen_score_z	TRUE	nulldet_0012	detect
nulldet_0012_z	0.0180915098726879	0.0799143067808631	210.361216194611	0.226386370619438	0.821120750171557	bm_minus_fibrillar_z	TRUE	nulldet_0012	detect
nullexpr_0013_z	0.00489941264528929	0.0783567105053267	210.378227357553	0.062527033277593	0.950202499879093	basement_membrane_score_z	TRUE	nullexpr_0013	expr
nullexpr_0013_z	0.0794111860409474	0.0753202751069041	197.963947600112	1.05431354211382	0.293024462949674	fibrillar_collagen_score_z	TRUE	nullexpr_0013	expr
nullexpr_0013_z	-0.0651111104611275	0.078632231348273	204.510582042851	-0.828046074042353	0.408609656007887	bm_minus_fibrillar_z	TRUE	nullexpr_0013	expr
nulldet_0013_z	0.0612585178232985	0.0849890122362657	207.936512513605	0.720781618840357	0.47185343261449	basement_membrane_score_z	TRUE	nulldet_0013	detect
nulldet_0013_z	0.112472418479087	0.0829039410196003	209.188172507027	1.35665949164584	0.176351681858527	fibrillar_collagen_score_z	TRUE	nulldet_0013	detect
nulldet_0013_z	-0.0529190929990139	0.0861263146263806	210.894571166623	-0.614435822879211	0.539589670174814	bm_minus_fibrillar_z	TRUE	nulldet_0013	detect
nullexpr_0014_z	0.0458850371914735	0.0716739029843103	190.189385833021	0.640191691549405	0.522818480515452	basement_membrane_score_z	TRUE	nullexpr_0014	expr
nullexpr_0014_z	0.0997447759354363	0.0672519776436484	181.949501884091	1.48315007870786	0.139764613397341	fibrillar_collagen_score_z	TRUE	nullexpr_0014	expr
nullexpr_0014_z	-0.0275112410863987	0.071204546552648	187.062601163635	-0.386369163464262	0.699662397479517	bm_minus_fibrillar_z	TRUE	nullexpr_0014	expr
nulldet_0014_z	0.0775802478611691	0.0785428972517254	201.587697637526	0.987743648066979	0.324462277356647	basement_membrane_score_z	TRUE	nulldet_0014	detect
nulldet_0014_z	0.122833418009874	0.0746927214804735	193.792798535839	1.64451656835112	0.101690705661323	fibrillar_collagen_score_z	TRUE	nulldet_0014	detect
nulldet_0014_z	-0.0301379009722829	0.0785455834608609	197.765115802139	-0.383699498359453	0.701613367191147	bm_minus_fibrillar_z	TRUE	nulldet_0014	detect
nullexpr_0015_z	0.120828497143223	0.0708241559446422	210.312564578053	1.7060351165733	0.0894777690915905	basement_membrane_score_z	TRUE	nullexpr_0015	expr
nullexpr_0015_z	0.0364256654368896	0.0687712439799319	199.656733768728	0.529664192893166	0.596933248702363	fibrillar_collagen_score_z	TRUE	nullexpr_0015	expr
nullexpr_0015_z	0.126560897512863	0.0711621149788228	205.291924974076	1.77848701588656	0.0768038552424776	bm_minus_fibrillar_z	TRUE	nullexpr_0015	expr
nulldet_0015_z	0.146276763695515	0.0778396203201077	209.830392897234	1.879207055404	0.0616024434914415	basement_membrane_score_z	TRUE	nulldet_0015	detect
nulldet_0015_z	0.0620579558135032	0.0764302074524568	207.79639883853	0.811955872972164	0.41774610474431	fibrillar_collagen_score_z	TRUE	nulldet_0015	detect
nulldet_0015_z	0.12907663580175	0.0788425662793631	210.286257669624	1.63714401868138	0.103095971866323	bm_minus_fibrillar_z	TRUE	nulldet_0015	detect
nullexpr_0016_z	0.167866494320135	0.0691460413149684	210.741032994611	2.42770939778727	0.0160342035821351	basement_membrane_score_z	TRUE	nullexpr_0016	expr
nullexpr_0016_z	-0.0994961673535592	0.0682738269321075	209.07207960638	-1.45731053647395	0.14653101431349	fibrillar_collagen_score_z	TRUE	nullexpr_0016	expr
nullexpr_0016_z	0.316200095030904	0.0675889010433443	210.942875281485	4.67828430629648	5.16546259492949e-06	bm_minus_fibrillar_z	TRUE	nullexpr_0016	expr
nulldet_0016_z	0.204295060104303	0.0730927797112722	208.409817210431	2.79501013521855	0.00567438528525766	basement_membrane_score_z	TRUE	nulldet_0016	detect
nulldet_0016_z	-0.0630091304118683	0.0728496942153037	210.253048085628	-0.864919627879946	0.388068655801854	fibrillar_collagen_score_z	TRUE	nulldet_0016	detect
nulldet_0016_z	0.318395591222449	0.0722098172002019	210.221468158978	4.40931169150721	1.65418653994861e-05	bm_minus_fibrillar_z	TRUE	nulldet_0016	detect
nullexpr_0017_z	0.240018245212254	0.0698512426329499	210.428147747228	3.4361342213121	0.000710901102287172	basement_membrane_score_z	TRUE	nullexpr_0017	expr
nullexpr_0017_z	0.0650553576654374	0.069683348530074	203.499309923463	0.93358541226475	0.351624186744364	fibrillar_collagen_score_z	TRUE	nullexpr_0017	expr
nullexpr_0017_z	0.20425149198578	0.0704729167810806	204.515095627076	2.89829769101616	0.00416104179515641	bm_minus_fibrillar_z	TRUE	nullexpr_0017	expr
nulldet_0017_z	0.268016204397799	0.0757273025966035	209.31299685902	3.53922819389872	0.000494376878443372	basement_membrane_score_z	TRUE	nulldet_0017	detect
nulldet_0017_z	0.102004995416503	0.0758658887431309	207.236002344938	1.34454360327703	0.180242478127729	fibrillar_collagen_score_z	TRUE	nulldet_0017	detect
nulldet_0017_z	0.21493663157567	0.0769776141522822	207.545190564413	2.79219658783485	0.00572420811089462	bm_minus_fibrillar_z	TRUE	nulldet_0017	detect
nullexpr_0018_z	0.308525090216369	0.0644605676118336	193.956348910299	4.78626083583741	3.36183224156581e-06	basement_membrane_score_z	TRUE	nullexpr_0018	expr
nullexpr_0018_z	0.162561915906568	0.0642443778533595	184.856083021362	2.53036796897034	0.0122286036263907	fibrillar_collagen_score_z	TRUE	nullexpr_0018	expr
nullexpr_0018_z	0.118914846473932	0.0672169215930237	190.511634330412	1.76912068651287	0.0784737350683872	bm_minus_fibrillar_z	TRUE	nullexpr_0018	expr
nulldet_0018_z	0.334890959222868	0.0713927986401148	206.83677632961	4.69082268242524	4.94041787166554e-06	basement_membrane_score_z	TRUE	nulldet_0018	detect
nulldet_0018_z	0.194078629057835	0.0714179734855323	199.762029855546	2.71750400614702	0.00715544930140626	fibrillar_collagen_score_z	TRUE	nulldet_0018	detect
nulldet_0018_z	0.121340697238655	0.0746122236146692	203.65509059809	1.62628442579747	0.105435498935334	bm_minus_fibrillar_z	TRUE	nulldet_0018	detect
nullexpr_0019_z	-0.0101975689660833	0.0728720321025302	194.464364638531	-0.139938034824326	0.888853780356788	basement_membrane_score_z	TRUE	nullexpr_0019	expr
nullexpr_0019_z	-0.102227318713321	0.0681631313801655	184.51031518702	-1.49974504755613	0.135389573573878	fibrillar_collagen_score_z	TRUE	nullexpr_0019	expr
nullexpr_0019_z	0.0508401667838842	0.0724934005349686	190.368612881148	0.701307517769986	0.483967527366119	bm_minus_fibrillar_z	TRUE	nullexpr_0019	expr
nulldet_0019_z	0.0429436131473345	0.0772419914377895	201.591786713656	0.555962014287542	0.57885334863826	basement_membrane_score_z	TRUE	nulldet_0019	detect
nulldet_0019_z	-0.0712233218730379	0.0730817531419987	190.484649348101	-0.974570516044547	0.331009337710111	fibrillar_collagen_score_z	TRUE	nulldet_0019	detect
nulldet_0019_z	0.0609241877015445	0.0769993625528557	195.915747859643	0.791229767125974	0.429766762213508	bm_minus_fibrillar_z	TRUE	nulldet_0019	detect
nullexpr_0020_z	0.0510819068390003	0.0770056564383728	210.708022464148	0.663352657474986	0.507829801555143	basement_membrane_score_z	TRUE	nullexpr_0020	expr
nullexpr_0020_z	0.141252633738354	0.0749638050453605	208.332594208733	1.88427780117194	0.0609199752693618	fibrillar_collagen_score_z	TRUE	nullexpr_0020	expr
nullexpr_0020_z	-0.0785874735561573	0.0777320929815327	210.089980151142	-1.01100421385576	0.313177367759249	bm_minus_fibrillar_z	TRUE	nullexpr_0020	expr
nulldet_0020_z	0.0707354523996019	0.0831901801275984	207.510095403948	0.850286082937996	0.396146060316253	basement_membrane_score_z	TRUE	nulldet_0020	detect
nulldet_0020_z	0.157572777365537	0.0812473403484305	210.916780940997	1.93942074521804	0.0537839210463363	fibrillar_collagen_score_z	TRUE	nulldet_0020	detect
nulldet_0020_z	-0.071276391787179	0.0843380999602364	210.956811721831	-0.845126838531864	0.398997507909425	bm_minus_fibrillar_z	TRUE	nulldet_0020	detect
nullexpr_0021_z	0.181104555689199	0.0693678873594054	200.86082092712	2.61078378747315	0.00971472971864853	basement_membrane_score_z	TRUE	nullexpr_0021	expr
nullexpr_0021_z	0.00642377228111728	0.0675086227379221	192.721893798923	0.0951548412719847	0.924290703713592	fibrillar_collagen_score_z	TRUE	nullexpr_0021	expr
nullexpr_0021_z	0.153213377246451	0.0692534140453498	198.52840894778	2.21235847154222	0.0280819185317656	bm_minus_fibrillar_z	TRUE	nullexpr_0021	expr
nulldet_0021_z	0.200047238910615	0.0756219402443072	209.043421188905	2.64535977606941	0.00878044652881337	basement_membrane_score_z	TRUE	nulldet_0021	detect
nulldet_0021_z	0.0401483422378746	0.0742167377372883	201.481043572911	0.540960751737584	0.589132214094705	fibrillar_collagen_score_z	TRUE	nulldet_0021	detect
nulldet_0021_z	0.150926178478692	0.0762730583966914	205.550501749224	1.97876133003261	0.0491781407383082	bm_minus_fibrillar_z	TRUE	nulldet_0021	detect
nullexpr_0022_z	0.025316563479838	0.0715878208492401	204.59602178604	0.353643443528659	0.723970256762807	basement_membrane_score_z	TRUE	nullexpr_0022	expr
nullexpr_0022_z	-0.125911959897292	0.06960812026117	209.950302712919	-1.80886884209586	0.0719019368251505	fibrillar_collagen_score_z	TRUE	nullexpr_0022	expr
nullexpr_0022_z	0.0422399193874981	0.0726415222393893	210.935007920468	0.581484502049626	0.561534825671166	bm_minus_fibrillar_z	TRUE	nullexpr_0022	expr
nulldet_0022_z	0.045369333747353	0.0761008109900855	208.434557192289	0.596174116373922	0.551705795506091	basement_membrane_score_z	TRUE	nulldet_0022	detect
nulldet_0022_z	-0.11024563027368	0.0738819487509305	209.62480451913	-1.49218628010663	0.13715374186121	fibrillar_collagen_score_z	TRUE	nulldet_0022	detect
nulldet_0022_z	0.0499885114521134	0.0770346909694809	210.927422450128	0.648909093072335	0.517103035833409	bm_minus_fibrillar_z	TRUE	nulldet_0022	detect
nullexpr_0023_z	0.00695908399255942	0.0789825904545367	201.495757253122	0.0881090877433952	0.929877478933066	basement_membrane_score_z	TRUE	nullexpr_0023	expr
nullexpr_0023_z	0.105859076695196	0.0752278553667814	189.143379046776	1.40717924469691	0.161015374943328	fibrillar_collagen_score_z	TRUE	nullexpr_0023	expr
nullexpr_0023_z	-0.14274284971841	0.0780886334284398	195.30222240888	-1.82795937707399	0.0690813820749212	bm_minus_fibrillar_z	TRUE	nullexpr_0023	expr
nulldet_0023_z	0.0785760737075797	0.0832994313552059	204.765306444633	0.943296639955621	0.346640825457965	basement_membrane_score_z	TRUE	nulldet_0023	detect
nulldet_0023_z	0.1517033944074	0.0797319715504256	193.400765806886	1.90266704130672	0.0585696628797214	fibrillar_collagen_score_z	TRUE	nulldet_0023	detect
nulldet_0023_z	-0.125134739679618	0.0830394865123968	198.916213290649	-1.50693055719867	0.133414911753275	bm_minus_fibrillar_z	TRUE	nulldet_0023	detect
nullexpr_0024_z	-0.209709417706522	0.0751211851785089	199.597991058409	-2.7916148714666	0.00575404666249635	basement_membrane_score_z	TRUE	nullexpr_0024	expr
nullexpr_0024_z	0.028833095851319	0.0732577038155737	186.056248820327	0.393584488041099	0.69433849705703	fibrillar_collagen_score_z	TRUE	nullexpr_0024	expr
nullexpr_0024_z	-0.29526605117093	0.0735639136115062	193.739140374178	-4.01373495067488	8.5364754140147e-05	bm_minus_fibrillar_z	TRUE	nullexpr_0024	expr
nulldet_0024_z	-0.135780300776822	0.0817436725620229	207.799755137982	-1.66104967542043	0.0982114785053608	basement_membrane_score_z	TRUE	nulldet_0024	detect
nulldet_0024_z	0.090799219261936	0.0794574281955818	198.046294306872	1.14274047529498	0.254525928844617	fibrillar_collagen_score_z	TRUE	nulldet_0024	detect
nulldet_0024_z	-0.279523079314137	0.0802327735365292	203.324425033536	-3.48390149054081	0.000605082385816335	bm_minus_fibrillar_z	TRUE	nulldet_0024	detect
nullexpr_0025_z	-0.108728833654492	0.0775313506534871	199.291566676942	-1.4023853929804	0.162355963039108	basement_membrane_score_z	TRUE	nullexpr_0025	expr
nullexpr_0025_z	0.118910165375986	0.0749897350844227	186.824770196003	1.58568589743807	0.114501723913251	fibrillar_collagen_score_z	TRUE	nullexpr_0025	expr
nullexpr_0025_z	-0.266741650453276	0.0755606361379877	194.165733679808	-3.53016681815855	0.000518596772347105	bm_minus_fibrillar_z	TRUE	nullexpr_0025	expr
nulldet_0025_z	-0.0713109246040572	0.0821133165265524	208.381517612188	-0.868445309732409	0.386149679989956	basement_membrane_score_z	TRUE	nulldet_0025	detect
nulldet_0025_z	0.188846194923858	0.0795631465562904	196.878395787106	2.37353854262477	0.0185809439284668	fibrillar_collagen_score_z	TRUE	nulldet_0025	detect
nulldet_0025_z	-0.287324846375679	0.0801961365526985	202.433772746071	-3.58277666140278	0.000425854354967914	bm_minus_fibrillar_z	TRUE	nulldet_0025	detect
nullexpr_0026_z	0.0677853739329359	0.074438951323672	209.201646943906	0.91061699187828	0.363545231574692	basement_membrane_score_z	TRUE	nullexpr_0026	expr
nullexpr_0026_z	-0.0567154174308986	0.0713284473572777	199.434136529039	-0.795130407743439	0.427482919297933	fibrillar_collagen_score_z	TRUE	nullexpr_0026	expr
nullexpr_0026_z	0.074351805747666	0.0744423309929608	204.486967334915	0.998783954719213	0.319079781981642	bm_minus_fibrillar_z	TRUE	nullexpr_0026	expr
nulldet_0026_z	0.0883359325217516	0.0819633027955954	210.970890318182	1.07774979178241	0.282376196370735	basement_membrane_score_z	TRUE	nulldet_0026	detect
nulldet_0026_z	-0.0274818656826617	0.079558350391916	206.88686398228	-0.345430310549201	0.730121857129975	fibrillar_collagen_score_z	TRUE	nulldet_0026	detect
nulldet_0026_z	0.056872797936609	0.0826392236260094	209.155669827978	0.688205859653177	0.492085724569768	bm_minus_fibrillar_z	TRUE	nulldet_0026	detect
nullexpr_0027_z	0.167013454631432	0.0716965271427918	209.016590284817	2.32944971377492	0.0207898638788167	basement_membrane_score_z	TRUE	nullexpr_0027	expr
nullexpr_0027_z	0.137888317576574	0.068783405643873	193.936070281489	2.00467418392297	0.0463887135017195	fibrillar_collagen_score_z	TRUE	nullexpr_0027	expr
nullexpr_0027_z	0.0685112029070843	0.0726885350345149	203.33342831977	0.942531072810216	0.347039305395844	bm_minus_fibrillar_z	TRUE	nullexpr_0027	expr
nulldet_0027_z	0.197790974337013	0.0804711802527573	205.4603076801	2.45791069194907	0.0148029321729796	basement_membrane_score_z	TRUE	nulldet_0027	detect
nulldet_0027_z	0.175720645125954	0.0790632149697784	209.390840693084	2.22253351565734	0.0273169049619769	fibrillar_collagen_score_z	TRUE	nulldet_0027	detect
nulldet_0027_z	0.0597612069921602	0.0827313029517601	210.993797831768	0.722353025516912	0.470877310549919	bm_minus_fibrillar_z	TRUE	nulldet_0027	detect
nullexpr_0028_z	0.128620663180406	0.0698115688251234	207.09103918319	1.84239754735492	0.066846690363841	basement_membrane_score_z	TRUE	nullexpr_0028	expr
nullexpr_0028_z	0.0412451411123329	0.0674535629052962	196.950365416897	0.611459785604513	0.541600366834383	fibrillar_collagen_score_z	TRUE	nullexpr_0028	expr
nullexpr_0028_z	0.0772732109825459	0.0702914784918179	202.374473519539	1.09932544656236	0.272932184176249	bm_minus_fibrillar_z	TRUE	nullexpr_0028	expr
