test_ligand	aupr_frozen	rank_frozen	aupr_bm	rank_bm	perm_p_BH
OCLN	0.0732563409883554	33	0.00357809784508974	124	0.127700598924065
LTBP1	0.073168772314913	34	0.00625355116294195	37	0.127700598924065
JAM3	0.0716298117121812	35	0.00616208106155834	39	0.127700598924065
EDN1	0.0715255815907329	36	0.0219471188249364	17	0.108326667333267
TIMP3	0.0706530555650109	37	0.0030541351722947	159	0.127700598924065
SEMA3A	0.0704655567355334	38	0.00605312844195325	40	0.127700598924065
PSAP	0.0703579584653636	39	0.00137060424463851	269	0.182640318057746
MMP9	0.0697452544111374	40	0.00420269753931448	86	0.127700598924065
ANXA1	0.0692701373182946	41	0.00454749292351436	68	0.127700598924065
TIMP1	0.0685572309005836	42	0.00383396562429903	103	0.127700598924065
MMP2	0.0684925951937477	43	0.00442576127724905	73	0.127700598924065
C3	0.0681527713726105	44	0.0035988889059787	122	0.127700598924065
COL1A2	0.0679970887114916	45	0.00653943717522441	35	0.127700598924065
FBN1	0.0678045114154984	46	0.0042086122776919	85	0.127700598924065
COL3A1	0.0676191534595755	47	0.00576829773465336	44	0.127700598924065
PLAT	0.0675002827213952	48	0.00596681148821574	41	0.127700598924065
LAMA3	0.0674705608315087	49	0.00481447520628845	55	0.127700598924065
VCAN	0.0673884213806335	50	0.00391834276453691	96	0.127700598924065
CALM3	0.0672451357547388	51	0.0305593767159225	14	0.102709729027097
DCN	0.0672102140030701	52	0.00276581150858521	181	0.127700598924065
COL10A1	0.0671329398678508	53	0.0882864103121792	9	0.0525220205252202
CTSG	0.0670758277676853	54	0.0043856765456295	74	0.127700598924065
MMP7	0.0670746808683973	55	0.000778690141863935	305	0.261509914582312
BMP1	0.0670220207024986	56	0.00771864666785882	28	0.127700598924065
FGA	0.0669438414003644	57	0.00321067008195585	147	0.127700598924065
FCN1	0.0668481788641164	58	0.00279966778238065	177	0.127700598924065
PTPRK	0.0658056828061612	59	0.00383100200603218	104	0.127700598924065
COL5A3	0.0655322254942965	60	0.00477827298460008	57	0.127700598924065
FLRT2	0.0652236736187425	61	0.00540490424686027	49	0.127700598924065
NEGR1	0.0652199535187805	62	0.00331633232840191	139	0.127700598924065
LAMA5	0.0647332040892507	63	0.00396730844672002	91	0.127700598924065
CTSD	0.0645953817295048	64	0.00559875472597603	46	0.127700598924065
FST	0.0643202282574419	65	0.00410353849358832	88	0.127700598924065
CDCP1	0.063811104351039	66	0.0028859549575778	169	0.127700598924065
SELE	0.0637202361578452	67	0.00329024714276988	141	0.127700598924065
LAMC1	0.0633538568033651	68	0.00616928520591939	38	0.127700598924065
A2M	0.0633037100649395	69	0.00447341991655573	71	0.127700598924065
HDC	0.0630251893694482	70	0.00386540691582894	99	0.127700598924065
CXCL12	0.0629886953274773	71	0.00126703586649548	276	0.195058388897952
LUM	0.0628758606497369	72	0.00492389045870404	54	0.127700598924065
GRN	0.0626605642283635	73	0.00277949681529298	178	0.127700598924065
ITGB2	0.0624755828398465	74	0.00546912933858988	48	0.127700598924065
CD14	0.0623406745866006	75	0.00324039482605035	144	0.127700598924065
SERPING1	0.0621643707842395	76	0.00280159530587662	176	0.127700598924065
IL1B	0.0619109371522095	77	0.000511019384632194	315	0.317401593174016
VWF	0.0618652031070882	78	0.00369204910853268	113	0.127700598924065
FAM3C	0.0616479023307426	79	0.00236784839763505	208	0.131919343950772
FGG	0.061500726757183	80	0.00311674094698351	155	0.127700598924065
LAMB3	0.0614592756526951	81	0.00421533529812831	83	0.127700598924065
BMP5	0.061287069604613	82	0.00383980291355706	101	0.127700598924065
LGALS9	0.061265763038598	83	0.00227781646728078	212	0.13525438153859
TFPI	0.0611551753843855	84	0.00270672045588472	186	0.127700598924065
COL6A2	0.0611514406571874	85	0.0033133084287577	140	0.127700598924065
CCN1	0.0611234502773197	86	0.00356703848201907	125	0.127700598924065
CORIN	0.0610992310329997	87	0.00255893480847887	196	0.129048950775026
S100A4	0.0610712177285981	88	0.00415352421637303	87	0.127700598924065
TGFBI	0.0609402543581274	89	0.00428034105255919	78	0.127700598924065
PLA2G2A	0.0609328308309646	90	0.00379852261938996	106	0.127700598924065
SIGLEC7	0.0605615810857819	91	0.00280322583523405	174	0.127700598924065
LIN7C	0.0603216052989669	92	0.00214157986515514	225	0.137802219778022
SPARC	0.0602347875480588	93	0.00169189278629409	250	0.156213007731485
SIGLEC9	0.0600998270753222	94	0.00288807272477105	168	0.127700598924065
CP	0.0596478974173336	95	0.00578175581197936	43	0.127700598924065
GPC6	0.059515379167645	96	0.00240502530556204	206	0.131919343950772
BACE1	0.0593857260064534	97	0.00428614992015152	77	0.127700598924065
GNAS	0.0593154689641262	98	0.00360726843673042	121	0.127700598924065
IL1RN	0.059291535302901	99	0.00259827807754798	193	0.129048950775026
NRG3	0.0591778079153749	100	0.00304167041003777	161	0.127700598924065
NRP1	0.0591720941224714	101	0.00445156685206022	72	0.127700598924065
THBS1	0.0591278234788892	102	0.0026716391018376	188	0.127704250851511
COL14A1	0.0590825676184907	103	0.00461345821640728	64	0.127700598924065
COL6A6	0.0590605180825311	104	0.00333646678485641	136	0.127700598924065
PROS1	0.0590384681125196	105	0.00287155610178243	170	0.127700598924065
SLPI	0.0589344663413165	106	0.00917410472439241	24	0.127700598924065
COL27A1	0.0588322970624378	107	0.00434370614822485	75	0.127700598924065
SIRPA	0.0585815332607473	108	0.00448474247346277	70	0.127700598924065
GPC3	0.058129784403669	109	0.00324469297373407	143	0.127700598924065
COL21A1	0.0580583309342215	110	0.00199938879176226	235	0.141829406802909
ADAM15	0.0580570734865958	111	0.0046679888897508	61	0.127700598924065
BMP3	0.0576270331099406	112	0.00725900888146475	29	0.127700598924065
CDH1	0.0575044478326747	113	0.00246333589092041	200	0.130929481309295
IL1A	0.057265742777395	114	0.00220861919059853	219	0.13593064656668
HSPG2	0.0571618713060939	115	0.00353980611243548	126	0.127700598924065
ADAM9	0.0570694776038269	116	0.00333142753047535	138	0.127700598924065
SPP1	0.0570637154830084	117	0.00397075881485775	90	0.127700598924065
SEMA3G	0.0570584654043593	118	0.00368380567909836	115	0.127700598924065
IGFBP3	0.0568364750376677	119	0.0066135264033273	34	0.127700598924065
APOA1	0.0568216280201765	120	0.00235117058575985	209	0.131919343950772
COL24A1	0.056811065936329	121	0.00223391684433746	217	0.13724645634984
PECAM1	0.0565986243163791	122	0.00367738953102517	117	0.127700598924065
CLEC11A	0.0564633814916989	123	0.00470501403847511	60	0.127700598924065
NTN1	0.0561653293688532	124	0.00344236886720809	129	0.127700598924065
F8	0.0561383385249727	125	0.00364540979137327	118	0.127700598924065
NTM	0.0561337240941807	126	0.00370700027271785	112	0.127700598924065
COMP	0.0559979173539227	127	0.172308704529606	5	0.00641935806419358
COL18A1	0.0559230710653012	128	0.00314078962590771	149	0.127700598924065
RGMA	0.0559013999891718	129	0.00672369610539551	33	0.127700598924065
THY1	0.0558751903802505	130	0.00455611416000892	67	0.127700598924065
ICAM4	0.0558528912373744	131	0.00373875794785873	110	0.127700598924065
ANGPTL1	0.0556534325264911	132	0.00247908144751852	199	0.130188511761069
COL4A3	0.0555815221600274	133	0.00264409055323843	189	0.127700598924065
JAM2	0.0555197710016778	134	0.00207979366204157	231	0.142531509560908
SEMA3B	0.0555189137803377	135	0.00268576091549042	187	0.127700598924065
CD55	0.0554275804033623	136	0.00224817575805914	215	0.13525438153859
GDF10	0.0554047486753429	137	0.00359207268096984	123	0.127700598924065
BDNF	0.0552522818571391	138	0.00560070524197384	45	0.127700598924065
OSM	0.0552432123304416	139	0.00150972961415487	259	0.17464071083386
LAMC2	0.0551630347594245	140	0.00372196246278489	111	0.127700598924065
SERPINE1	0.0551445611819284	141	0.00336227629657245	134	0.127700598924065
EFEMP1	0.0551432467288993	142	0.00312022583003117	153	0.127700598924065
FGF14	0.0550668896125711	143	0.00456638063526114	66	0.127700598924065
VEGFD	0.0550563465873243	144	0.00322659065273386	145	0.127700598924065
KIRREL1	0.055049846358455	145	0.00393566987036037	94	0.127700598924065
AZGP1	0.0549075029656568	146	0.00321738543179929	146	0.127700598924065
SOSTDC1	0.0548700962787714	147	0.00215791321069948	221	0.13724645634984
RARRES1	0.05477340718465	148	0.00516943824866387	51	0.127700598924065
EREG	0.054752341930909	149	0.00262255364688389	192	0.129210155907486
LAMB1	0.0547349663142517	150	0.00470830541527661	59	0.127700598924065
PRG4	0.0544922996034312	151	0.000767678443836445	308	0.26227959728299
SEMA3D	0.0544880861715026	152	0.00309236613916275	158	0.127700598924065
NCAM1	0.0544045182671043	153	0.00336716565827607	132	0.127700598924065
HAS1	0.0542495671039834	154	0.00424220463038087	81	0.127700598924065
LRFN5	0.0541497223346247	155	0.00275447218942366	182	0.127700598924065
LRPAP1	0.0540811195576143	156	0.00313488482372989	151	0.127700598924065
COL4A4	0.0537691180920635	157	0.00378997223338034	107	0.127700598924065
COL13A1	0.0537257597683801	158	0.00212383584513093	226	0.138804540598572
COL12A1	0.0536618689253399	159	0.00346090426391002	128	0.127700598924065
SYT1	0.0535877284897193	160	0.00462744381566055	62	0.127700598924065
ADAM12	0.053429499392106	161	0.00214316580948474	224	0.138804540598572
ATP1B1	0.0533434070694894	162	0.00245929937964323	201	0.130929481309295
MCAM	0.0533104183659679	163	0.0039515132213555	92	0.127700598924065
CD99	0.0532822455860248	164	0.00286383043166714	171	0.127700598924065
CD320	0.0531954740299376	165	0.00386031081512622	100	0.127700598924065
SEMA3E	0.0530083651592029	166	0.00280277246425793	175	0.127700598924065
LIPH	0.0529859156935667	167	0.00177519662319789	248	0.15502619778508
CNTN6	0.0528883555478525	168	0.00247957532185724	198	0.130929481309295
LAMA4	0.0527076476829295	169	0.00230090014321844	210	0.13525438153859
LGALS3	0.0526611866576706	170	0.00189609264943242	239	0.147511498850115
C1QA	0.0525025644283432	171	0.00272208809267352	184	0.127700598924065
SEMA4D	0.0524016326788432	172	0.00211607776807612	227	0.137802219778022
SEMA4A	0.0522831152498357	173	0.00248042538818929	197	0.130929481309295
CALM1	0.052047667322929	174	0.00310172112694128	156	0.127700598924065
SIGLEC5	0.0519841198451746	175	0.00242589215127012	202	0.131919343950772
SLITRK6	0.0517236296455495	176	0.00313583177767912	150	0.127700598924065
NFASC	0.0517092780616769	177	0.00208390496209918	230	0.139179531828477
AGRN	0.0516038079674511	178	0.00461519905248715	63	0.127700598924065
CEACAM6	0.0513904433065292	179	0.0040874632998072	89	0.127700598924065
SLIT3	0.0512129787591667	180	0.00286062533666417	172	0.127700598924065
CD1B	0.0509955689165223	181	0.00226491894624611	213	0.13525438153859
IL16	0.0508130188090554	182	0.00336335282731398	133	0.127700598924065
LSAMP	0.0507353487093647	183	0.00478816717906349	56	0.127700598924065
COL4A5	0.0505257785315392	184	0.00301342633564738	162	0.127700598924065
HLA-DQB1	0.0505174434836669	185	0.00207849164862577	232	0.139411711002813
FGF2	0.050422175413832	186	0.00899776314815409	25	0.127700598924065
SEMA4B	0.0503971906820951	187	0.00148518604757195	262	0.17464071083386
NPNT	0.0503883306233641	188	0.00224707208175721	216	0.13525438153859
ADAM17	0.0503164568605694	189	0.00263816983309912	191	0.128387161283872
COL4A2	0.0500754595908632	190	0.0038106714302958	105	0.127700598924065
CEACAM1	0.0499636322116696	191	0.00181025239598426	244	0.153615502647266
COL6A1	0.0499118020957253	192	0.00496131811822854	53	0.127700598924065
TSPAN33	0.0496571598605857	193	0.00196666115629943	237	0.142742687756541
COL6A3	0.0496312446974669	194	0.0031219001330353	152	0.127700598924065
MFGE8	0.0493703411397419	195	0.00184969403838564	242	0.151730281517303
LGALS1	0.049241808880373	196	0.00263920326745774	190	0.128049300333125
COL15A1	0.0490367985382476	197	0.00501564740958158	52	0.127700598924065
VEGFA	0.0490092028460803	198	0.00241210504291538	205	0.131919343950772
COL8A2	0.0486825386949676	199	0.0039155342811974	97	0.127700598924065
NECTIN4	0.0486771690892186	200	0.00179308148688815	245	0.154743062279138
PLEKHO2	0.0484917784069881	201	0.00221873703799746	218	0.13593064656668
MDK	0.0484356479833751	202	0.00352353285697357	127	0.127700598924065
SDC2	0.0483987799600402	203	0.00383804354462009	102	0.127700598924065
DUSP18	0.0477776510020133	204	0.00338839044433218	131	0.127700598924065
LPL	0.0477410591741126	205	0.00427016044370608	79	0.127700598924065
HLA-DRB5	0.0476824138960992	206	0.0027205853705392	185	0.127700598924065
LRIG1	0.0475752947482304	207	0.0021026050338988	228	0.14161158991397
F13A1	0.0475646201444154	208	0.00204268637295385	233	0.141530243527371
COL8A1	0.0475631788320374	209	0.00242516839637077	203	0.131919343950772
APOE	0.0474183732063925	210	0.00239948113397692	207	0.131919343950772
IGF2	0.0469742417813682	211	0.011247554033211	20	0.127700598924065
ANXA2	0.0469438127696121	212	0.00304251755314626	160	0.127700598924065
FLRT3	0.0467613426550277	213	0.00203871406570801	234	0.141530243527371
NRXN3	0.0466144801183895	214	0.00191096025528501	238	0.146728184324425
TSPAN3	0.0465451126243575	215	0.00586730550591926	42	0.127700598924065
LAMB2	0.0465317535048915	216	0.00375379143253423	109	0.127700598924065
CLDN1	0.0457839407998419	217	0.00714256769968354	30	0.127700598924065
HAS2	0.0456509184759724	218	0.00368033954151452	116	0.127700598924065
PGF	0.0456197669413301	219	0.0025660426525409	195	0.130929481309295
COL5A2	0.0452583138251233	220	0.00426390384651553	80	0.127700598924065
COL16A1	0.0448943729877254	221	0.00391235407355925	98	0.127700598924065
HSP90B1	0.0446432489608175	222	0.00129429301467484	273	0.190355052086032
MXRA5	0.0444086685911077	223	0.00334707415170149	135	0.127700598924065
CNTN4	0.0443810435452543	224	0.00218714158805362	220	0.13724645634984
ADAM10	0.0443378373506434	225	0.000907751018273205	301	0.232355169798635
HBEGF	0.0441704647378184	226	0.0149820260938955	18	0.127700598924065
SLIT2	0.043511811486727	227	0.00225482787567118	214	0.13724645634984
PSEN1	0.0429769551333308	228	0.00188967651691235	241	0.151427595829629
NID1	0.0428336575416193	229	0.00102538257456968	296	0.221435432214354
EDIL3	0.0427041387276043	230	0.00241484193427992	204	0.130929481309295
FGF7	0.0425394363634908	231	0.0070933000455613	31	0.127700598924065
RSPO3	0.0420079745878284	232	0.000288309964385894	317	0.415946141234933
CALM2	0.0419875068629404	233	0.00283033567497709	173	0.127700598924065
INHBA	0.0416056787935229	234	0.0458126070633446	11	0.0481451854814519
PCSK9	0.0413763562821638	235	0.00341192680763394	130	0.127700598924065
FBLN1	0.0411186719936423	236	0.00393262984961563	95	0.127700598924065
PI16	0.0409462435771493	237	0.0017864540270889	247	0.154301373141374
PTPRC	0.0399089136927081	238	0.00214580079237452	223	0.137802219778022
SPON1	0.0397589280092047	239	0.00106408413383634	292	0.211706911500631
HGF	0.0396026095167719	240	0.00162014265913878	254	0.163655571201773
NRG1	0.0390466378412216	241	0.00125478757096825	279	0.195058388897952
SEMA3C	0.0390277295924562	242	0.00175958786757503	249	0.157648090612625
EFEMP2	0.0388992111737065	243	0.00162867462383821	253	0.165159468305138
SERPINE2	0.0387923255857963	244	0.000856443876638801	303	0.245651672456517
SIGLEC1	0.0386614777502229	245	0.000818630152540385	304	0.250756174382562
SPON2	0.0385280959242631	246	0.00395005492990131	93	0.127700598924065
PTN	0.0380939681901569	247	0.00169167656888542	251	0.159974478742602
ADAM28	0.0378003003685151	248	0.00215703360486509	222	0.137802219778022
BACE2	0.0377798889267032	249	0.000929518714592963	300	0.230882911708829
SEMA4C	0.0377047971784814	250	0.00458770493057901	65	0.127700598924065
JAG2	0.0369908371776475	251	0.00156836581375246	257	0.171929318696037
DLL1	0.0361988028292954	252	0.00149477384423235	261	0.17464071083386
IFITM1	0.0360896047940984	253	0.00297708778817677	164	0.127700598924065
AREG	0.0359886975496109	254	0.00141653447015459	267	0.17755415469689
VSIG10	0.0359042951466671	255	0.00149996888977252	260	0.174963706636855
GAS6	0.0356953146284991	256	0.00368628377557271	114	0.127700598924065
ANGPT2	0.0353190343029008	257	0.00167524818498646	252	0.159974478742602
LFNG	0.0346071703460461	258	0.00117784121795622	287	0.198022758277805
CCN4	0.0335879460776413	259	0.000694849226433491	311	0.277002524827903
FGF18	0.0332801972582867	260	0.00300628955970493	163	0.127700598924065
PAM	0.0326552080134071	261	0.00133698454584092	271	0.188922651852462
MFNG	0.0326423255282478	262	0.000595006899603816	313	0.304355506941319
WIF1	0.0323456802976959	263	0.000979192137704644	297	0.218713601612812
PLTP	0.0320211711379933	264	0.00123677474793953	281	0.193040910962667
NECTIN3	0.0317279566620855	265	0.00209187652849143	229	0.138804540598572
ANGPTL4	0.0315306582498914	266	0.00145606741370956	264	0.17464071083386
ESAM	0.0306247263218139	267	0.00121628921290492	284	0.19462947322289
TNFSF14	0.0305944731316443	268	0.00259650360621099	194	0.129048950775026
CX3CL1	0.0304787027673391	269	0.00134768785448453	270	0.187587907875879
ZNRF3	0.0304593078182209	270	0.000905610632475729	302	0.235199327749344
PDGFC	0.0302921239371262	271	0.0012221633004369	283	0.193040910962667
BMP6	0.0302655186955619	272	0.00311742719687039	154	0.127700598924065
PTPRM	0.0297954694934714	273	0.000276974885623256	318	0.409158137813979
NECTIN2	0.0294538043931514	274	0.00124061603797241	280	0.1942940937223
WNT5A	0.029431628878416	275	0.0017879218421998	246	0.159200079992001
ANGPTL2	0.0292180545251642	276	0.00183287180138852	243	0.154457615462943
MYOC	0.0285326285545204	277	0.0131937772752335	19	0.127700598924065
CLCF1	0.0284728127513599	278	0.00126457271035636	277	0.194185581441856
LAMA2	0.0281535298148544	279	0.0014366351142822	265	0.174963706636855
POSTN	0.0277580782605005	280	0.00290191639498924	166	0.127700598924065
IL6	0.0275893898512452	281	0.00228098685130093	211	0.13525438153859
PDGFA	0.0274718909924507	282	0.0302659993369653	15	0.0790074838669979
TNFSF13	0.0273944774509681	283	0.00197899093982563	236	0.142455116190509
ANGPT1	0.0270677034762267	284	0.00634412720256785	36	0.127700598924065
BMP2	0.0269273738747071	285	0.00328003676747119	142	0.127700598924065
VEGFC	0.0261569623113085	286	0.00128293092150481	274	0.193040910962667
CALR	0.0251656216688462	287	0.00781151504808957	26	0.127700598924065
WNT9A	0.0244226054351456	288	0.0010277143821154	295	0.218713601612812
MIF	0.0243371674038612	289	0.0010453862878899	293	0.215475722052368
IGFBP4	0.0242629384516491	290	0.000315403949375988	316	0.391255811127748
LRIG2	0.023968401762873	291	0.00161074177588502	255	0.167852475452844
LIF	0.0238722135210544	292	0.0011769229771168	288	0.196059764652905
LTBP3	0.0238132430152794	293	-0.000180649495315964	320	0.678847115288471
APP	0.0235831713311804	294	0.00154321422683742	258	0.166502099790021
TGFB3	0.0230989851695325	295	0.00421046538667379	84	0.127700598924065
NGF	0.0230930536398706	296	0.00115926561039064	289	0.198022758277805
ANOS1	0.0226185333765099	297	0.00117827918280621	286	0.196606820154221
WNT2	0.0225518432756764	298	0.00109348456715525	291	0.206147426494464
JAG1	0.0223954540760611	299	0.00363729135472946	120	0.127700598924065
WNT7B	0.0222558159293145	300	0.00102934827239186	294	0.216817093800824
SCGB3A1	0.0222382494300523	301	0.00056140975722305	314	0.311052652696514
CMTM8	0.0215029662003992	302	0.00474849973690705	58	0.127700598924065
CRTAM	0.0206259627311005	303	0.00160422303488014	256	0.166148091073246
FURIN	0.0205345838688103	304	0.00146060710741225	263	0.17464071083386
CADM1	0.0202413410780222	305	0.00122802625964781	282	0.193040910962667
ST6GAL1	0.0197931459595693	306	0.00189164292010542	240	0.147511498850115
WNT2B	0.0185585777567291	307	0.00111858192082071	290	0.204866065117626
SIGLEC6	0.0184277559516543	308	0.00133537276470962	272	0.188922651852462
LTB	0.0181731926974044	309	0.00138962197519941	268	0.174963706636855
IGF1	0.0178345285795184	310	0.00077135627249412	307	0.261776419760621
CAMP	0.0173440819284712	311	0.00143217071598718	266	0.185182968691978
CADM3	0.0172037502847131	312	0.00120618476585643	285	0.195058388897952
PDGFB	0.0166585764081147	313	0.00125502985713507	278	0.189876616733931
CXCL8	0.015153012799526	314	0.00778308931151678	27	0.127700598924065
CSF2	0.0151336748733045	315	0.00077387513184612	306	0.261776419760621
LTF	0.0144586962925209	316	0.000745745737187248	309	0.261776419760621
MMRN2	0.0140581829395079	317	0.000234615056994038	319	0.431545873625804
CKLF	0.0103032753044016	318	-0.000256996818710887	321	0.749325067493251
PLAU	0.00988046207905562	319	0.000658316437142975	312	0.283110150523409
PDGFD	0.00899436730813013	320	0.00363818027806371	119	0.127700598924065
EPHA4	0.00864100266914595	321	0.000965260739029965	299	0.230366929862198
