target	ligand	regulatory_potential	ligand_rank
COL5A3	FGA	0.00216965623119971	NA
COL5A3	LGALS3	0.00216121030628366	NA
COL5A3	PTPRC	0.00215881792464637	NA
COL5A3	EDIL3	0.00215509959472866	NA
COL5A3	LPL	0.00215373509606622	NA
COL3A1	TSPAN33	0.00215075474714151	NA
COL5A2	TSPAN33	0.00215028916048838	NA
COL5A3	EREG	0.00215012866701259	NA
COL5A3	SEMA4C	0.00214244503490069	NA
COL5A3	COL3A1	0.00214131043905813	NA
COL5A3	PSEN1	0.00213553453034498	NA
COL5A3	HBEGF	0.00212196411842981	NA
COL5A3	PECAM1	0.00212077905442089	NA
COL5A3	COL8A1	0.00211847049562257	NA
COL5A3	WNT3A	0.00211603083055119	NA
COL5A3	KIRREL1	0.00211330259998539	NA
COL5A3	CDCP1	0.0020981465440866	NA
COL5A3	VEGFD	0.0020912516871121	NA
COL5A3	MYOC	0.00208759880044027	NA
COL5A3	ANG	0.00208273400969922	NA
COL5A3	SIGLEC1	0.00208022241278414	NA
COL5A3	COL6A1	0.0020753080514491	NA
COL5A3	HAS1	0.00207207407209624	NA
COL5A3	COL13A1	0.0020693702650156	NA
COL3A1	SHISA4	0.00206729420387589	NA
COL5A3	DLL4	0.00206687540740755	NA
COL5A3	GDF10	0.00204851419760686	NA
COL5A3	TFPI	0.00204285051355581	NA
COL5A3	JAM3	0.00204227742377726	NA
COL5A3	COL4A4	0.00203828245994832	NA
COL5A3	LGALS9	0.00203587728194054	NA
COL5A3	ADAM12	0.00203521840213841	NA
COL5A3	LFNG	0.00202004768389623	NA
COL5A3	COL4A1	0.00201714173345601	NA
COL5A3	PCSK9	0.0020171183246925	NA
COL5A3	LAMA5	0.00200834592378609	NA
COL5A3	SPON1	0.00200563355112347	NA
COL5A3	COL4A5	0.00200492656922645	NA
COL5A3	CCN4	0.00200391294168535	NA
COL5A3	VCAN	0.00199679876934157	NA
COL5A3	SLITRK6	0.0019952210604331	NA
COL5A3	F13A1	0.00199310141762394	NA
COL5A3	LAMB3	0.00199254847756608	NA
COL5A3	LRIG1	0.00198962162753361	NA
COL5A3	BACE2	0.00198639695670531	NA
COL5A3	APOA1	0.0019853557172966	NA
COL5A3	COL6A3	0.00198479002439646	NA
COL5A3	SIRPB2	0.00198358831403894	NA
COL5A3	C1QA	0.00197725715702205	NA
COL5A3	CD320	0.00197411558103441	NA
COL5A3	HDC	0.0019732268669867	NA
COL5A3	LAMA4	0.00197100711125718	NA
COL5A3	FGF18	0.00196522818633558	NA
COL5A3	SLIT3	0.00196479392658551	NA
COL5A3	ADAM15	0.00196369271108737	NA
COL5A3	SEMA4B	0.0019544811136455	NA
COL5A3	ANOS1	0.00195369170772422	NA
COL5A3	NPNT	0.00193851209328595	NA
COL5A3	CEACAM1	0.00193196371702209	NA
COL5A3	PDGFC	0.00192099703829092	NA
COL5A3	FGF14	0.00192046992408838	NA
COL5A3	SERPING1	0.00191240065760238	NA
COL5A3	SIGLEC6	0.0019109207889142	NA
COL5A3	COL24A1	0.00191047162255341	NA
COL5A3	WNT2B	0.00190700140211453	NA
COL5A3	LAMC2	0.00190417434484044	NA
COL5A3	LRFN5	0.00190276748858208	NA
COL5A3	LAMA3	0.00190219368184486	NA
COL5A3	SEMA3E	0.00190101345782929	NA
COL5A3	CADM3	0.00189959746192818	NA
COL5A3	MXRA5	0.00189061815856399	NA
COL5A3	NEGR1	0.00188666438801321	NA
COL5A3	LIPH	0.00188320009563772	NA
COL5A3	NRXN3	0.00187807596403196	NA
COL5A3	CMTM8	0.00187425373595265	NA
COL5A3	COL5A2	0.00187192058235288	NA
COL5A3	CD55	0.00187069683664809	NA
COL5A3	PTPRM	0.00186537326426821	NA
COL5A3	LSAMP	0.00186504461116384	NA
COL5A3	PLEKHO2	0.00186497257404296	NA
COL5A3	ESAM	0.00186152642313547	NA
COL5A3	SEMA3G	0.00183824610480637	NA
COL5A3	RELN	0.00183527380987348	NA
COL5A3	NTM	0.00183054627326261	NA
COL5A3	MMRN2	0.00182865262427455	NA
COL5A3	SEMA3D	0.0018276238862089	NA
COL5A3	SIGLEC7	0.00182319171725373	NA
COL5A3	RSPO3	0.0018206787539239	NA
COL5A3	THBS2	0.00181283274364281	NA
COL5A3	NRG3	0.00180938915532211	NA
COL5A3	ADAM28	0.00180561927701265	NA
COL5A3	FCN1	0.00180486652521243	NA
COL5A3	WNT7B	0.00179765237685368	NA
COL5A3	COL5A1	0.00178154792855758	NA
COL5A3	HLA-DRB5	0.0017780037288216	NA
COL5A3	CNTN6	0.00177716715654337	NA
COL5A3	COL10A1	0.00176472966272578	NA
COL5A3	HSPG2	0.00175742998236782	NA
COL5A3	COMP	0.00175703653083099	NA
COL5A3	LAMA2	0.00175411056998386	NA
COL5A3	SEMA4A	0.00175291853453501	NA
COL5A3	COL14A1	0.00174693286195676	NA
COL5A3	LUM	0.00174519753131669	NA
COL5A3	LIN7C	0.00173177368930361	NA
COL5A3	SERPINE2	0.00173131993193673	NA
COL5A3	NTS	0.00172706311035763	NA
COL5A3	COPA	0.00172569375883973	NA
COL5A3	SIGLEC9	0.00172434658053842	NA
COL5A3	SIGLEC5	0.00172430074640876	NA
COL5A3	NECTIN2	0.00172029478060335	NA
COL5A3	ICAM4	0.00171929938649867	NA
COL5A3	COL21A1	0.00171901011891486	NA
COL5A3	COL6A2	0.00171866187705018	NA
COL5A3	CD1B	0.00171704544451795	NA
COL5A3	PLTP	0.00171401116712818	NA
COL5A3	COL16A1	0.00171200868062151	NA
COL5A3	SEMA3B	0.00170195920860066	NA
COL5A3	COL5A3	0.00169747770404956	NA
COL5A3	WNT9A	0.00169310165117063	NA
COL5A3	C1QB	0.00167987307445429	NA
COL5A3	COL27A1	0.00167903084469333	NA
COL5A3	F8	0.00166118023190689	NA
COL5A3	CD99	0.00165982278226554	NA
COL5A3	PLA2G2A	0.00164802169076166	NA
COL5A3	MCAM	0.00164331644810786	NA
COL5A3	SEMA3F	0.00164247840362865	NA
COL5A3	COL6A6	0.00163861286876102	NA
COL5A3	TNFSF14	0.00163628689001299	NA
COL5A3	SPARC	0.00163400578718557	NA
COL5A3	ZNRF3	0.00161528796736012	NA
COL5A3	SOSTDC1	0.00160536926942697	NA
COL5A3	FLRT2	0.00159639051908402	NA
COL5A3	ADAM9	0.00159191340604921	NA
COL5A3	COL8A2	0.00158480050559525	NA
COL5A3	NECTIN3	0.00158182923282938	NA
COL5A3	CRTAM	0.00156228920050442	NA
COL5A3	C3	0.00155145346218582	NA
COL5A3	ST6GAL1	0.00152735685304869	NA
COL5A3	ANGPTL1	0.00151023890966051	NA
COL5A3	PI16	0.00148825105636404	NA
COL5A3	NECTIN4	0.00147498518083593	NA
COL5A3	GGT1	0.00146610273553364	NA
COL5A3	ATP1B1	0.00141255272353061	NA
COL5A3	FAM3C	0.00134321409048062	NA
COL5A3	CORIN	0.00129286565108955	NA
COL5A3	SHISA4	0.00125780956042781	NA
COL5A3	TSPAN33	0.00122060004342045	NA
