test_ligand	auroc	aupr	aupr_corrected	pearson	rank	receiver	target_set	perm_mean	perm_sd	perm_z	perm_p	perm_p_BH
PDGFA	0.68911849332985	0.0318329881068791	0.0302659993369653	0.0507638915917678	15	Pericytes	fibrillar_collagen	0.00103187755639164	0.0067849431920766	4.30867598342061	0.0031996800319968	0.0790074838669979
TGFB1	0.803993373441457	0.0242080084156105	0.0226410196456967	0.113283219660352	16	Pericytes	fibrillar_collagen	0.00105691648980111	0.00747491347841873	2.88753886158179	0.0057994200579942	0.109506696389185
EDN1	0.77565611648793	0.0235141075948502	0.0219471188249364	0.113317389249156	17	Pericytes	fibrillar_collagen	0.00099558887179729	0.00670346366126236	3.1254782619637	0.0053994600539946	0.108326667333267
HBEGF	0.749149882291401	0.0165490148638093	0.0149820260938955	0.0701361640642963	18	Pericytes	fibrillar_collagen	0.0010221090003393	0.00705181510098625	1.97962040887938	0.0105989401059894	0.127700598924065
MYOC	0.67948382596565	0.0147607660451473	0.0131937772752335	0.0432264865710179	19	Pericytes	fibrillar_collagen	0.000904204254253479	0.00553743721174522	2.21936115048188	0.010998900109989	0.127700598924065
IGF2	0.802423925364027	0.0128145428031248	0.011247554033211	0.0615580541439376	20	Pericytes	fibrillar_collagen	0.00112106386798794	0.00831324687421309	1.21811493372517	0.0131986801319868	0.127700598924065
AGT	0.738992065568059	0.0114908344491237	0.00992384567920984	0.0540031717646794	21	Pericytes	fibrillar_collagen	0.00102672060067804	0.00682002278174896	1.30455943671352	0.0161983801619838	0.127700598924065
NTS	0.722294881855441	0.0110159736641194	0.00944898489420554	0.0298541273520912	22	Pericytes	fibrillar_collagen	0.00113692060378901	0.00805581430428164	1.03180932137409	0.0180981901809819	0.127700598924065
SEMA3F	0.712180660912029	0.0107421652500848	0.00917517648017096	0.043504149803413	23	Pericytes	fibrillar_collagen	0.00114563328251892	0.00798697521346152	1.00532967525914	0.0191980801919808	0.127700598924065
SLPI	0.573589676519313	0.0107410934943062	0.00917410472439241	0.0391155425021287	24	Pericytes	fibrillar_collagen	0.000989094964356428	0.00687374951273942	1.190763461029	0.0162983701629837	0.127700598924065
FGF2	0.752724736245538	0.0105647519180679	0.00899776314815409	0.0692460389309818	25	Pericytes	fibrillar_collagen	0.00104469220229875	0.00701048143364667	1.13445431973969	0.0197980201979802	0.127700598924065
CALR	0.691298282326273	0.00937850381800338	0.00781151504808957	0.0433940835208046	26	Pericytes	fibrillar_collagen	0.00103765141173043	0.0073611981364658	0.92021210552707	0.0203979602039796	0.127700598924065
CXCL8	0.683538233499002	0.00935007808143059	0.00778308931151678	0.0357348453357312	27	Pericytes	fibrillar_collagen	0.00100050394917859	0.00685297449641124	0.989728674153111	0.0210978902109789	0.127700598924065
BMP1	0.778838608422712	0.00928563543777264	0.00771864666785882	0.0503658629594911	28	Pericytes	fibrillar_collagen	0.00109590358057341	0.00808443838938313	0.819196432492171	0.0195980401959804	0.127700598924065
BMP3	0.768157642340228	0.00882599765137857	0.00725900888146475	0.0452338360529582	29	Pericytes	fibrillar_collagen	0.00111715789282021	0.00804853127877866	0.76310208358618	0.0222977702229777	0.127700598924065
CLDN1	0.731624378760139	0.00870955646959735	0.00714256769968354	0.0446677626441811	30	Pericytes	fibrillar_collagen	0.00115816899211018	0.00849875180692777	0.704150308601219	0.0247975202479752	0.127700598924065
FGF7	0.733542593076996	0.00866028881547511	0.0070933000455613	0.0333649504274009	31	Pericytes	fibrillar_collagen	0.00105601358680949	0.00727095989793161	0.830328669598253	0.0258974102589741	0.127700598924065
ENG	0.761836254250595	0.00856779190057701	0.00700080313066319	0.0418164060879605	32	Pericytes	fibrillar_collagen	0.00115225201097226	0.00840028082199866	0.696232809785923	0.0226977302269773	0.127700598924065
RGMA	0.766675385822659	0.00829068487530932	0.00672369610539551	0.0454518001417335	33	Pericytes	fibrillar_collagen	0.00109387876931548	0.00796998634844582	0.706377287230593	0.022997700229977	0.127700598924065
IGFBP3	0.718981602580875	0.00818051517324112	0.0066135264033273	0.0358767100886138	34	Pericytes	fibrillar_collagen	0.00111052530483354	0.00801889503297863	0.686254287637142	0.025997400259974	0.127700598924065
COL1A2	0.742087365942978	0.00810642594513823	0.00653943717522441	0.0433450882611243	35	Pericytes	fibrillar_collagen	0.00108072470051506	0.00793548740220352	0.687886225261171	0.0245975402459754	0.127700598924065
ANGPT1	0.788516871566835	0.00791111597248167	0.00634412720256785	0.0359045739059672	36	Pericytes	fibrillar_collagen	0.000915087173964471	0.0059456655718773	0.913108879564715	0.0247975202479752	0.127700598924065
LTBP1	0.783416165315197	0.00782053993285577	0.00625355116294195	0.0469278588858058	37	Pericytes	fibrillar_collagen	0.00111479867061284	0.00811760986404106	0.633037627872765	0.0277972202779722	0.127700598924065
LAMC1	0.700889353910545	0.0077362739758332	0.00616928520591939	0.0362091548494139	38	Pericytes	fibrillar_collagen	0.00107104260497807	0.00751598013407718	0.678320393347778	0.0267973202679732	0.127700598924065
JAM3	0.739166448687773	0.00772906983147216	0.00616208106155834	0.0408117706524036	39	Pericytes	fibrillar_collagen	0.00112719317211885	0.00800320023699239	0.629109323813646	0.0296970302969703	0.127700598924065
SEMA3A	0.659952916557679	0.00762011721186707	0.00605312844195325	0.0350154764406074	40	Pericytes	fibrillar_collagen	0.00110523508342699	0.00805912698362364	0.6139490503848	0.0265973402659734	0.127700598924065
PLAT	0.670764669979949	0.00753380025812956	0.00596681148821574	0.0212697864961991	41	Pericytes	fibrillar_collagen	0.00113869139674979	0.0083207414798484	0.580251183522399	0.0290970902909709	0.127700598924065
TSPAN3	0.793879152498037	0.00743429427583308	0.00586730550591926	0.0469808475537824	42	Pericytes	fibrillar_collagen	0.00112130462322335	0.00806060055003102	0.588789985713614	0.0298970102989701	0.127700598924065
CP	0.63771906879414	0.00734874458189318	0.00578175581197936	0.0294179399131014	43	Pericytes	fibrillar_collagen	0.000920145023421485	0.00616988108005724	0.787958588743622	0.0261973802619738	0.127700598924065
COL3A1	0.733847763536495	0.00733528650456717	0.00576829773465336	0.0406966996265609	44	Pericytes	fibrillar_collagen	0.00111133274807583	0.00806759494445649	0.577243282370972	0.028997100289971	0.127700598924065
BDNF	0.730708867381642	0.00716769401188766	0.00560070524197384	0.0507783322133188	45	Pericytes	fibrillar_collagen	0.00105088607546133	0.00745612530004556	0.610212272919382	0.0298970102989701	0.127700598924065
CTSD	0.701543290609473	0.00716574349588985	0.00559875472597603	0.0321672195746431	46	Pericytes	fibrillar_collagen	0.00102379274205629	0.00688707827967836	0.664281978240184	0.0317968203179682	0.127700598924065
ICAM1	0.658252681140469	0.00711253495245499	0.00554554618254118	0.0304762415527552	47	Pericytes	fibrillar_collagen	0.00107490636549505	0.00793721478162664	0.563250452462863	0.028997100289971	0.127700598924065
ITGB2	0.670067137501092	0.0070361181085037	0.00546912933858988	0.0333407321626065	48	Pericytes	fibrillar_collagen	0.00104426382065127	0.00742719013817368	0.595765752003042	0.0315968403159684	0.127700598924065
FLRT2	0.651844101490978	0.00697189301677409	0.00540490424686027	0.0317155776842978	49	Pericytes	fibrillar_collagen	0.00112229905760722	0.00802175502283084	0.533873843948645	0.0347965203479652	0.127700598924065
C1QB	0.671200627779234	0.00683177335000995	0.00526478458009614	0.0334536057508991	50	Pericytes	fibrillar_collagen	0.00120741075407604	0.00888413821871606	0.456698638194585	0.031996800319968	0.127700598924065
RARRES1	0.843185979597175	0.00673642701857769	0.00516943824866387	0.0455591644596438	51	Pericytes	fibrillar_collagen	0.00107583923716287	0.00796938265270901	0.513665761815249	0.0331966803319668	0.127700598924065
COL15A1	0.732975847937924	0.00658263617949539	0.00501564740958158	0.0321953204533203	52	Pericytes	fibrillar_collagen	0.00107877214665004	0.00792225292514406	0.496938850618677	0.0337966203379662	0.127700598924065
COL6A1	0.725956927369435	0.00652830688814235	0.00496131811822854	0.0296159451206543	53	Pericytes	fibrillar_collagen	0.0010732768416352	0.00757426541490247	0.513322555206946	0.0356964303569643	0.127700598924065
LUM	0.729793356003145	0.00649087922861786	0.00492389045870404	0.0349089608969863	54	Pericytes	fibrillar_collagen	0.00110928895225326	0.00799091070765181	0.477367554964424	0.0355964403559644	0.127700598924065
LAMA3	0.707690295579393	0.00638146397620226	0.00481447520628845	0.0341974201780702	55	Pericytes	fibrillar_collagen	0.00111247357379416	0.00798930194249988	0.463369848722467	0.0380961903809619	0.127700598924065
LSAMP	0.782282675037062	0.00635515594897731	0.00478816717906349	0.0427363049042293	56	Pericytes	fibrillar_collagen	0.00109507741941268	0.00793154612434261	0.465620410163965	0.0360963903609639	0.127700598924065
COL5A3	0.750675734588898	0.0063452617545139	0.00477827298460008	0.0383426038980603	57	Pericytes	fibrillar_collagen	0.00110906545666476	0.00805726843238083	0.455390999906294	0.0374962503749625	0.127700598924065
CMTM8	0.702633185107686	0.00631548850682086	0.00474849973690705	0.0457823298293376	58	Pericytes	fibrillar_collagen	0.00116173389195557	0.00842191815072452	0.425884671491721	0.0411958804119588	0.127700598924065
LAMB1	0.731667974540069	0.00627529418519043	0.00470830541527661	0.0353852540349733	59	Pericytes	fibrillar_collagen	0.000963889979746551	0.00615853549157391	0.608004198506797	0.0383961603839616	0.127700598924065
CLEC11A	0.590112477112216	0.00627200280838892	0.00470501403847511	0.0313086223785681	60	Pericytes	fibrillar_collagen	0.00111949185311965	0.00837603414887311	0.428069193800725	0.0366963303669633	0.127700598924065
ADAM15	0.675473014212226	0.00623497765966461	0.0046679888897508	0.0329263137336562	61	Pericytes	fibrillar_collagen	0.00111169997601439	0.0079884882768771	0.445176708092592	0.0392960703929607	0.127700598924065
SYT1	0.702197227308399	0.00619443258557437	0.00462744381566055	0.0297610786000069	62	Pericytes	fibrillar_collagen	0.00115590887359847	0.00839020762842211	0.413760313904765	0.0383961603839616	0.127700598924065
AGRN	0.747362455314326	0.00618218782240097	0.00461519905248715	0.0288641560207536	63	Pericytes	fibrillar_collagen	0.00112379162039702	0.00804790807424543	0.433827946328461	0.0396960303969603	0.127700598924065
COL14A1	0.722382073415299	0.00618044698632109	0.00461345821640728	0.0338567061850796	64	Pericytes	fibrillar_collagen	0.00110767391665923	0.00798933558733109	0.438807991156019	0.0390960903909609	0.127700598924065
SEMA4C	0.679963379544863	0.00615469370049283	0.00458770493057901	0.034666198706177	65	Pericytes	fibrillar_collagen	0.00111574967173039	0.0082012040875848	0.42334701365432	0.0377962203779622	0.127700598924065
FGF14	0.695875839218768	0.00613336940517496	0.00456638063526114	0.0338823585650947	66	Pericytes	fibrillar_collagen	0.00111127269126914	0.00797298321117279	0.43335196531585	0.0396960303969603	0.127700598924065
THY1	0.714360449908448	0.00612310292992274	0.00455611416000892	0.0328299493761141	67	Pericytes	fibrillar_collagen	0.00111895625004694	0.00832079358629543	0.413080540253164	0.0384961503849615	0.127700598924065
ANXA1	0.73537361583399	0.00611448169342817	0.00454749292351436	0.0390048209826448	68	Pericytes	fibrillar_collagen	0.00110890458509602	0.00798416560640973	0.430675978922308	0.0397960203979602	0.127700598924065
C4BPA	0.597436568140204	0.00607195190664456	0.00450496313673075	0.0340352589426866	69	Pericytes	fibrillar_collagen	0.00104749543246302	0.00747317576848714	0.462650392734929	0.0388961103889611	0.127700598924065
SIRPA	0.676388525590726	0.00605173124337659	0.00448474247346277	0.0330972842456821	70	Pericytes	fibrillar_collagen	0.00111679992813536	0.00802857577658951	0.419494395898708	0.03999600039996	0.127700598924065
A2M	0.670503095300378	0.00604040868646955	0.00447341991655573	0.0336454484974001	71	Pericytes	fibrillar_collagen	0.00110244337486712	0.0080071261204155	0.420997058244623	0.0406959304069593	0.127700598924065
NRP1	0.714840003487668	0.00601855562197404	0.00445156685206022	0.0280442745301876	72	Pericytes	fibrillar_collagen	0.00105529239734153	0.00717031322534376	0.473657753571269	0.0421957804219578	0.127700598924065
MMP2	0.716017089545737	0.00599275004716286	0.00442576127724905	0.0351794030520322	73	Pericytes	fibrillar_collagen	0.00112182950306654	0.00801499386681757	0.412218877404377	0.0415958404159584	0.127700598924065
CTSG	0.669326009242304	0.00595266531554331	0.0043856765456295	0.028486569761808	74	Pericytes	fibrillar_collagen	0.00101884745039584	0.00688016249017253	0.489353136650879	0.0430956904309569	0.127700598924065
COL27A1	0.734545296015352	0.00591069491813866	0.00434370614822485	0.0331986274546466	75	Pericytes	fibrillar_collagen	0.00111058231504325	0.00799607273881659	0.404338972241527	0.0422957704229577	0.127700598924065
VTN	0.665228005929028	0.00585443571381486	0.00428744694390105	0.0224092177466999	76	Pericytes	fibrillar_collagen	0.00103713136021139	0.00682805263526782	0.476023803170663	0.0431956804319568	0.127700598924065
BACE1	0.600880634754557	0.00585313869006533	0.00428614992015152	0.0240352500746438	77	Pericytes	fibrillar_collagen	0.00112071919167632	0.00806570243021662	0.392455679571877	0.0417958204179582	0.127700598924065
TGFBI	0.711395936873316	0.00584732982247301	0.00428034105255919	0.0322261052174272	78	Pericytes	fibrillar_collagen	0.00109872463363486	0.00799050626118361	0.398174573040513	0.0411958804119588	0.127700598924065
LPL	0.685630830935568	0.0058371492136199	0.00427016044370608	0.0264786805780798	79	Pericytes	fibrillar_collagen	0.000981152964455121	0.00665270088133483	0.494386796869039	0.042995700429957	0.127700598924065
COL5A2	0.733847763536495	0.00583089261642935	0.00426390384651553	0.0246628455175154	80	Pericytes	fibrillar_collagen	0.000989960913081526	0.00671396871018093	0.487631544732919	0.0426957304269573	0.127700598924065
HAS1	0.693870433342051	0.00580919340029468	0.00424220463038087	0.0362999854386132	81	Pericytes	fibrillar_collagen	0.0011577287938193	0.0084244192394835	0.366135130372581	0.0434956504349565	0.127700598924065
TNC	0.739079257127915	0.00579258142158596	0.00422559265167215	0.020098914224464	82	Pericytes	fibrillar_collagen	0.000962620894350558	0.00662750468207352	0.492337903004048	0.0433956604339566	0.127700598924065
LAMB3	0.678786293486794	0.00578232406804213	0.00421533529812831	0.0314600685872102	83	Pericytes	fibrillar_collagen	0.00109437683050961	0.00774921175643394	0.402745281160689	0.0435956404359564	0.127700598924065
TGFB3	0.869169064434563	0.00577745415658761	0.00421046538667379	0.0251470644606931	84	Pericytes	fibrillar_collagen	0.00117264799874664	0.00838468825852102	0.362305346873205	0.0475952404759524	0.127700598924065
FBN1	0.753683843403958	0.00577560104760572	0.0042086122776919	0.0295067663211243	85	Pericytes	fibrillar_collagen	0.00101930666712524	0.0071025084150908	0.449039328667362	0.0421957804219578	0.127700598924065
MMP9	0.693085709303342	0.0057696863092283	0.00420269753931448	0.0227271558935211	86	Pericytes	fibrillar_collagen	0.00107357373261862	0.00792539123289393	0.394822629538917	0.0414958504149585	0.127700598924065
S100A4	0.693565262882555	0.00572051298628685	0.00415352421637303	0.032381694678108	87	Pericytes	fibrillar_collagen	0.00109704633461038	0.00832424749959155	0.367177679653641	0.0446955304469553	0.127700598924065
FST	0.750675734588898	0.00567052726350214	0.00410353849358832	0.0369364134185534	88	Pericytes	fibrillar_collagen	0.00110221320912707	0.00810000627087761	0.370533698875281	0.0437956204379562	0.127700598924065
CEACAM6	0.703287121806611	0.00565445206972101	0.0040874632998072	0.0345292498844111	89	Pericytes	fibrillar_collagen	0.0011373257329362	0.00814884299475367	0.36203146492948	0.0465953404659534	0.127700598924065
SPP1	0.679701804865289	0.00553774758477157	0.00397075881485775	0.0208277038239898	90	Pericytes	fibrillar_collagen	0.000980631710012314	0.0068723269595703	0.435096747060533	0.0448955104489551	0.127700598924065
LAMA5	0.71767372918302	0.00553429721663384	0.00396730844672002	0.0334655695540384	91	Pericytes	fibrillar_collagen	0.00110940909196928	0.0080586932502382	0.354635579988885	0.0472952704729527	0.127700598924065
MCAM	0.731755166099926	0.00551850199126932	0.0039515132213555	0.0280662017909919	92	Pericytes	fibrillar_collagen	0.00121746633122159	0.00875327449950869	0.312345613094547	0.0490950904909509	0.127700598924065
SPON2	0.607899555323045	0.00551704369981513	0.00395005492990131	0.0304175289515892	93	Pericytes	fibrillar_collagen	0.00113540532285259	0.008389066617749	0.335514036936324	0.0461953804619538	0.127700598924065
KIRREL1	0.700453396111259	0.00550265864027418	0.00393566987036037	0.0321880507607595	94	Pericytes	fibrillar_collagen	0.00115506354505766	0.00838274423196799	0.331705972215964	0.0470952904709529	0.127700598924065
FBLN1	0.753771034963821	0.00549961861952944	0.00393262984961563	0.0321843234173098	95	Pericytes	fibrillar_collagen	0.00109630013481644	0.00810345420479443	0.350014900204047	0.0464953504649535	0.127700598924065
VCAN	0.721379370476941	0.00548533153445073	0.00391834276453691	0.0347887879895746	96	Pericytes	fibrillar_collagen	0.00110320942142677	0.0080156330976394	0.351205364419586	0.0468953104689531	0.127700598924065
COL8A2	0.712878193390885	0.00548252305111122	0.0039155342811974	0.0236747333544298	97	Pericytes	fibrillar_collagen	0.00105689759065392	0.00748898225447667	0.381712306613449	0.0468953104689531	0.127700598924065
COL16A1	0.710044467695533	0.00547934284347307	0.00391235407355925	0.0212009762652575	98	Pericytes	fibrillar_collagen	0.00102970356762054	0.00726970884783549	0.396529017361817	0.0471952804719528	0.127700598924065
HDC	0.578821170110735	0.00543239568574276	0.00386540691582894	0.0290456934222886	99	Pericytes	fibrillar_collagen	0.00108270966441539	0.00797987049951946	0.348714587734365	0.0454954504549545	0.127700598924065
CD320	0.715145173947166	0.00542729958504004	0.00386031081512622	0.0328574242934744	100	Pericytes	fibrillar_collagen	0.00116067499370793	0.00841279508583025	0.32089641954614	0.0498950104989501	0.127700598924065
BMP5	0.746795710175261	0.00540679168347088	0.00383980291355706	0.0347265332856282	101	Pericytes	fibrillar_collagen	0.00109631626027641	0.00809009174039574	0.339116877943642	0.0497950204979502	0.127700598924065
SDC2	0.662830238032962	0.00540503231453391	0.00383804354462009	0.030397923207914	102	Pericytes	fibrillar_collagen	0.00109854909402508	0.00795555857558161	0.344349730388948	0.0495950404959504	0.127700598924065
TIMP1	0.761792658470661	0.00540095439421284	0.00383396562429903	0.0222399338437872	103	Pericytes	fibrillar_collagen	0.000945400258019732	0.00582955088873853	0.495503928417436	0.0492950704929507	0.127700598924065
PTPRK	0.706469613741394	0.00539799077594599	0.00383100200603218	0.0333591406872277	104	Pericytes	fibrillar_collagen	0.00111795071744991	0.0080890015947115	0.33540001900309	0.0497950204979502	0.127700598924065
COL4A2	0.716540238904878	0.00537766020020962	0.0038106714302958	0.0301703836578467	105	Pericytes	fibrillar_collagen	0.001066714342994	0.00748591679554583	0.366549236685943	0.0486951304869513	0.127700598924065
PLA2G2A	0.696616967477552	0.00536551138930377	0.00379852261938996	0.0335848422891373	106	Pericytes	fibrillar_collagen	0.00111051818424601	0.00801785366077956	0.335252369133736	0.0483951604839516	0.127700598924065
COL4A4	0.730752463161569	0.00535696100329416	0.00378997223338034	0.0290367256009327	107	Pericytes	fibrillar_collagen	0.00106743368263292	0.00753723364912683	0.361211908438425	0.0486951304869513	0.127700598924065
TGM2	0.739166448687773	0.00534807729752557	0.00378108852761175	0.0234807354872294	108	Pericytes	fibrillar_collagen	0.00107350602041046	0.00750944998560129	0.360556700210114	0.0487951204879512	0.127700598924065
LAMB2	0.730185718022501	0.00532078020244804	0.00375379143253423	0.0322691267573282	109	Pericytes	fibrillar_collagen	0.00112305549967286	0.00799319366464442	0.329122005950846	0.052994700529947	0.127700598924065
ICAM4	0.711439532653245	0.00530574671777254	0.00373875794785873	0.0319132674496157	110	Pericytes	fibrillar_collagen	0.00110867777393953	0.00794917669429131	0.33086195905143	0.0503949605039496	0.127700598924065
LAMC2	0.714273258348597	0.0052889512326987	0.00372196246278489	0.0291255408100416	111	Pericytes	fibrillar_collagen	0.00112769253655255	0.00793840745531168	0.326799794648545	0.0494950504949505	0.127700598924065
NTM	0.715886302205947	0.00527398904263167	0.00370700027271785	0.0344464818595951	112	Pericytes	fibrillar_collagen	0.00110751887111679	0.00806457549432917	0.322333321007281	0.0501949805019498	0.127700598924065
VWF	0.72582614002965	0.00525903787844649	0.00369204910853268	0.0246599530172758	113	Pericytes	fibrillar_collagen	0.00107600059397846	0.00759989050564465	0.344221869066561	0.0517948205179482	0.127700598924065
GAS6	0.713532130089806	0.00525327254548653	0.00368628377557271	0.0358117998363152	114	Pericytes	fibrillar_collagen	0.00114276550208491	0.00834858623020263	0.304664550781799	0.0513948605139486	0.127700598924065
SEMA3G	0.712834597610955	0.00525079444901218	0.00368380567909836	0.031066081501038	115	Pericytes	fibrillar_collagen	0.00119559019070532	0.00844666025597196	0.294579799943277	0.0531946805319468	0.127700598924065
HAS2	0.615921178829889	0.00524732831142833	0.00368033954151452	0.0275999377709856	116	Pericytes	fibrillar_collagen	0.00106818049785486	0.00750229794044014	0.348181192535578	0.0516948305169483	0.127700598924065
PECAM1	0.707210742000179	0.00524437830093899	0.00367738953102517	0.030902993511711	117	Pericytes	fibrillar_collagen	0.001144115194455	0.00838317476707718	0.302185557018204	0.050994900509949	0.127700598924065
F8	0.671418606678876	0.00521239856128709	0.00364540979137327	0.0247058583373136	118	Pericytes	fibrillar_collagen	0.000945224367729248	0.00604505033450343	0.446677078639384	0.0500949905009499	0.127700598924065
PDGFD	0.753814630743743	0.00520516904797753	0.00363818027806371	0.0420588536377603	119	Pericytes	fibrillar_collagen	0.00111269622553611	0.00829756319092405	0.304364545881373	0.0510948905109489	0.127700598924065
JAG1	0.82644520010463	0.00520428012464328	0.00363729135472946	0.0404623461584584	120	Pericytes	fibrillar_collagen	0.00120271907738544	0.00852924989521685	0.285438028812982	0.054994500549945	0.127700598924065
GNAS	0.734632487575204	0.00517425720664423	0.00360726843673042	0.0200431163742715	121	Pericytes	fibrillar_collagen	0.00110372680554256	0.00825845514672933	0.303148904571984	0.0526947305269473	0.127700598924065
C3	0.689249280669635	0.00516587767589252	0.0035988889059787	0.027898080455025	122	Pericytes	fibrillar_collagen	0.00110798416667665	0.00790361554310775	0.315160160019956	0.0527947205279472	0.127700598924065
GDF10	0.735199232714278	0.00515906145088366	0.00359207268096984	0.0257165392035771	123	Pericytes	fibrillar_collagen	0.00100832182626397	0.00683363020561754	0.378093455010473	0.0528947105289471	0.127700598924065
OCLN	0.747667625773828	0.00514508661500356	0.00357809784508974	0.0348302183760891	124	Pericytes	fibrillar_collagen	0.00111627075294073	0.00812784464184573	0.302888059581557	0.0555944405559444	0.127700598924065
CCN1	0.735242828494202	0.00513402725193288	0.00356703848201907	0.0322312755754168	125	Pericytes	fibrillar_collagen	0.00105424246535284	0.00731565074936368	0.343482227727286	0.055994400559944	0.127700598924065
HSPG2	0.713401342750027	0.0051067948823493	0.00353980611243548	0.0224515078194236	126	Pericytes	fibrillar_collagen	0.000928204009068182	0.0056237792679912	0.46438559888574	0.0531946805319468	0.127700598924065
MDK	0.648138460197056	0.00509052162688738	0.00352353285697357	0.0184180128197054	127	Pericytes	fibrillar_collagen	0.00103267863325726	0.00726726748850478	0.342749764977866	0.0543945605439456	0.127700598924065
COL12A1	0.720333071758658	0.00502789303382384	0.00346090426391002	0.0257833556799004	128	Pericytes	fibrillar_collagen	0.00105873728361871	0.00732141747204235	0.328101353250823	0.0568943105689431	0.127700598924065
NTN1	0.651320952131836	0.00500935763712191	0.00344236886720809	0.0253509456265852	129	Pericytes	fibrillar_collagen	0.000976557617705296	0.0063425554987939	0.38877251448122	0.0546945305469453	0.127700598924065
PCSK9	0.741738599703553	0.00497891557754776	0.00341192680763394	0.0260316590928176	130	Pericytes	fibrillar_collagen	0.000989923018277311	0.00672882490084611	0.359944540844283	0.0541945805419458	0.127700598924065
DUSP18	0.7127474060511	0.004955379214246	0.00338839044433218	0.0312795174169027	131	Pericytes	fibrillar_collagen	0.0010968574816955	0.00794827816956571	0.288305581882006	0.0555944405559444	0.127700598924065
NCAM1	0.72839829104543	0.00493415442818989	0.00336716565827607	0.0339249117494876	132	Pericytes	fibrillar_collagen	0.00112117389507546	0.00803632623980758	0.2794799136047	0.0584941505849415	0.127700598924065
IL16	0.658906617839396	0.00493034159722779	0.00336335282731398	0.0270559019317993	133	Pericytes	fibrillar_collagen	0.00115853119072127	0.00842797180681272	0.261607618906656	0.0571942805719428	0.127700598924065
SERPINE1	0.675778184671726	0.00492926506648627	0.00336227629657245	0.0254907305196893	134	Pericytes	fibrillar_collagen	0.00101386406913328	0.00690426509597543	0.340139347894984	0.0568943105689431	0.127700598924065
MXRA5	0.702720376667542	0.0049140629216153	0.00334707415170149	0.0283496544632759	135	Pericytes	fibrillar_collagen	0.000976574475727825	0.00614327449107149	0.385869079986398	0.0585941405859414	0.127700598924065
COL6A6	0.695788647658911	0.00490345555477023	0.00333646678485641	0.0283740147396465	136	Pericytes	fibrillar_collagen	0.00110633860175786	0.00797704857908451	0.279568083482136	0.0576942305769423	0.127700598924065
SIRPB2	0.689903217368562	0.00489944714804473	0.00333245837813092	0.0252020783507713	137	Pericytes	fibrillar_collagen	0.00102064318094394	0.0067757987465568	0.341187110724289	0.0587941205879412	0.127700598924065
