**** Job starts ****
Tue Apr 16 04:06:55 PM EDT 2024
**** JHPCE info ****
User: jbenjami
Job id: 
Job name: 
Hostname: compute-095

Currently Loaded Modules:
  1) JHPCE_ROCKY9_DEFAULT_ENV   2) JHPCE_tools/3.0

 

**** Download fine mapping ****
--2024-04-16 16:06:55--  https://storage.googleapis.com/adult-gtex/bulk-qtl/v8/fine-mapping-cis-eqtl/GTEx_v8_finemapping_DAPG.tar
Resolving storage.googleapis.com (storage.googleapis.com)... 172.253.115.207, 142.250.31.207, 172.253.122.207, ...
Connecting to storage.googleapis.com (storage.googleapis.com)|172.253.115.207|:443... connected.
HTTP request sent, awaiting response... 200 OK
Length: 761794560 (727M) [application/x-tar]
Saving to: ‘GTEx_v8_finemapping_DAPG.tar’

     0K .......... .......... .......... .......... ..........  0% 1.67M 7m14s
 11200K .......... .......... .......... .......... ..........  1%  118M 21s
 11250K .......... .......... .......... .......... ..........  1%  121M 20s
 11300K .......... .......... .......... .......... ..........  1%  125M 20s
 11350K .......... .......... .......... .......... ..........  1%  116M 20s
 11400K .......... .......... .......... .......... ..........  1%  131M 20s
 11450K .......... .......... .......... .......... ..........  1%  135M 20s
 11500K .......... .......... .......... .......... ..........  1%  132M 20s
 11550K .......... .......... .......... .......... ..........  1%  114M 20s
 11600K .......... .......... .......... .......... ..........  1%  133M 20s
 11650K .......... .......... .......... .......... ..........  1%  139M 20s
 11700K .......... .......... .......... .......... ..........  1%  129M 20s
 11750K .......... .......... .......... .......... ..........  1%  109M 20s
 11800K .......... .......... .......... .......... ..........  1%  130M 20s
 11850K .......... .......... .......... .......... ..........  1%  124M 20s
 11900K .......... .......... .......... .......... ..........  1%  132M 20s
 11950K .......... .......... .......... .......... ..........  1%  107M 20s
 12000K .......... .......... .......... .......... ..........  1%  126M 20s
 12050K .......... .......... .......... .......... ..........  1%  133M 20s
 12100K .......... .......... .......... .......... ..........  1%  127M 19s
 12150K .......... .......... .......... .......... ..........  1%  120M 19s
 12200K .......... .......... .......... .......... ..........  1%  130M 19s
 12250K .......... .......... .......... .......... ..........  1%  129M 19s
 12300K .......... .......... .......... .......... ..........  1%  128M 19s
 12350K .......... .......... .......... .......... ..........  1%  101M 19s
 12400K .......... .......... .......... .......... ..........  1%  131M 19s
 12450K .......... .......... .......... .......... ..........  1%  125M 19s
 12500K .......... .......... .......... .......... ..........  1%  124M 19s
 12550K .......... .......... .......... .......... ..........  1%  115M 19s
 12600K .......... .......... .......... .......... ..........  1%  126M 19s
 12650K .......... .......... .......... .......... ..........  1%  136M 19s
 12700K .......... .......... .......... .......... ..........  1%  128M 19s
 12750K .......... .......... .......... .......... ..........  1%  105M 19s
 12800K .......... .......... .......... .......... ..........  1%  134M 19s
 12850K .......... .......... .......... .......... ..........  1%  132M 19s
 12900K .......... .......... .......... .......... ..........  1%  129M 19s
 12950K .......... .......... .......... .......... ..........  1%  117M 19s
 13000K .......... .......... .......... .......... ..........  1%  123M 18s
 13050K .......... .......... .......... .......... ..........  1%  130M 18s
 13100K .......... .......... .......... .......... ..........  1%  134M 18s
 13150K .......... .......... .......... .......... ..........  1%  112M 18s
 13200K .......... .......... .......... .......... ..........  1%  138M 18s
 13250K .......... .......... .......... .......... ..........  1%  130M 18s
 13300K .......... .......... .......... .......... ..........  1%  131M 18s
 13350K .......... .......... .......... .......... ..........  1%  119M 18s
 13400K .......... .......... .......... .......... ..........  1%  133M 18s
 13450K .......... .......... .......... .......... ..........  1%  133M 18s
 13500K .......... .......... .......... .......... ..........  1%  132M 18s
 13550K .......... .......... .......... .......... ..........  1%  107M 18s
 13600K .......... .......... .......... .......... ..........  1%  138M 18s
 13650K .......... .......... .......... .......... ..........  1%  134M 18s
 13700K .......... .......... .......... .......... ..........  1%  140M 18s
 13750K .......... .......... .......... .......... ..........  1%  122M 18s
 13800K .......... .......... .......... .......... ..........  1%  131M 18s
 13850K .......... .......... .......... .......... ..........  1%  136M 18s
 13900K .......... .......... .......... .......... ..........  1%  133M 18s
 13950K .......... .......... .......... .......... ..........  1%  114M 18s
 14000K .......... .......... .......... .......... ..........  1%  126M 18s
 14050K .......... .......... .......... .......... ..........  1%  126M 17s
 14100K .......... .......... .......... .......... ..........  1%  136M 17s
 14150K .......... .......... .......... .......... ..........  1%  118M 17s
 14200K .......... .......... .......... .......... ..........  1%  134M 17s
 14250K .......... .......... .......... .......... ..........  1%  136M 17s
 14300K .......... .......... .......... .......... ..........  1%  124M 17s
 14350K .......... .......... .......... .......... ..........  1%  102M 17s
 14400K .......... .......... .......... .......... ..........  1%  123M 17s
 14450K .......... .......... .......... .......... ..........  1%  133M 17s
 14500K .......... .......... .......... .......... ..........  1%  128M 17s
 14550K .......... .......... .......... .......... ..........  1%  106M 17s
 14600K .......... .......... .......... .......... ..........  1%  126M 17s
 14650K .......... .......... .......... .......... ..........  1%  125M 17s
 14700K .......... .......... .......... .......... ..........  1%  112M 17s
 14750K .......... .......... .......... .......... ..........  1%  102M 17s
 14800K .......... .......... .......... .......... ..........  1%  120M 17s
 14850K .......... .......... .......... .......... ..........  2%  135M 17s
 14900K .......... .......... .......... .......... ..........  2%  132M 17s
 14950K .......... .......... .......... .......... ..........  2%  116M 17s
 15000K .......... .......... .......... .......... ..........  2%  134M 17s
 15050K .......... .......... .......... .......... ..........  2%  131M 17s
 15100K .......... .......... .......... .......... ..........  2%  139M 17s
 15150K .......... .......... .......... .......... ..........  2%  110M 17s
 15200K .......... .......... .......... .......... ..........  2%  135M 17s
 15250K .......... .......... .......... .......... ..........  2%  137M 17s
 15300K .......... .......... .......... .......... ..........  2%  126M 17s
 15350K .......... .......... .......... .......... ..........  2%  121M 16s
 15400K .......... .......... .......... .......... ..........  2%  131M 16s
 15450K .......... .......... .......... .......... ..........  2%  130M 16s
 15500K .......... .......... .......... .......... ..........  2%  135M 16s
 15550K .......... .......... .......... .......... ..........  2% 88.9M 16s
 15600K .......... .......... .......... .......... ..........  2%  134M 16s
 15650K .......... .......... .......... .......... ..........  2%  131M 16s
 15700K .......... .......... .......... .......... ..........  2%  134M 16s
 15750K .......... .......... .......... .......... ..........  2%  120M 16s
 15800K .......... .......... .......... .......... ..........  2%  111M 16s
 15850K .......... .......... .......... .......... ..........  2%  126M 16s
 15900K .......... .......... .......... .......... ..........  2% 11.1M 16s
 15950K .......... .......... .......... .......... ..........  2%  107M 16s
 16000K .......... .......... .......... .......... ..........  2%  126M 16s
 16050K .......... .......... .......... .......... ..........  2%  118M 16s
 16100K .......... .......... .......... .......... ..........  2%  133M 16s
 16150K .......... .......... .......... .......... ..........  2%  120M 16s
 16200K .......... .......... .......... .......... ..........  2%  138M 16s
 16250K .......... .......... .......... .......... ..........  2%  138M 16s
 16300K .......... .......... .......... .......... ..........  2%  115M 16s
 16350K .......... .......... .......... .......... ..........  2% 2.07M 17s
 16400K .......... .......... .......... .......... ..........  2% 95.2M 17s
 16450K .......... .......... .......... .......... ..........  2%  122M 17s
 16500K .......... .......... .......... .......... ..........  2%  124M 17s
 16550K .......... .......... .......... .......... ..........  2%  116M 17s
 16600K .......... .......... .......... .......... ..........  2%  112M 17s
 16650K .......... .......... .......... .......... ..........  2%  130M 17s
 16700K .......... .......... .......... .......... ..........  2%  136M 17s
 16750K .......... .......... .......... .......... ..........  2%  130M 17s
 16800K .......... .......... .......... .......... ..........  2%  112M 17s
 16850K .......... .......... .......... .......... ..........  2%  135M 17s
 16900K .......... .......... .......... .......... ..........  2%  138M 17s
 16950K .......... .......... .......... .......... ..........  2%  143M 17s
 17000K .......... .......... .......... .......... ..........  2%  122M 17s
 17050K .......... .......... .......... .......... ..........  2%  134M 17s
 17100K .......... .......... .......... .......... ..........  2%  136M 16s
 17150K .......... .......... .......... .......... ..........  2%  134M 16s
 17200K .......... .......... .......... .......... ..........  2%  114M 16s
 17250K .......... .......... .......... .......... ..........  2%  134M 16s
 17300K .......... .......... .......... .......... ..........  2%  118M 16s
 17350K .......... .......... .......... .......... ..........  2%  136M 16s
 17400K .......... .......... .......... .......... ..........  2%  113M 16s
 17450K .......... .......... .......... .......... ..........  2%  137M 16s
 17500K .......... .......... .......... .......... ..........  2%  129M 16s
 17550K .......... .......... .......... .......... ..........  2%  426K 21s
 17600K .......... .......... .......... .......... ..........  2%  114M 21s
 17650K .......... .......... .......... .......... ..........  2%  118M 21s
 17700K .......... .......... .......... .......... ..........  2%  123M 21s
 17750K .......... .......... .......... .......... ..........  2%  114M 21s
 17800K .......... .......... .......... .......... ..........  2%  124M 21s
 17850K .......... .......... .......... .......... ..........  2%  125M 21s
 17900K .......... .......... .......... .......... ..........  2%  124M 21s
 17950K .......... .......... .......... .......... ..........  2%  105M 21s
 18000K .......... .......... .......... .......... ..........  2%  126M 21s
 18050K .......... .......... .......... .......... ..........  2%  126M 21s
 18100K .......... .......... .......... .......... ..........  2%  132M 21s
 18150K .......... .......... .......... .......... ..........  2%  112M 21s
 18200K .......... .......... .......... .......... ..........  2%  122M 20s
 18250K .......... .......... .......... .......... ..........  2%  126M 20s
 18300K .......... .......... .......... .......... ..........  2%  123M 20s
 18350K .......... .......... .......... .......... ..........  2%  111M 20s
 18400K .......... .......... .......... .......... ..........  2%  125M 20s
 18450K .......... .......... .......... .......... ..........  2%  134M 20s
 18500K .......... .......... .......... .......... ..........  2%  127M 20s
 18550K .......... .......... .......... .......... ..........  2%  107M 20s
 18600K .......... .......... .......... .......... ..........  2%  130M 20s
 18650K .......... .......... .......... .......... ..........  2%  123M 20s
 18700K .......... .......... .......... .......... ..........  2%  132M 20s
 18750K .......... .......... .......... .......... ..........  2% 93.5M 20s
 18800K .......... .......... .......... .......... ..........  2%  117M 20s
 18850K .......... .......... .......... .......... ..........  2%  121M 20s
 18900K .......... .......... .......... .......... ..........  2%  125M 20s
 18950K .......... .......... .......... .......... ..........  2%  119M 20s
 19000K .......... .......... .......... .......... ..........  2%  118M 20s
 19050K .......... .......... .......... .......... ..........  2%  126M 20s
 19100K .......... .......... .......... .......... ..........  2%  121M 20s
 19150K .......... .......... .......... .......... ..........  2%  101M 20s
 19200K .......... .......... .......... .......... ..........  2%  133M 20s
 19250K .......... .......... .......... .......... ..........  2%  123M 20s
 19300K .......... .......... .......... .......... ..........  2%  118M 20s
 19350K .......... .......... .......... .......... ..........  2%  124M 20s
 19400K .......... .......... .......... .......... ..........  2%  126M 20s
 19450K .......... .......... .......... .......... ..........  2%  134M 20s
 19500K .......... .......... .......... .......... ..........  2%  133M 19s
 19550K .......... .......... .......... .......... ..........  2%  108M 19s
 19600K .......... .......... .......... .......... ..........  2%  135M 19s
 19650K .......... .......... .......... .......... ..........  2%  130M 19s
 19700K .......... .......... .......... .......... ..........  2%  132M 19s
 19750K .......... .......... .......... .......... ..........  2%  118M 19s
 19800K .......... .......... .......... .......... ..........  2%  126M 19s
 19850K .......... .......... .......... .......... ..........  2%  132M 19s
 19900K .......... .......... .......... .......... ..........  2%  129M 19s
 19950K .......... .......... .......... .......... ..........  2%  110M 19s
 20000K .......... .......... .......... .......... ..........  2%  130M 19s
 20050K .......... .......... .......... .......... ..........  2%  130M 19s
 20100K .......... .......... .......... .......... ..........  2%  130M 19s
 20150K .......... .......... .......... .......... ..........  2%  114M 19s
 20200K .......... .......... .......... .......... ..........  2%  124M 19s
 20250K .......... .......... .......... .......... ..........  2%  135M 19s
 20300K .......... .......... .......... .......... ..........  2%  128M 19s
 20350K .......... .......... .......... .......... ..........  2% 93.8M 19s
 20400K .......... .......... .......... .......... ..........  2%  123M 19s
 20450K .......... .......... .......... .......... ..........  2%  135M 19s
 20500K .......... .......... .......... .......... ..........  2%  137M 19s
 20550K .......... .......... .......... .......... ..........  2% 10.8M 19s
 20600K .......... .......... .......... .......... ..........  2%  118M 19s
 20650K .......... .......... .......... .......... ..........  2%  130M 19s
 20700K .......... .......... .......... .......... ..........  2%  127M 19s
 20750K .......... .......... .......... .......... ..........  2%  101M 19s
 20800K .......... .......... .......... .......... ..........  2%  127M 19s
 20850K .......... .......... .......... .......... ..........  2%  126M 19s
 20900K .......... .......... .......... .......... ..........  2%  130M 19s
 20950K .......... .......... .......... .......... ..........  2%  122M 19s
 21000K .......... .......... .......... .......... ..........  2%  126M 19s
 21050K .......... .......... .......... .......... ..........  2%  131M 19s
 21100K .......... .......... .......... .......... ..........  2%  124M 19s
 21150K .......... .......... .......... .......... ..........  2%  102M 19s
 21200K .......... .......... .......... .......... ..........  2%  125M 18s
 21250K .......... .......... .......... .......... ..........  2%  106M 18s
 21300K .......... .......... .......... .......... ..........  2%  124M 18s
 21350K .......... .......... .......... .......... ..........  2% 99.7M 18s
 21400K .......... .......... .......... .......... ..........  2%  118M 18s
 21450K .......... .......... .......... .......... ..........  2%  121M 18s
 21500K .......... .......... .......... .......... ..........  2%  117M 18s
 21550K .......... .......... .......... .......... ..........  2%  102M 18s
 21600K .......... .......... .......... .......... ..........  2%  110M 18s
 21650K .......... .......... .......... .......... ..........  2%  122M 18s
 21700K .......... .......... .......... .......... ..........  2%  120M 18s
 21750K .......... .......... .......... .......... ..........  2%  136M 18s
 21800K .......... .......... .......... .......... ..........  2%  132M 18s
 21850K .......... .......... .......... .......... ..........  2%  124M 18s
 21900K .......... .......... .......... .......... ..........  2%  111M 18s
 21950K .......... .......... .......... .......... ..........  2%  133M 18s
 22000K .......... .......... .......... .......... ..........  2%  127M 18s
 22050K .......... .......... .......... .......... ..........  2%  132M 18s
 22100K .......... .......... .......... .......... ..........  2%  108M 18s
 22150K .......... .......... .......... .......... ..........  2%  128M 18s
 22200K .......... .......... .......... .......... ..........  2%  126M 18s
 22250K .......... .......... .......... .......... ..........  2%  125M 18s
 22300K .......... .......... .......... .......... ..........  3%  108M 18s
 22350K .......... .......... .......... .......... ..........  3%  125M 18s
