FGR
ISLR
PALLD
CD68
CDKN2D
KLK10
RNASE1
FOXJ1
CDKN1C
RPS4Y1
CNN1
APOE
APOC1
GADD45G
PLVAP
BST2
USHBP1
STK33
GDF15
LSP1
COL5A1
CALY
GMFG
MPP1
ZNF331
RGN
AKAP12
SYNE1
LILRB2
BPIFA2
COX4I2
HIGD1B
IDO1
GALNT15
NAPSA
AOC3
RAMP2
TMEM204
CA6
MAP1B
TOP2A
CHSY1
MATN3
FCRLA
RAMP1
PTPRE
SERPINF1
JCHAIN
CLEC10A
HSPA12B
NES
SYT11
ALOX5AP
CHI3L1
CHIT1
POSTN
STOML3
BEX1
MYH11
GIMAP6
GIMAP4
NTS
LRRIQ1
SFTPD
DYDC2
SPINK5
CA1
LYVE1
PEBP4
ADAMDEC1
GSTM3
PTPN22
FKBP11
SAA2
FST
GRP
IL2RA
EMP1
KLRD1
KLRC1
PRH2
RAB33A
TCN1
C5AR2
PDGFRA
COL4A2
CLDN10
ADAMTS8
ETS1
CTSL
TMEM2
ADAM19
HAVCR2
SDS
TBX3
CCDC146
CD36
HILPDA
CGA
TESPA1
KRT7
PKIB
DYSF
DOCK10
ITM2C
SERPINE2
WNT10A
CYP27A1
PLXNC1
LMO7
SCEL
EDNRB
LCP1
GPNMB
RAPGEF5
IL6
AOAH
MYO1G
NKX2-1
LIMD2
SCN7A
BLK
IL10
IL1RN
GYPC
WDR38
ENPP2
MYC
IL33
CCL21
SIT1
SPAG8
PIM1
IRF4
IER3
RNF144B
FGFBP1
FGFBP2
SLCO2B1
SYTL2
LRRC32
SORL1
MMP7
C11orf70
FXYD6
MMP13
THBS1
NUSAP1
GCHFR
IFI44L
ARHGAP29
CLCA2
CYP1B1
EMILIN1
CH25H
DUSP5
KIF20B
ENTPD1
RBP4
STAT4
SLC40A1
MNS1
RASGEF1B
IL21
MMRN1
CXCL9
CNOT6L
ANXA3
LEF1
SLC39A8
KIF21A
KLRG1
CD27
GLIPR1
PHLDA1
DUSP6
LUM
ASCL1
CCDC65
ITGB7
GALNT6
LPAR6
VPS37B
RHOF
GPR65
AK7
FBLN5
WARS
DUOXA2
FGF7
HDC
PSTPIP1
BCL2A1
DNAJA4
TPM1
CYP1A1
RHCG
MCTP2
ITGAX
TGFB1I1
IGSF6
CMTM3
CDH11
CDH13
IRF8
SKAP1
LRRC46
ABCA8
ADCYAP1
SLC14A1
PIK3R5
PMAIP1
PNMT
IGFBP4
PLPP2
IFITM3
COL6A1
COL6A2
IL19
EMP3
MYO1F
SIGLEC10
FHAD1
FCN3
HSPG2
CYR61
TINAGL1
CYP4B1
C1orf162
CD53
ITGA10
XCL1
XCL2
DPT
FCGR2A
RGS5
FCRL5
CRABP2
RGS16
ECM1
CTSK
SELENBP1
C1orf56
CRNN
S100A8
S100A7
PTPN7
NPHP1
MALL
AFF3
SPAG16
ACKR3
NFKBIZ
COL8A1
PHLDB2
PLA1A
CCDC39
SLIT2
PLAC8
MARCH1
SFRP2
ROPN1L
PLK2
GZMA
PIK3R1
IQGAP2
CXCL14
SPINK7
KCNMB1
GFOD1
PLA2G7
PPP1R18
SCML4
CREB5
IGFBP3
TMEM47
CXorf36
IL2RG
GPC3
CETN2
DOK2
SLC25A37
MAL2
NFIB
PLIN2
NTRK2
GSN
LCN2
ZEB1
ADIRF
ANKRD1
MKI67
ADAM12
ADM
SCGB1A1
SYT8
SERPING1
SERPINH1
NCAM1
GGTLC1
MS4A3
MS4A2
ESAM
TAGLN
CDC42EP2
KLRF1
FCGR1A
ARID5B
CD226
RGS18
PRSS23
ENKUR
CACNA2D4
ATP6V1G3
AKR1C2
ADAM8
FLI1
PARP8
DST
BAG3
HSPB8
PDE3B
CAMK4
ZFP36L2
SPEF2
SPARCL1
CAPSL
GJA1
CCNO
TCTEX1D1
WDR78
JAKMIP1
NR4A2
CD96
FAM81B
LPCAT1
C16orf89
CD8A
CNKSR3
FAM92B
CHST9
THY1
DNAAF1
ROBO4
ABI3BP
ANGPT1
ABCA6
UCHL1
GBP5
CCDC173
PDLIM3
SORBS2
JAM2
ADAMTS1
OXNAD1
DKK2
SAMSN1
XAGE2
PIK3AP1
TTN
VSIG4
OTOA
SPAG17
SLC26A2
SLA
CFAP70
WIF1
KCNMA1
BATF
CXCL13
TSPAN7
RPGR
PPP2R2B
MS4A1
FBXO32
SST
NRG1
KIT
HYDIN
TSC22D3
ERG
SLC34A2
DRC1
WDR66
DUSP2
UBXN11
DZIP1L
CD1A
CD1C
DNAH3
CD1E
NCF1
ALAS2
NBL1
CDA
ADAMTS4
FCER1G
STC1
C1QC
RCAN1
CBR3
ACTC1
SCUBE1
PADI4
BTG2
C1R
RGL4
CCDC17
SPON2
TPPP3
AGRP
PIP
TNFRSF13C
PTGIR
TFF3
TFF1
RSPH1
ITGB2
C21orf58
S100B
C9orf116
CFAP157
TMEM190
JAML
CD3G
S100A1
CXCR5
FCRL3
AZGP1
FGFR4
SCGB3A1
DMKN
COX7A1
IKZF3
ITGA5
CD300LG
AQP5
GRASP
ASGR2
CCDC78
ZG16B
PDZK1IP1
TAL1
BSND
RBP7
PDPN
LAPTM5
UBXN10
CAMK2N1
ALPL
TTLL10
MXRA8
C1orf87
NEXN
DNAJB4
ADGRL4
GBP4
GFI1
VCAM1
NLRP3
SLAMF6
OLFML2B
ATF3
SPATA17
IL24
FCMR
PIGR
FRZB
ACTG2
CCDC74A
SPATA18
NOSTRIN
CFAP221
HPGDS
CTSS
SPRR3
SPRR2D
ARHGAP25
S100A9
S100A12
NPPC
GPR155
PBXIP1
COL6A3
PROK2
FSTL1
LMOD1
ELF3
IGFBP7
NEK10
EOMES
TRAT1
FBLN2
MNDA
PYHIN1
EFHB
CTLA4
ICOS
CADPS
ADAMTS9
PTX3
DNASE1L3
PCOLCE2
CXCL3
CXCL5
PPBP
PF4
CXCL1
CPA3
TM4SF18
CCR1
DNALI1
CFAP100
S100P
EMCN
CAMP
SPRY1
HMGB2
HPGD
FAM198B
HHIP
PRMT9
SCGB3A2
SPINK1
ESM1
CDC20B
EBF1
CSF2
SAMD3
IL22RA2
PI16
STK17A
PTTG1
SYTL3
IQUB
HEY1
FABP5
TAGAP
COL1A2
SOX17
DLC1
DEFB1
GPR146
CA3
CTHRC1
GEM
TMEM67
C9orf24
ABCA1
TMEM71
MAMDC2
SVEP1
FBP1
CYBB
CLDN3
AQP3
ARMC3
OTUD1
FOLR2
C10orf10
SLC18A2
CLEC1B
C9orf9
NDRG2
BTNL9
IFI27
ARL5B
HTRA1
JAM3
FBN1
CKB
DPCD
CYYR1
PLEKHF1
TMEM100
CYB5A
PLD4
MFAP4
PRKCB
CLEC4E
CLEC4D
RRAD
CFAP52
MMP10
NNMT
KIAA0101
ANPEP
C15orf48
MS4A7
MS4A8
MS4A15
MAP1A
MEI1
IGF2
CD3D
LPO
CA4
TUBA1A
AXL
NFKBID
LAIR1
LAIR2
KIR3DL1
PPP1R14A
C19orf33
DNAAF3
PSCA
LY6D
TMIGD2
SEMA6B
KLK6
KLK11
KRT1
ANGPTL4
IGFBP6
CD300A
TEKT1
KRT24
ABCA3
NLRC3
SCARA5
PNOC
DDIT4
PTGDR
FOXI1
KIF5C
FAM107A
CX3CR1
FILIP1L
MFSD2A
RHOH
TNXB
SFTPC
SDPR
COL3A1
DYNLRB2
VWA3B
IL7R
PKIG
SFTPB
VAMP5
INPP5D
STXBP6
KLK7
ZBBX
IL13
GCSAML
EFNA1
CXCL10
CXCL11
IL1RAPL1
C22orf15
GP2
RNASE2
RNASE6
CXCL8
SDC2
CD52
SPRR1B
SLC38A11
GPR183
CRCT1
ZEB2
CLIC3
FASN
MT1E
LDB2
AHSP
ITGAM
TM4SF1
GPR25
FABP6
FABP4
FRMPD2
FOS
CST1
KRT8
KRT86
CD14
MZB1
KRT4
HSD17B13
PFKFB3
SERPINB9
EMB
SDR16C5
HTRA3
MTSS1
PLA2G1B
CYTL1
HAS2
S1PR1
FPR2
FPR1
SOX7
GIMAP8
MUC7
LRG1
SOSTDC1
KRT19
KRT15
KRT13
HOPX
PTGER4
FGG
DNAI2
NMUR1
PIK3CD
S100Z
GPR82
GPR34
DEFB4A
BCL2
CFAP46
RRM2
C3AR1
AQP4
SCG2
DRC3
MAL
CD8B
CALB2
CCL11
MALT1
ISG20
ID4
CXCR6
TPSAB1
IL16
CFAP53
SYNPO2
RSPH9
FGGY
CTSW
MUCL1
RASGRP1
KLHL6
RND1
THEMIS
CCL19
EGFL7
MIR4435-2HG
HSPA6
SNCG
MMRN2
C1QB
C1QA
OLR1
SAA1
THAP2
AGR3
NABP1
HEG1
CD7
HOXB2
PIFO
CD34
RP11-23P13.6
SELP
ZNF80
PODN
ANKRD36C
SLCO2A1
KIAA1551
WDR49
CD248
DNAH12
CATSPERD
P2RY14
GPR171
CD164L2
CHST2
UBE2C
DES
MARCKSL1
CSRP2
VWA3A
CATSPER1
CST6
LPL
TBC1D10C
TEX26
NR2F1
SFN
GAPT
A2M
ARL4D
ASCL3
C11orf16
NUPR1
ZNF683
SPHK1
CLEC14A
MAP3K19
NCKAP5
BASP1
TYMS
C8orf4
FIBIN
CASKIN2
GPR4
PTRF
CD163
JUN
ANXA2R
ODF3B
MLF1
CALML3
CTXN1
CD28
MAF
GPR35
KCTD12
THBD
RIIAD1
APOLD1
LGALS7B
ERICH3
GIMAP7
TMEM125
HLA-DQB1
GATA2
EGR3
FCER1A
CDH5
FAM216B
C1orf194
ITLN1
SEPT1
LYNX1
HMHA1
PRF1
S1PR5
NQO1
FCRL6
MAPK15
F2R
RP4-539M6.14
MUC16
CCL13
TMEM45A
FDCSP
PHLDA2
TIGIT
RTKN2
P2RY8
AP1S2
C1S
KIAA2012
IFNL1
TSHZ2
BGN
SATB1
CSF1R
NTM
CRIP2
VMO1
LCK
COL18A1
CADM1
SPNS2
MCEMP1
SLC8A1
GAS6
C10orf107
PMCH
GPR132
MX2
FAM46C
KLRC4
GKN2
FAM167B
C11orf88
FAM101B
LHFP
SLC35F3
FAM162B
CCR4
MAATS1
SH2D1A
CLDN5
TSPYL2
ALDH1A3
TACSTD2
CLECL1
CSF1
BEX5
C6orf58
SOCS3
PDE4B
CLCNKB
FMNL1
FAM227A
EFCAB10
FAM43A
IFITM2
TNFAIP2
PPIL6
IL3RA
SFTPA2
SOCS1
TNFAIP8L1
GPRIN3
KRT6B
MUC1
NDUFA4L2
MORN5
MYBL1
IFIT1
IKZF1
CCDC190
EVI2B
TMPRSS11B
IFITM1
FFAR3
C16orf54
ZNF267
KRT5
BTLA
THBS2
ANKRD37
CD300E
CCDC30
GNG2
AKAP14
KLK12
INSIG1
CFAP73
CXCR3
LILRB4
TNFRSF4
KRT16
KRT14
TNFRSF18
FAM183A
LILRA5
AKR1C1
MT1X
DYNC2H1
BCAM
FPR3
C11orf96
CDHR4
COL4A1
GJA4
ISG15
HIST1H1C
DMBT1
COL14A1
TPRG1
MORN2
NWD1
ARL4C
FAM25A
HEPACAM2
PLA2G2A
HES4
PDCD1
TCTEX1D4
SELL
HBA2
CFAP54
S100A16
SAXO2
PRELP
SNTN
FAM26F
LRRK2
HACD4
CFAP126
SBSN
KIR2DL4
APOD
PLAC9
CLDN4
S100A14
FAM179A
CXCL17
MMP23B
NCR1
HLA-DRB1
AKR1C3
S100A4
CTSE
HRCT1
SFTA2
GIMAP5
MMP1
ADH1B
TCF4
HSH2D
HLA-DQA1
S100A2
ADA
ARID5A
KIAA1211L
LAMB3
FLNA
SRGAP1
ANXA6
DTHD1
NEK5
FAM110D
SERPINA1
TPSB2
LYPD2
C5AR1
CYP2F1
SPN
GZMM
MFAP5
MPEG1
SERPINB2
SERPINB13
DNAH10
NMB
CFAP43
CFD
C4orf22
PRB3
FAM49A
CLEC9A
SULT1C4
BPIFA1
NTRK1
MT1F
TPM2
HLA-DRB5
C1orf228
PLN
ITGBL1
SH2D1B
ARC
FAM3D
SLC5A3
EGFL6
RCSD1
CD247
SELM
CES1
CD3E
DZIP3
TGM2
FCGR3A
FAM229B
FANK1
SPRR2E
SOX18
LDLRAD1
MAFB
HLA-DMA
COL5A2
HLA-DRA
COL15A1
NOTCH4
AGER
SLC44A4
HSPA1B
HSPA1A
AIF1
NCR3
LST1
C9orf135
TTC25
CD177
LRRC10B
SLFN12L
RP11-693J15.5
LGALS7
TMEM231
ADGRG1
MT1H
MT1A
MT1M
SAMD9
KRT6A
C2CD4B
KLRC2
KLRC3
SERPINB11
SERPINB4
HBA1
HBM
ANKUB1
CFAP44
GPX3
IGKC
IGKV4-1
IGLV8-61
IGLV6-57
IGLV1-51
IGLV1-47
IGLV5-45
IGLV1-44
IGLV1-40
IGLV3-25
IGLV2-23
IGLV3-21
IGLV2-18
IGLV2-14
IGLV2-11
IGLV3-10
IGLV3-9
IGLV3-1
IGLC2
IGLC3
IGLC7
TRGC1
TRGV10
TRGV9
TRGV4
TRGV3
TRBV6-1
TRBV20-1
TRBC1
TRBV27
TRBC2
TRAV4
TRAV13-1
TRAV12-2
TRAV13-2
TRAV14DV4
TRAV9-2
TRAV12-3
TRAV8-6
TRAV16
TRAV17
TRAV20
TRAV21
TRAV22
TRAV23DV6
TRAV25
TRAV29DV5
TRAV26-2
TRDC
IGHA2
IGHG4
IGHG2
IGHA1
IGHG1
IGHG3
IGHD
IGHM
IGHV1-3
IGHV3-7
IGHV3-15
IGHV1-18
IGHV3-21
IGHV3-23
IGHV1-24
IGHV4-34
IGHV4-39
IGHV1-46
IGHV5-51
IGHV4-61
KRTAP3-1
CFAP45
ACKR1
TCTEX1D2
CRIP1
GIMAP1
LTC4S
LBH
GPSM3
LAT
EMP2
LTB4R
ITGA1
TMEM213
MEG3
MUC5AC
FAM166B
C5orf49
TNFRSF25
IFI30
FXYD7
IGLC6
LINC00152
IGLV9-49
HBD
HLA-DPB1
IGHV4-59
PRR29
LINC01272
IGHV3-74
PGM5-AS1
TMEM233
SFTA1P
MIAT
RP11-501J20.5
LINC00685
RP11-128M1.1
KIAA0125
LTA
TRGC2
LTB
RP11-251M1.1
SRGAP3-AS2
AC020571.3
VIM-AS1
XXbac-BPG13B8.10
SFTA3
XIST
ANKRD66
PRB4
HLA-DPA1
IGHV4-31
AC013264.2
LINC-PINT
TSPAN19
HLA-DQB2
RP11-400N13.3
TNF
TRGV2
HOTAIRM1
AC016831.7
RP11-354E11.2
RP5-887A10.1
AC104820.2
MIR155HG
C12orf75
GS1-600G8.5
AC092580.4
AC008268.1
AC006369.2
AC002331.1
BCYRN1
RP11-356I2.4
HLA-DQA2
TRBV3-1
SIDT1-AS1
APOBEC3G
IGKV1D-8
DEFA3
IGKV3-20
LILRA4
IGKV1-17
KIR3DL2
TNFRSF13B
AQP1
IGKV1-16
LINC00877
IGKV3-11
RP11-553L6.2
INMT
IGKV1-9
SPRR2A
PEG10
IGKV2D-28
HLA-DMB
IGKV2-30
IGKV1-12
C4orf48
IGKV1-5
UPK3B
CFB
KIR2DL3
TUBA4B
GSTA1
GSTA2
SPRR2F
IGKV3-15
IGKV1-27
HBB
GABPB1-AS1
LINC00861
CRNDE
FLJ21408
RP11-796E2.4
RP11-18H21.1
LINC00926
ADH1C
LUCAT1
CCDC153
NAIP
CARMN
ECSCR
SEPP1
CTD-2035E11.3
MIR3945HG
RP11-81H14.2
PRB1
AL928768.3
IGHGP
IGLL5
TRAV1-1
MTRNR2L8
CYP2A6
RP11-291B21.2
DYX1C1
LINC00944
SMIM3
RP11-664D1.1
RP11-598F7.3
HP
C11orf97
RP11-620J15.3
RP11-1143G9.4
CLEC5A
RP11-76E17.3
RP11-356K23.1
RP11-1008C21.1
LINC01571
MRC1
PECAM1
MMP25-AS1
RP11-160E2.6
MMP12
MSMB
C1orf186
GJA5
RP5-1171I10.5
GDF10
FXYD1
PCAT19
CTD-2020K17.1
LCN6
TBX2-AS1
AC004791.2
CTD-3252C9.4
SMIM22
AC006129.2
SLC6A14
FENDRR
CTB-61M7.2
LINC00528
SPIB
KCNQ1OT1
RP6-91H8.3
RP11-394O4.5
RNU12
MIR222HG
LINC01480
HEATR9
IGHV3-30
RP11-138A9.1
CCL5
LINC00936
RP11-51J9.5
RP11-338I21.1
RP11-589C21.6
RP11-347P5.1
RP11-222K16.2
CD24
RP11-138A9.2
RP11-386I14.4
RP4-539M6.22
RP11-1399P15.1
HIST1H2BG
CCL23
RP3-492J12.2
CCL4
CCL18
FCGBP
CCL15
CCL4L2
CCL3L3
CH17-373J23.1
CCL14
RP11-467L13.7
AC069363.1
MARCKS
GPIHBP1
CCL3
RP11-295M3.4
TRAC
RP11-596C23.2
IGLV2-8
AP000769.1
AC133644.2
TRG-AS1
CH17-262H11.1
RP1-34B20.21
TRBV6-2
