cell_type	emmean	SE	df	asymp.LCL	asymp.UCL	pattern	program
EC venous pulmonary	0.641020802984851	0.0352385747766119	Inf	0.57195446555617	0.710087140413532	Pattern_4	Pattern_4 (fibroblast_like)
EC venous systemic	0.859307881854751	0.033932727060171	Inf	0.792800958919588	0.925814804789914	Pattern_4	Pattern_4 (fibroblast_like)
Interstitial macrophages	0.991541842796042	0.0306102225621737	Inf	0.931546909015426	1.05153677657666	Pattern_4	Pattern_4 (fibroblast_like)
Lymphatic EC	0.849117661269403	0.0332365940659551	Inf	0.783975133931353	0.914260188607453	Pattern_4	Pattern_4 (fibroblast_like)
Mast cells	1.15059371510389	0.0325557245887421	Inf	1.08678566741936	1.21440176278843	Pattern_4	Pattern_4 (fibroblast_like)
Myofibroblasts	0.561858513130989	0.04750130103244	Inf	0.468757673888611	0.654959352373367	Pattern_4	Pattern_4 (fibroblast_like)
Non-classical monocytes	0.993158217736048	0.0318173064502936	Inf	0.930797443008398	1.0555189924637	Pattern_4	Pattern_4 (fibroblast_like)
Peribronchial fibroblasts	0.974989131453514	0.0361704496855515	Inf	0.904096352765215	1.04588191014181	Pattern_4	Pattern_4 (fibroblast_like)
Pericytes	1.23680475547608	0.0371924127285264	Inf	1.16390896603002	1.30970054492214	Pattern_4	Pattern_4 (fibroblast_like)
Subpleural fibroblasts	0.537123112533316	0.0914632641895166	Inf	0.357858408813392	0.716387816253241	Pattern_4	Pattern_4 (fibroblast_like)
Transitional Club-AT2	0.768921577546159	0.0334214121309194	Inf	0.703416813457087	0.834426341635231	Pattern_4	Pattern_4 (fibroblast_like)
Vascular smooth muscle	0.635174875271761	0.0346968745896091	Inf	0.567170250700024	0.703179499843498	Pattern_4	Pattern_4 (fibroblast_like)
AT1	-0.131120051844485	0.0231150601392839	Inf	-0.176424737217959	-0.0858153664710114	Pattern_5	Pattern_5 (synthetic_contractile)
AT2	-0.756150321934418	0.0209815724237639	Inf	-0.797273448224014	-0.715027195644822	Pattern_5	Pattern_5 (synthetic_contractile)
Adventitial fibroblasts	-0.699142785070558	0.0241444711715823	Inf	-0.746465078992625	-0.651820491148491	Pattern_5	Pattern_5 (synthetic_contractile)
Alveolar fibroblasts	-0.341978053309088	0.0243813998205027	Inf	-0.389764718849944	-0.294191387768231	Pattern_5	Pattern_5 (synthetic_contractile)
Alveolar macrophages	-0.750362734285317	0.0193015630010785	Inf	-0.788193102612762	-0.712532365957872	Pattern_5	Pattern_5 (synthetic_contractile)
Classical monocytes	-0.770214964386496	0.0194002321758093	Inf	-0.808238720742797	-0.732191208030195	Pattern_5	Pattern_5 (synthetic_contractile)
DC2	-0.781517805495486	0.0191800409184093	Inf	-0.819109994917573	-0.743925616073399	Pattern_5	Pattern_5 (synthetic_contractile)
EC aerocyte capillary	-0.309755694492852	0.0274503640665618	Inf	-0.363557419425826	-0.255953969559879	Pattern_5	Pattern_5 (synthetic_contractile)
EC general capillary	-0.197854577762012	0.0236200878537702	Inf	-0.244149099267074	-0.15156005625695	Pattern_5	Pattern_5 (synthetic_contractile)
EC venous pulmonary	-0.270185766123919	0.0262841250164502	Inf	-0.321701704521309	-0.218669827726528	Pattern_5	Pattern_5 (synthetic_contractile)
EC venous systemic	-0.261923514628838	0.0243663474019924	Inf	-0.309680677971534	-0.214166351286141	Pattern_5	Pattern_5 (synthetic_contractile)
Interstitial macrophages	-0.811832939155483	0.0192170201605696	Inf	-0.849497606560379	-0.774168271750586	Pattern_5	Pattern_5 (synthetic_contractile)
Lymphatic EC	-0.440012310308628	0.0233613657891264	Inf	-0.485799745884982	-0.394224874732275	Pattern_5	Pattern_5 (synthetic_contractile)
Mast cells	-0.785499363430369	0.0223136686925815	Inf	-0.829233350430787	-0.74176537642995	Pattern_5	Pattern_5 (synthetic_contractile)
Myofibroblasts	0.653767353485282	0.0420151991145247	Inf	0.571419076417535	0.73611563055303	Pattern_5	Pattern_5 (synthetic_contractile)
Non-classical monocytes	-0.78411798585785	0.0211713788582608	Inf	-0.825613125923093	-0.742622845792606	Pattern_5	Pattern_5 (synthetic_contractile)
Peribronchial fibroblasts	-0.198985134672153	0.0275591601718899	Inf	-0.253000096053228	-0.144970173291078	Pattern_5	Pattern_5 (synthetic_contractile)
Pericytes	0.894011813711941	0.0289892042382913	Inf	0.837194017464414	0.950829609959468	Pattern_5	Pattern_5 (synthetic_contractile)
Subpleural fibroblasts	-0.542135413824959	0.090737358087507	Inf	-0.719977367728787	-0.364293459921131	Pattern_5	Pattern_5 (synthetic_contractile)
Transitional Club-AT2	-0.653510805068104	0.023635058988943	Inf	-0.699834669458912	-0.607186940677296	Pattern_5	Pattern_5 (synthetic_contractile)
Vascular smooth muscle	1.49053304701246	0.0255034632872486	Inf	1.44054717748841	1.54051891653651	Pattern_5	Pattern_5 (synthetic_contractile)
AT1	1.28795349353318	0.0244532114143465	Inf	1.24002607985471	1.33588090721164	Pattern_6	Pattern_6 (fibroblast_like)
AT2	1.53055240115669	0.0229385182991528	Inf	1.48559373143163	1.57551107088174	Pattern_6	Pattern_6 (fibroblast_like)
Adventitial fibroblasts	2.46849645975065	0.0251949653280954	Inf	2.41911523511584	2.51787768438545	Pattern_6	Pattern_6 (fibroblast_like)
Alveolar fibroblasts	2.1764496644421	0.0253692020439807	Inf	2.12672694211938	2.22617238676483	Pattern_6	Pattern_6 (fibroblast_like)
Alveolar macrophages	1.86908680323974	0.0217742074056404	Inf	1.82641014093278	1.9117634655467	Pattern_6	Pattern_6 (fibroblast_like)
Classical monocytes	1.37110383977935	0.0218415498436006	Inf	1.32829518871936	1.41391249083935	Pattern_6	Pattern_6 (fibroblast_like)
DC2	1.59102751993816	0.0216879092541978	Inf	1.54851999889996	1.63353504097636	Pattern_6	Pattern_6 (fibroblast_like)
EC aerocyte capillary	1.23371949454182	0.0276504356525921	Inf	1.1795256365059	1.28791335257775	Pattern_6	Pattern_6 (fibroblast_like)
EC general capillary	1.23796988840184	0.0248180903418399	Inf	1.18932732516677	1.2866124516369	Pattern_6	Pattern_6 (fibroblast_like)
EC venous pulmonary	1.76185423783915	0.0267730544118152	Inf	1.70938001543586	1.81432846024244	Pattern_6	Pattern_6 (fibroblast_like)
EC venous systemic	1.86192307394968	0.0253713927848435	Inf	1.81219605785377	1.9116500900456	Pattern_6	Pattern_6 (fibroblast_like)
Interstitial macrophages	1.79902135435651	0.0217187797339653	Inf	1.75645332828978	1.84158938042324	Pattern_6	Pattern_6 (fibroblast_like)
Lymphatic EC	1.67918821587534	0.0246263749305622	Inf	1.63092140794166	1.72745502380902	Pattern_6	Pattern_6 (fibroblast_like)
Mast cells	1.29148056476827	0.0238805350908976	Inf	1.24467557605857	1.33828555347798	Pattern_6	Pattern_6 (fibroblast_like)
Myofibroblasts	1.79366272837453	0.0391603221904686	Inf	1.71690990725822	1.87041554949083	Pattern_6	Pattern_6 (fibroblast_like)
Non-classical monocytes	1.5037510441541	0.0230690791709997	Inf	1.45853647982244	1.54896560848576	Pattern_6	Pattern_6 (fibroblast_like)
Peribronchial fibroblasts	2.54156699319995	0.0277478955454582	Inf	2.48718211728407	2.59595186911582	Pattern_6	Pattern_6 (fibroblast_like)
Pericytes	1.29269293734542	0.0288208250246216	Inf	1.23620515829243	1.34918071639841	Pattern_6	Pattern_6 (fibroblast_like)
Subpleural fibroblasts	2.68292932480568	0.0803178473390692	Inf	2.52550923670532	2.84034941290604	Pattern_6	Pattern_6 (fibroblast_like)
Transitional Club-AT2	1.62848291004514	0.0248259908671754	Inf	1.57982486206495	1.67714095802532	Pattern_6	Pattern_6 (fibroblast_like)
Vascular smooth muscle	1.44966176937241	0.0261960272365713	Inf	1.3983184994507	1.50100503929412	Pattern_6	Pattern_6 (fibroblast_like)
AT1	0.137362005729955	0.0156710013965192	Inf	0.1066474073911	0.16807660406881	Pattern_7	Pattern_7 (vascular_stabilizing)
AT2	-0.0404557072620358	0.013883879188389	Inf	-0.0676676104369833	-0.0132438040870883	Pattern_7	Pattern_7 (vascular_stabilizing)
Adventitial fibroblasts	0.40445287044381	0.0165266626501363	Inf	0.3720612068649	0.43684453402272	Pattern_7	Pattern_7 (vascular_stabilizing)
Alveolar fibroblasts	0.456677914577634	0.0167195628908409	Inf	0.423908173474333	0.489447655680934	Pattern_7	Pattern_7 (vascular_stabilizing)
Alveolar macrophages	0.384662545883656	0.0124572438466741	Inf	0.360246796597541	0.40907829516977	Pattern_7	Pattern_7 (vascular_stabilizing)
Classical monocytes	0.284074746335929	0.0125421632535955	Inf	0.25949255807066	0.308656934601197	Pattern_7	Pattern_7 (vascular_stabilizing)
DC2	0.271056964423502	0.0123577419770339	Inf	0.246836235218277	0.295277693628727	Pattern_7	Pattern_7 (vascular_stabilizing)
EC aerocyte capillary	0.0561882372115317	0.0192160891989355	Inf	0.0185253944579091	0.0938510799651544	Pattern_7	Pattern_7 (vascular_stabilizing)
EC general capillary	-0.129510088718273	0.0160889227249113	Inf	-0.161043797809147	-0.0979763796273984	Pattern_7	Pattern_7 (vascular_stabilizing)
EC venous pulmonary	-0.153712956973679	0.0182760153013561	Inf	-0.189533288745239	-0.117892625202118	Pattern_7	Pattern_7 (vascular_stabilizing)
EC venous systemic	-0.0507527363876489	0.0166931232988826	Inf	-0.0834706568429451	-0.0180348159323526	Pattern_7	Pattern_7 (vascular_stabilizing)
Interstitial macrophages	0.335484223047567	0.0123817856347592	Inf	0.311216369139143	0.35975207695599	Pattern_7	Pattern_7 (vascular_stabilizing)
Lymphatic EC	0.0881648294165824	0.015880444404738	Inf	0.0570397303248053	0.11928992850836	Pattern_7	Pattern_7 (vascular_stabilizing)
Mast cells	0.263634907720412	0.0150034858102257	Inf	0.234228615889812	0.293041199551012	Pattern_7	Pattern_7 (vascular_stabilizing)
Myofibroblasts	0.377719199982165	0.0306637963623801	Inf	0.31761926348263	0.437819136481701	Pattern_7	Pattern_7 (vascular_stabilizing)
Non-classical monocytes	0.335325823501802	0.0140476592314682	Inf	0.307792917341033	0.362858729662571	Pattern_7	Pattern_7 (vascular_stabilizing)
Peribronchial fibroblasts	0.572187807601195	0.019284078026069	Inf	0.53439170919504	0.609983906007351	Pattern_7	Pattern_7 (vascular_stabilizing)
Pericytes	1.15398504431411	0.0204496649596942	Inf	1.1139044374972	1.19406565113102	Pattern_7	Pattern_7 (vascular_stabilizing)
Subpleural fibroblasts	0.228029096870465	0.0677425739835021	Inf	0.0952560916427605	0.360802102098169	Pattern_7	Pattern_7 (vascular_stabilizing)
Transitional Club-AT2	0.0270322462219581	0.0161052210449788	Inf	-0.00453340698925699	0.0585978994331731	Pattern_7	Pattern_7 (vascular_stabilizing)
Vascular smooth muscle	0.537855097081869	0.0176362512395617	Inf	0.503288679830028	0.57242151433371	Pattern_7	Pattern_7 (vascular_stabilizing)
AT1	0.0966403651354162	0.0314076757253278	Inf	0.0350824518756608	0.158198278395172	Pattern_8	Pattern_8 (basement_membrane)
AT2	-0.170539523100884	0.0300972818459997	Inf	-0.229529111551595	-0.111549934650174	Pattern_8	Pattern_8 (basement_membrane)
Adventitial fibroblasts	0.260689083283069	0.0320567330253676	Inf	0.197859041091333	0.323519125474805	Pattern_8	Pattern_8 (basement_membrane)
Alveolar fibroblasts	0.52768036899686	0.0322108926897401	Inf	0.464548179415085	0.590812558578635	Pattern_8	Pattern_8 (basement_membrane)
Alveolar macrophages	-0.143880278528587	0.0291067696191201	Inf	-0.200928498688367	-0.0868320583688067	Pattern_8	Pattern_8 (basement_membrane)
Classical monocytes	-0.069500603108126	0.0291635701460851	Inf	-0.12666015025506	-0.0123410559611917	Pattern_8	Pattern_8 (basement_membrane)
DC2	-0.097205370182091	0.0290327574048277	Inf	-0.154108529067442	-0.0403022112967401	Pattern_8	Pattern_8 (basement_membrane)
EC aerocyte capillary	0.386334961290601	0.0342511183372249	Inf	0.319204002919421	0.453465919661781	Pattern_8	Pattern_8 (basement_membrane)
EC general capillary	0.28218217610709	0.0317271247974948	Inf	0.219998154170993	0.344366198043188	Pattern_8	Pattern_8 (basement_membrane)
EC venous pulmonary	0.175103846332123	0.0334598205049107	Inf	0.109523803213323	0.240683889450923	Pattern_8	Pattern_8 (basement_membrane)
EC venous systemic	0.284787376886029	0.0322187792621812	Inf	0.221639729906308	0.34793502386575	Pattern_8	Pattern_8 (basement_membrane)
Interstitial macrophages	-0.136036274357925	0.0290609995955117	Inf	-0.192994786919861	-0.0790777617959889	Pattern_8	Pattern_8 (basement_membrane)
Lymphatic EC	0.295618598329785	0.0315571950175315	Inf	0.233767632642317	0.357469564017254	Pattern_8	Pattern_8 (basement_membrane)
Mast cells	-0.0326009610212834	0.0309100872179974	Inf	-0.0931836187275502	0.0279816966849835	Pattern_8	Pattern_8 (basement_membrane)
Myofibroblasts	0.48945820363981	0.0451123581976509	Inf	0.401039606314744	0.577876800964876	Pattern_8	Pattern_8 (basement_membrane)
Non-classical monocytes	-0.123548454539925	0.0302082788981502	Inf	-0.182755593215241	-0.0643413158646095	Pattern_8	Pattern_8 (basement_membrane)
Peribronchial fibroblasts	0.533902786395239	0.0343454029303434	Inf	0.466587033617249	0.601218539173228	Pattern_8	Pattern_8 (basement_membrane)
Pericytes	0.624086551339806	0.0353165998697195	Inf	0.554867287538744	0.693305815140869	Pattern_8	Pattern_8 (basement_membrane)
Subpleural fibroblasts	0.12529756005185	0.0868785231125513	Inf	-0.0449812162787814	0.295576336382481	Pattern_8	Pattern_8 (basement_membrane)
Transitional Club-AT2	-0.0654846081129285	0.0317328438045546	Inf	-0.12767983909689	-0.00328937712896652	Pattern_8	Pattern_8 (basement_membrane)
Vascular smooth muscle	0.249795406072305	0.0329450118932415	Inf	0.185224369291308	0.314366442853302	Pattern_8	Pattern_8 (basement_membrane)
