pattern	program	cell_type	term	estimate	se	p	n
Pattern_2	Pattern_2 (inflammatory)	Alveolar macrophages	disease_groupOther	-0.430843055382275	0.147272584133889	0.00369065947915771	317
Pattern_2	Pattern_2 (inflammatory)	Classical monocytes	disease_groupFibrotic_ILD	0.187000778177255	0.153409623638025	0.22379371965105	311
Pattern_2	Pattern_2 (inflammatory)	Classical monocytes	disease_groupHealthy	0.0513708885991487	0.144327383088044	0.722135148722864	311
Pattern_2	Pattern_2 (inflammatory)	Classical monocytes	disease_groupOther	-0.253596566187875	0.152327781791103	0.0969711806868321	311
Pattern_2	Pattern_2 (inflammatory)	DC2	disease_groupFibrotic_ILD	0.162890038697247	0.163880886422048	0.32099867401787	323
Pattern_2	Pattern_2 (inflammatory)	DC2	disease_groupHealthy	-0.091801783174943	0.154901417798969	0.553837622192659	323
Pattern_2	Pattern_2 (inflammatory)	DC2	disease_groupOther	-0.105243568841864	0.166545791018862	0.527891942151257	323
Pattern_2	Pattern_2 (inflammatory)	EC aerocyte capillary	disease_groupFibrotic_ILD	0.0187872027152199	0.49284483474892	0.969668837444795	103
Pattern_2	Pattern_2 (inflammatory)	EC aerocyte capillary	disease_groupHealthy	-0.153867130935293	0.47278659730018	0.745529371518773	103
Pattern_2	Pattern_2 (inflammatory)	EC aerocyte capillary	disease_groupOther	-1.05157276433319	0.49284483474892	0.0353399613879105	103
Pattern_2	Pattern_2 (inflammatory)	EC general capillary	disease_groupFibrotic_ILD	0.118364549091173	0.316747259457031	0.709144052800892	160
Pattern_2	Pattern_2 (inflammatory)	EC general capillary	disease_groupHealthy	-0.247820765503555	0.291889453084551	0.397169652430808	160
Pattern_2	Pattern_2 (inflammatory)	EC general capillary	disease_groupOther	-0.977052720010176	0.323527398398811	0.00295423720160113	160
Pattern_2	Pattern_2 (inflammatory)	EC venous pulmonary	disease_groupHealthy	-0.0249064528812912	0.158769295061367	0.875625688478064	116
Pattern_2	Pattern_2 (inflammatory)	EC venous pulmonary	disease_groupOther	-0.880744158063661	0.236480317199863	0.00030714265763843	116
Pattern_2	Pattern_2 (inflammatory)	EC venous systemic	disease_groupFibrotic_ILD	0.43899288220463	0.677108702098389	0.517815694191285	146
Pattern_2	Pattern_2 (inflammatory)	EC venous systemic	disease_groupHealthy	0.468051709132637	0.676177968047312	0.489940862838699	146
Pattern_2	Pattern_2 (inflammatory)	EC venous systemic	disease_groupOther	0.378864577940146	0.684324984447152	0.580701050983889	146
Pattern_2	Pattern_2 (inflammatory)	Interstitial macrophages	disease_groupFibrotic_ILD	0.114778634042267	0.15989993737651	0.473396467574785	323
Pattern_2	Pattern_2 (inflammatory)	Interstitial macrophages	disease_groupHealthy	-0.0604187426597297	0.151677012489611	0.690647404891319	323
Pattern_2	Pattern_2 (inflammatory)	Interstitial macrophages	disease_groupOther	-0.326768660161019	0.158237154540325	0.0397253070324286	323
Pattern_2	Pattern_2 (inflammatory)	Lymphatic EC	disease_groupFibrotic_ILD	-0.13795506151433	0.271986287408122	0.612699207015432	165
Pattern_2	Pattern_2 (inflammatory)	Lymphatic EC	disease_groupHealthy	-0.348916533531298	0.257237126850845	0.176870873875813	165
Pattern_2	Pattern_2 (inflammatory)	Lymphatic EC	disease_groupOther	-0.993468764839586	0.291708088304347	0.000833337032207456	165
Pattern_2	Pattern_2 (inflammatory)	Mast cells	disease_groupFibrotic_ILD	0.389115164969496	0.239618665703862	0.106082993521546	191
Pattern_2	Pattern_2 (inflammatory)	Mast cells	disease_groupHealthy	0.161129355766833	0.225154355235483	0.475106580313318	191
Pattern_2	Pattern_2 (inflammatory)	Mast cells	disease_groupOther	0.21254829910619	0.243638644216988	0.3841135585512	191
Pattern_2	Pattern_2 (inflammatory)	Myofibroblasts	disease_groupHealthy	-1.03154130476498	0.377401826667326	0.0100001498133759	36
Pattern_2	Pattern_2 (inflammatory)	Myofibroblasts	disease_groupOther	-2.31040935386886	0.53801381270869	0.000144870662528345	36
Pattern_2	Pattern_2 (inflammatory)	Non-classical monocytes	disease_groupFibrotic_ILD	0.295259230014172	0.179115573667501	0.100666583923514	228
Pattern_2	Pattern_2 (inflammatory)	Non-classical monocytes	disease_groupHealthy	0.209983811957443	0.169263253371592	0.216060476309959	228
Pattern_2	Pattern_2 (inflammatory)	Non-classical monocytes	disease_groupOther	-0.160180908348983	0.19166574278842	0.404197084480414	228
Pattern_2	Pattern_2 (inflammatory)	Peribronchial fibroblasts	disease_groupHealthy	-0.30878093961349	0.177056055875652	0.0842367640018584	103
Pattern_2	Pattern_2 (inflammatory)	Peribronchial fibroblasts	disease_groupOther	-0.725706255735371	0.199147313173246	0.000427721870528982	103
Pattern_2	Pattern_2 (inflammatory)	Pericytes	disease_groupFibrotic_ILD	0.626215423962848	0.931484251407877	0.503230747401322	89
Pattern_2	Pattern_2 (inflammatory)	Pericytes	disease_groupHealthy	-0.623162831718739	0.923465586416712	0.501628559637644	89
Pattern_2	Pattern_2 (inflammatory)	Pericytes	disease_groupOther	-1.07938651939299	0.933176322287324	0.250643521583338	89
Pattern_2	Pattern_2 (inflammatory)	Transitional Club-AT2	disease_groupFibrotic_ILD	0.0953381865234658	0.26475692239476	0.719264756497716	159
Pattern_2	Pattern_2 (inflammatory)	Transitional Club-AT2	disease_groupHealthy	0.0915955873469726	0.259828234322239	0.724924502050855	159
Pattern_2	Pattern_2 (inflammatory)	Transitional Club-AT2	disease_groupOther	0.0864926557813918	0.317997527058204	0.785990440519938	159
Pattern_2	Pattern_2 (inflammatory)	Vascular smooth muscle	disease_groupFibrotic_ILD	-0.175081573389078	0.93561739817378	0.851867456103784	127
Pattern_2	Pattern_2 (inflammatory)	Vascular smooth muscle	disease_groupHealthy	-0.773088301236466	0.929600503621089	0.407226609921488	127
Pattern_2	Pattern_2 (inflammatory)	Vascular smooth muscle	disease_groupOther	-1.47093314754959	0.940104797530648	0.12023467194219	127
