ABCA1
CAPN13
CAPRIN2
CAPS
CAPSL
CARM1
CARMIL1
CASC15
CASKIN1
CASP4
CASP8AP2
CAVIN1
CAVIN2
CBLB
CBLN3
CBS
CBX1
CCDC127
CCDC136
CCDC137
CCDC144BP
CCDC144CP
CCDC18-AS1
CCDC25
CCDC80
CCDC88A
CCK
CCL17
CCL19
CCL2
CCL20
CCL21
CCL4
CCL4L2
CCL5
CCL8
CCN1
CCN2
CCN3
CCN5
CCND2
CCR5AS
CCR7
CCSER1
CD160
CD163
CD200
CD24
CD27
CD27-AS1
CD300LF
CD36
CD3D
CD44
CD52
CD53
CD6
CD69
CD74
CD83
CD84
CD9
CD96
CDC34
CDC5L
CDH11
CDH23
CDK10
CDK5R1
CDKN1A
CDKN2B
CDKN3
CDON
CEBPZ
CELSR2
CENPB
CENPF
CEP290
CEP295
CEP295NL
CEP44
CEP78
CES1
CETN3
CFAP100
CFAP157
CFAP184
CFAP263
CFAP43
CFAP44
CFD
CFHR1
CFI
CGN
CH25H
CHAC2
CHASERR
CHD3
CHD4
CHD8
CHI3L1
CHMP3
CHST11
CHST15
CHTF18
CIAO2A
CIBAR2
CILK1
CIMIP1
CIP2A
CITED2
CKAP2L
CLCN2
CLDN1
CLDN11
CLDN4
CLDN5
CLEC10A
CLEC18A
CLEC2B
CLEC2D
CLEC4E
CLEC7A
CLK2
CLMP
CLPTM1L
CLSPN
CLSTN3
CLU
CMBL
CMTR1
CNDP1
CNFN
CNGA1
CNN1
CNNM2
CNNM3
CNTN2
CNTN4
CNTRL
COG8
COL12A1
COL14A1
COL18A1
COL1A1
COL1A2
COL21A1
COL22A1
COL25A1
COL27A1
COL3A1
COL4A1
COL4A2
COL5A1
COL5A3
COL6A3
COL7A1
COLEC12
CORO2A
CORO6
COX16
COX4I2
CPA3
CPE
CPED1
CPLX1
CPSF1
CPXM1
CRIM1
CROCC2
CROCCP2
CSF3R
CSKMT
CSNK2A3
CSPG4
CSPG5
CSTA
CTNNA3
CTR9
CTRL
CTSC
CTSG
CTSH
CTSK
CTSS
CUL4B
CUTALP
CWC25
CWF19L2
CX3CL1
CXCL1
CXCL10
CXCL11
CXCL16
CXCL2
CXCL3
CXCL6
CXCL8
CXCL9
CXCR2
CXCR4
CYBB
CYBRD1
CYSLTR2
CYTOR
DAB2
DACH1
DBNDD2
DCAF1
DCLK3
DCN
DCTN1
DDIT4
DDX51
DEFA3
DEFB124
DELE1
DENND2A
DEPDC1B
DEPDC5
DEPP1
DES
DGKA
DGKE
DGKG
DGKH
DGKZ
DHCR24
DHX33
DHX37
DHX38
DIO3OS
DIP2A
DKC1
DKK2
DLG2
DLX5
DMBT1
DMD
DNAAF10
DNAJB1
DNAJC13
DNASE1L1
DNMT3B
DNPH1
DOC2B
DOCK10
DOCK4
DOK2
DOK6
DPT
DSG2
DSP
DUXAP8
DYNC1I2P1
DYNC1LI2
DYNC2H1
DZIP1
E2F7
EBF1
EBF2
EBF3
ECEL1
EDA2R
EDARADD
EDN1
EFNA5
EFNB3
EGR1
EGR2
EGR3
EHBP1L1
EHF
EHMT2
EIF2S3B
EIF3B
EIF4EBP3
EIF5B
ELDR
ELF3
ELFN1
ELN
EME1
EML3
EMSY-DT
ENAH
ENO3
ENOX1
ENPEP
ENSG00000178715
ENSG00000213315
ENSG00000223774
ENSG00000223804
ENSG00000224114
ENSG00000225200
ENSG00000225339
ENSG00000226332
ENSG00000227374
ENSG00000227615
ENSG00000227681
ENSG00000228021
ENSG00000228222
ENSG00000228613
ENSG00000228748
ENSG00000229858
ENSG00000230147
ENSG00000230289
ENSG00000230615
ENSG00000230648
ENSG00000231039
ENSG00000231043
ENSG00000231416
ENSG00000231747
ENSG00000232176
ENSG00000232347
ENSG00000234238
ENSG00000235100
ENSG00000235605
ENSG00000236234
ENSG00000237481
ENSG00000237531
ENSG00000237550
ENSG00000240207
ENSG00000240376
ENSG00000241494
ENSG00000242282
ENSG00000243960
ENSG00000244137
ENSG00000244192
ENSG00000244313
ENSG00000244953
ENSG00000248367
ENSG00000248863
ENSG00000249021
ENSG00000249574
ENSG00000249631
ENSG00000250132
ENSG00000251131
ENSG00000253214
ENSG00000253433
ENSG00000254192
ENSG00000254230
ENSG00000254859
ENSG00000255139
ENSG00000255176
ENSG00000255326
ENSG00000255446
ENSG00000255455
ENSG00000256029
ENSG00000257511
ENSG00000259321
ENSG00000259408
ENSG00000259915
ENSG00000260244
ENSG00000260306
ENSG00000260465
ENSG00000260573
ENSG00000260744
ENSG00000260796
ENSG00000261136
ENSG00000261187
ENSG00000261227
ENSG00000261242
ENSG00000261335
ENSG00000261512
ENSG00000261613
ENSG00000261655
ENSG00000261770
ENSG00000261997
ENSG00000262160
ENSG00000262370
ENSG00000262482
ENSG00000263637
ENSG00000264577
ENSG00000264739
ENSG00000266111
ENSG00000266311
ENSG00000266865
ENSG00000267033
ENSG00000267062
ENSG00000267299
ENSG00000267547
ENSG00000267561
ENSG00000267598
ENSG00000267640
ENSG00000267745
ENSG00000267882
ENSG00000267934
ENSG00000268205
ENSG00000268912
ENSG00000268981
ENSG00000269148
ENSG00000269242
ENSG00000269246
ENSG00000269604
ENSG00000269921
ENSG00000269973
ENSG00000270012
ENSG00000270210
ENSG00000270277
ENSG00000270589
ENSG00000271011
ENSG00000271141
ENSG00000271155
ENSG00000271208
ENSG00000271254
ENSG00000271670
ENSG00000272173
ENSG00000272181
ENSG00000272293
ENSG00000272434
ENSG00000272449
ENSG00000272669
ENSG00000272831
ENSG00000273010
ENSG00000273149
ENSG00000273209
ENSG00000273254
ENSG00000273269
ENSG00000273449
ENSG00000273474
ENSG00000273521
ENSG00000274331
ENSG00000274904
ENSG00000275454
ENSG00000275630
ENSG00000276449
ENSG00000276564
ENSG00000276727
ENSG00000277437
ENSG00000277476
ENSG00000277654
ENSG00000277998
ENSG00000278002
ENSG00000278668
ENSG00000278996
ENSG00000279070
ENSG00000279110
ENSG00000279232
ENSG00000279483
ENSG00000279548
ENSG00000279686
ENSG00000279983
ENSG00000280441
ENSG00000283041
ENSG00000284523
ENSG00000284719
ENSG00000284976
ENSG00000285016
ENSG00000286379
ENSG00000287636
ENTPD6
EPB41L3
EPCAM
EPHA2
EPSTI1
ERAP2
ERC2
ERCC5
ERCC6L
ERICH3
ERVK3-1
ESF1
ETS1
EVI2A
EXOC3
EXOC3L1
EXOC3L4
EXT1
F5
FABP4
FABP5
FAM111B
FAM151B-DT
FAM193B
FAM199X
FAM200B
FAM209B
FAM20A
FAM215B
FAM216B
FAM217B
FAM76B
FAP
FAXDC2
FBLN1
FBP1
FBRS
FBXL7
FBXO38-DT
FCER1G
FCGR2A
FCN1
FCN3
FCRLB
FER1L4
FFAR2
FGF10
FGF13-AS1
FGF14
FGF17
FGF7
FGFBP2
FIGN
FITM1
FJX1
FKBP11
FLCN
FLNC
FLT4
FMO2
FMO3
FMR1
FN1
FOS
FOSB
FOSL2
FOXC2
FOXL1
FOXO1
FPGS
FPGT
FPR1
FRMD3
FRY
FRZB
FSTL3
FTCD
FTLP3
FTX
FXYD2
FXYD3
FZD4
FZD8
G0S2
GABARAP
GABBR1
GABPB1-AS1
GADD45B
GADD45G
GALNT12
GAPLINC
GAREM2
GAS5
GASK1B
GATAD1
GBP1
GBP2
GBP4
GBP5
GBP7
GCHFR
GEM
GFRA1
GGA3
GGT5
GID8
GIMAP5
GIMAP6
GJA1
GJA4
GJB7
GLI1
GLT1D1
GMPPA
GNA14-AS1
GNAZ
GNG4
GNLY
GOLGA8A
GOLGA8N
GOLGB1
GOLIM4
GOLT1A
GPAT4
GPATCH11
GPATCH4
GPC6
GPR146
GPR161
GPR162
GPR183
GPR3
GPR35
GPRC5C
GPRIN3
GREM1
GRHL2
GRID1
GRIN2C
GRK3
GSDMB
GTF3C1
GUCY1A2
GUSBP11-1
GVINP1
GXYLT2
GZMK
H1-4
H2BC12
H2BC3
H3-3B
H3-5
H4C16
HADH
HAS1
HBA1
HBA2
HBB
HCFC1
HCG18
HDAC6
HDC
HEIH
HELLPAR
HES1
HES7
HEXIM1
HGD
HGF
HIF3A
HIGD1B
HILPDA
HINT3
HIVEP3
HLA-DQB1
HLA-DQB2
HLA-F
HMGB1P5
HMGN5
HMOX1
HNRNPUL2
HOATZ
HOPX
HOXA1
HOXA10
HOXA5
HOXB-AS1
HP
HRC
HRCT1
HS3ST3B1
HSBP1L1
HSP90AA2P
HSP90AB3P
HSPA4L
HSPA6
HSPB1
HSPG2
HSPH1
HTATSF1
ICAM1
ICAM4-AS1
ICE1
ID1
ID2
IDH1-AS1
IDO1
IER2
IER3-AS1
IER5
IER5L
IFI27L1
IFI30
IFI44
IFI44L
IFIT1
IFIT2
IFITM1
IFNG
IGF1
IGF2
IGF2BP1
IGFBP4
IGFBP5
IGFBP6
IGFN1
IGHA1
IGHA2
IGHD
IGHG1
IGHG2
IGHG3
IGHG4
IGHGP
IGHM
IGKC
IGKV1-5
IGKV3-15
IGKV3-20
IGLC2
IGLC3
IGLL5
IGLV1-40
IGLV1-44
IGLV1-47
IGLV1-51
IGLV2-14
IGLV2-8
IK
IL10
IL10RB-DT
IL1A
IL1B
IL1RL1
IL1RN
IL2RB
IL2RG
IL32
IL6
IL7R
IMMP2L
INCENP
INF2
INHBA
INMT
INO80B
INO80D
INPP4B
INPP5E
INSL3
INTS1
INTS13
IPP
IQCG
IRAG1
IRAG2
IRF1
IRF5
IRX5
ISG15
ISL1
ITGA2B
ITGA6
ITGA7
ITGA9-AS1
ITGAL
ITGAX
ITGB2
ITGB7
ITGBL1
ITIH3
ITPK1-AS1
ITPRIPL2
IWS1
JAG1
JAG2
JAML
JCHAIN
JUN
JUNB
KAT2A
KAT6B
KCNAB1
KCNJ12
KCNJ8
KCNK6
KCNK7
KCNMB3
KCNN4
KCNQ1OT1
KCNQ5
KCNS2
KCNT1
KCNT2
KIAA0408
KIAA1210
KIF13A
KIF19
KIF20A
KIF21B
KIF26B-AS1
KIF3B
KIFC2
KIT
KLF2
KLF4
KLHL4
KLRB1
KLRC1
KLRD1
KMT2D
KNOP1
KPNA4
KRBA2
KRI1
KRT15
KRT17
KRT18
KRT7
KSR1
KYNU
L1TD1
L3MBTL3
LAMA3
LAMA4
LAMA5
LAMB1
LAMB2
LAMB3
LAMC1
LAMP3
LAPTM5
LARGE1
LARGE1-AS1
LARP7
LAS1L
LAX1
LBHD1
LBX2
LBX2-AS1
LCA5
LCAT
LCP1
LDB1
LDB3
LDHD
LDLRAD3
LEO1
LGALS2
LGALS3
LGI4
LGR4
LIAS
LIF
LILRB1
LIMA1
LIMCH1
LIMS2
LINC-PINT
LINC00276
LINC00294
LINC00299
LINC00309
LINC00504
LINC00649
LINC00654
LINC00663
LINC00910
LINC00963
LINC01088
LINC01099
LINC01436
LINC01637
LINC01881
LINC01936
LINC02008
LINC02112
LINC02147
LINC02388
LINC02408
LINC02436
LINC02551
LINC02606
LINC02895
LINC02901
LINC03015
LINC03021-1
LINC03065
LINC03124
LLGL1
LPIN3
LRFN1
LRG1
LRRC17
LRRC71
LRRN4CL
LRRTM4
LSAMP
LSG1
LSINCT5
LSM11
LSP1
LTB
LTBP2
LTBP3
LTBP4
LTF
LTV1
LUM
LY6K
LY86
LYPD5
LYRM7
LYZ
LZTR1
MAF
MAGI2
MAGI2-AS3
MAML2
MAML3
MAP1A
MAP3K12
MAP3K5
MAP4K4
MAP7D3
MAPDA
MAPK10
MAPK12
MAPK9
MARCO
MAST2
MATK
MATN2
MATR3
MBD3
MBD5
MCF2
MCM7
MDH1B
MED13L
MED4-AS1
MEDAG
MEFV
MEG3
MEGF8
MEIS1
MEIS2
MELK
MEOX1
METTL2A
MFAP1
MFAP4
MFAP5
MFN2
MFSD3
MGA
MGARP
MGP
MGST1
MIAT
MIB1
MICALL2
MIF
MIF-AS1
MIF4GD
MINDY4
MIOX
MIR145
MIR155HG
MIR23AHG
MIR4458HG
MIR4485
MIR497HG
MIR568
MKI67
MKNK1
MLLT3
MMP14
MMP2
MMP9
MMRN1
MMUT
MNDA
MORF4L1P1
MOV10
MPDU1-AS1
MPEG1
MPHOSPH10
MRPL20-DT
MS4A1
MS4A6A
MS4A7
MSC-AS1
MSMB
MSX1
MT-ATP8
MT-ND1
MT-ND3
MT-ND4L
MT-ND5
MT-ND6
MT-RNR1
MT-RNR2
MT-TL1
MT-TT
MT-TV
MT1A
MT1E
MT1G
MT1H
MT1L
MT1M
MT1X
MT2A
MTATP6P1
MTATP8P1
MTCO1P12
MTCO1P40
MTCO2P12
MTHFD2
MTIF2
MTND1P23
MTND4P12
MTOR
MUC1
MUC12-AS1
MUC3A
MX2
MXRA5
MYC
MYCBPAP
MYH10
MYH11
MYL11
MYL12-AS1
MYL9
MYO1E
MYOCD
MYOM1
MYRF
MYRFL
MYSM1
MZB1
N4BP2
NAA40
NAALAD2
NABP1
NACA2
NACA4P
NALF1
NAMPTP1
NAPB
NAPSA
NASP
NAV2
NBEAL2
NBPF1
NBPF10
NBPF9
NCAPH
NCBP1
NCBP2-AS1
NCBP3
NCF2
NCF4
NCKAP1L
NCKAP5
NDUFA4
NDUFA4L2
NDUFAF2
NECTIN1
NEFM
NEGR1
NEK1
NEK8
NELFB
NELL1
NES
NEURL1B
NEXMIF
NFASC
NFATC2IP
NFATC2IP-AS1
NFATC4
NFE2L1
NFKBIA
NFKBIZ
NFYC-AS1
NHS
NHSL1
NICOL1
NID1
NID2
NIN
NINJ2
NIPAL3
NISCH
NKAPP1
NLGN2
NLN
NLRC5
NLRP12
NME2
NNMT
NOL8
NOP56
NOTCH1
NOTCH3
NPHP3
NPM1P27
NPR2
NPY1R
NR1D1
NR1H3
NR2F2-AS1
NR2F6
NR4A1
NR4A2
NRIP1
NRIP2
NRN1
NRP1
NRP2
NRXN1
NRXN3
NSDHL
NT5M
NTHL1
NTN4
NTRK1
NUAK1
NUB1
NUBP1
NUDT19-DT
NUDT3
NUP62
OAF
OFD1
OIP5-AS1
OPN3
OPN4
OSBPL7
OSM
OTUD6B-AS1
OVCH2
OXCT2
P2RX2
P4HA2-AS1
PABPC3
PAFAH1B1P2
PAIP2B
PALLD
PAMR1
PARD3
PARD3B
PARP10
PARP14
PART1
PAXBP1
PCDH10
PCDH17
PCDH7
PCDHA11
PCDHA13
PCDHAC1
PCDHB14
PCDHB6
PCDHGA8
PCDHGB1
PCDHGB4
PCED1A
PCNT
PCSK5
PCYOX1
PCYOX1L
PDE1A
PDE1B
PDE3A
PDE4D
PDE6A
PDGFA
PDGFRA
PDGFRB
PDIA3P1
PDIK1L
PDLIM4
PDRG1
PDZRN3
PDZRN4
PEA15
PECR
PELATON
PELI2
PELP1
PER3
PFN1P1
PFN4
PGBD5
PGGHG
PGM3
PGM5
PGM5-AS1
PHETA1
PHF20L1
PHF24
PHF3
PHKG1
PHLDB2
PI15
PID1
PIERCE1
PIEZO1
PIEZO2
PIGBOS1
PIGM
PIGN
PIK3CG
PINK1
PITPNC1
PKD1
PKD1L3
PKD1P2
PKDCC
PKNOX2
PLA2G2A
PLA2R1
PLAC8
PLAU
PLCB1
PLCB4
PLCG2
PLCL1
PLEC
PLEK
PLEKHA4
PLEKHG2
PLEKHJ1
PLIN2
PLXDC1
PLXDC2
PLXNA4
PLXNB1
PLXNB2
PMEPA1
PMS1
PMS2CL
PNMA3
PNN
POLD4
POLR3G
POPDC2
POSTN
POU2F3
PPARGC1B
PPBP
PPFIA2
PPIAP22
PPM1L
PPP1R12C
PPP6R1
PRDM1
PRF1
PRG4
PRIM2
PRKCB
PRKG1
PRKN
PRPF38B
PRPF39
PRR14L
PRR16
PRRG2
PRRT2
PRRX1
PRRX2
PRSS35
PRXL2A
PSD
PSMA3-AS1
PSMG4
PTAFR
PTGDS
PTGER1
PTGER3
PTGS1
PTH1R
PTMAP2
PTOV1-AS2
PTP4A2
PTPN6
PTPRF
PTPRG
PTTG2
PTX3
PURB
PUS7L
PWP2
PXDN
PYHIN1
QRICH2
QSER1
RAB13
RAB42
RAC2
RAD50
RAD51B
RAD54L
RAI14
RALGDS
RALY-AS1
RARRES1
RASD1
RASGEF1B
RASGRP4
RASL10B
RBBP8
RBFOX1
RBL2
RBM12
RBM28
RBM5
RBMS3-AS3
RBMXL1
RBP4
RBP7
RCAN2
RENBP
RESF1
RET
RETN
RFC1
RGCC
RGMB
RGS1
RGS16
RGS2
RGS5
RHEX
RIF1
RIMS3
RN7SK
RN7SL832P
RNF112
RNF17
RNF20
RNF44
RNFT2
RNPC3
RNPEPL1
ROBO1
ROBO2
RORA
RPAP3
RPL10P9
RPL12P12
RPL13AP5
RPL13AP6
RPL13AP7
RPL13P12
RPL14P1
RPL17
RPL17P36
RPL21P134
RPL21P36
RPL21P93
RPL22P1
RPL23P6
RPL24P4
RPL27AP
RPL30-AS1
RPL31P49
RPL32P18
RPL32P3
RPL34P16
RPL34P18
RPL34P27
RPL34P33
RPL35P1
RPL36A
RPL39
RPL3P4
RPL5P1
RPL5P34
RPL6P10
RPL6P19
RPL7AP6
RPL7AP62
RPL8P4
RPS11P5
RPS12P5
RPS15AP24
RPS17P16
RPS18P5
RPS18P9
RPS19P1
RPS27AP11
RPS27AP16
RPS27P8
RPS2P46
RPS3AP5
RPS3P3
RPS4XP13
RPS6KA5
RPSAP19
RPSAP25
RRP7BP
RSPH1
RSPH4A
RTL5
RUNX1T1
RUSC1
RXRA
RYR1
RYR2
S100A10
S100A12
S100A2
S100A4
S100A6
S100A8
S100A9
S100P
SAFB
SAMD4A
SAMD5
SAMSN1
SAP30L-AS1
SASH3
SASS6
SAXO4
SAYSD1
SBDSP1
SBK3
SBNO1-AS1
SCD
SCEL
SCGB1A1
SCGB3A1
SCGB3A2
SCIN
SCML4
SCN3A
SCN4A
SCN7A
SCNN1A
SCNN1D
SCRIB
SCYL3
SDK1
SDS
SEC16B
SEC31B
SELE
SELL
SEMA3F-AS1
SEMA4G
SEMA5B
SEPHS2
SEPTIN7P7
SEPTIN8
SERINC2
SERPINE1
SERTAD4
SETBP1
SETD2
SETDB2
SETX
SFRP1
SFRP2
SFTPA1
SFTPA2
SFTPB
SFTPC
SGK1
SGMS1-AS1
SGSM2
SGTA
SH3BP2
SH3GLB2
SH3RF3
SHB
SHC2
SHOX2
SIGLEC1
SIX4
SKAP1
SLA
SLAMF1
SLAMF7
SLC12A7
SLC13A3
SLC14A2
SLC14A2-AS1
SLC16A6
SLC17A9
SLC19A3
SLC20A1
SLC20A1-DT
SLC22A17
SLC24A3
SLC24A4
SLC25A41
SLC26A3
SLC2A11
SLC2A5
SLC30A8
SLC35G5
SLC38A1
SLC38A11
SLC40A1
SLC43A1
SLC43A3
SLC45A3
SLC4A11
SLC5A2
SLC5A3
SLC6A1
SLC7A2
SLC7A8
SLC7A9
SLC8A1
SLC9A6
SLCO1C1
SLCO3A1
SLFN11
SLFN12
SLFN12L
SLFN13
SLFN5
SLIT2
SLIT3
SLK
SLN
SLPI
SMAD5
SMAD7
SMARCA2
SMC1A
SMC2
SMIM11
SMIM14-DT
SMIM27
SMIM31
SMNDC1
SMOC2
SMYD3
SNAI1
SNCG
SNED1
SNHG1
SNHG14
SNHG16
SNHG17
SNHG25
SNHG29
SNHG5
SNHG6
SNHG8
SNHG9
SNORA67
SNRK-AS1
SNRNP200
SNX22
SOBP
SOCS3
SOX4
SOX5
SOX6
SOX8
SP110
SPATA41
SPATA9
SPCS2P4
SPECC1
SPECC1L
SPEN
SPIDR
SPINK1
SPINK5
SPMIP6
SPN
SPP1
SPRY3
SRCAP
SRF
SRRM3
SSPOP
SSU72-AS1
ST3GAL1-DT
STARD4
STAT2
STAT4
STC1
STEAP1
STEAP4
STEEP1
STIL
STK17A
STK32C
STMN1
STON1
STX16
STXBP4
SUMO4
SUPT5H
SUSD2
SYCP2
SYNDIG1L
SYNE1
SYNE2
SYNPO2
SYT15
SYTL3
TAB3
TADA2A
TAF13
TAF1C
TAGAP
TAGLN
TAMALIN
TARDBP
TARID
TAS1R1
TBC1D22A-DT
TBC1D24
TBC1D31
TBC1D3D
TBC1D9
TCEA3
TCEAL2
TCEAL3
TCERG1
TCF12
TCF15
TCIM
TCIRG1
TCP10L
TDGP1
TDRD1
TDRD6
TEKT4
TEN1
TENT5C
TESPA1
TEX41
TFCP2L1
TFF3
TFRC
TGS1
THBS1
THBS1-AS1
THBS2
THY1
TIA1
TIFA
TIMELESS
TIMM21
TIMP1
TIMP2
TK1
TKFC
TLDC2
TLR8
TMC8
TMEM145
TMEM156
TMEM170A
TMEM184C
TMEM198B
TMEM209
TMEM255A
TMEM40
TMEM51-AS1
TMEM52
TMEM79
TMEM81
TMEM86B
TMF1
TMSB4XP4
TMSB4XP8
TMT1A
TNC
TNFAIP2
TNFAIP3
TNFRSF11B
TNFSF15
TNIP3
TNK2
TNNC1
TNNI3K
TNS1-AS1
TPI1P1
TPM4P3
TPPP2
TPR
TPRN
TPSAB1
TPSD1
TPX2
TRAC
TRAK2
TREM2
TRG-AS1
TRIB1
TRIM34
TRIM38
TRIM41
TRIM72
TRIO
TRMT12
TRMT9B
TRPC4
TRPC6
TRPM2
TSC1
TSIX
TSPAN10
TSPAN19
TSPEAR
TSPYL2
TSR1
TSTD1
TTC28
TTC3
TTC9
TTK
TTL
TTTY14
TTYH3
TUBA4A
TUBGCP6
TUG1
TXK
TXLNB
TXNDC11-AS1
TYROBP
UACA
UBBP4
UBE2Q2P1
UBE2R2-AS1
UBQLNL
UBTF
UBXN11
UCKL1-AS1
ULK1
UNC5C
UNC5D
UPF3B
USF2
USP19
USP27X-DT
USP28
USP8P2
UST
UTRN
UTS2B
VAMP8
VANGL2
VAX2
VCAM1
VCAN
VEGFA
VIM
VLDLR
VWF
WASHC2A
WASHC2C
WDR6
WDR90
WFDC2
WHAMMP1
WHAMMP2
WHAMMP3
WHAMMP4
WIZ
WT1
WWOX
XAF1
XIST
XKR6
XPC
XRCC3
XYLT1
YBX1P1
YBX1P2
ZBED5
ZBTB21
ZBTB37
ZBTB49
ZC3H11A
ZC3H13
ZC3H14
ZC3H4
ZC3HAV1
ZCCHC10
ZCCHC14
ZCCHC24
ZCCHC3
ZCRB1
ZCWPW2
ZDBF2
ZDHHC11B
ZDHHC8
ZEB1
ZFAND2A-DT
ZFP36
ZFP41
ZFPM2
ZFTA
ZHX1
ZKSCAN1
ZMAT3
ZMYND10
ZMYND15
ZNF154
ZNF160
ZNF182
ZNF215
ZNF25
ZNF318
ZNF319
ZNF326
ZNF331
ZNF334
ZNF337
ZNF347
ZNF358
ZNF37A
ZNF37BP
ZNF384
ZNF391
ZNF395
ZNF417
ZNF433-AS1
ZNF441
ZNF470
ZNF485
ZNF492
ZNF497-AS1
ZNF514
ZNF516-AS1
ZNF518A
ZNF525
ZNF532
ZNF544
ZNF561-AS1
ZNF56P
ZNF587B
ZNF598
ZNF600
ZNF605
ZNF606-AS1
ZNF607
ZNF608
ZNF619
ZNF621
ZNF625
ZNF629
ZNF655
ZNF692
ZNF704
ZNF826P
ZNF845
ZNF888
ZNF90
ZRSR2
ZSCAN30
ZSWIM5
ZWILCH
