donor_id,AGTR1_detect,n_cells
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T85,1,0
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T90,0,0
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T90,1,0
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0001,0,0
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0001,1,0
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0005,0,0
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0005,1,0
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0006,0,0
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0006,1,0
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0007,0,0
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0007,1,0
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0008,0,0
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0008,1,0
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0009,0,0
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0009,1,0
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0010,0,0
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0010,1,0
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0012,0,0
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0012,1,0
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0014,0,0
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0014,1,0
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0015,0,0
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0015,1,0
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0017,0,0
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0017,1,0
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0019,0,0
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0019,1,0
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0020,0,0
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0020,1,0
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747VUHD071,0,0
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747VUHD071,1,0
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747VUHD072,0,0
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747VUHD072,1,0
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747VUHD073,0,0
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747VUHD073,1,0
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747VUHD076,0,0
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747VUHD076,1,0
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747VUHD077,0,0
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747VUHD077,1,0
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747VUHD078,0,0
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747VUHD078,1,0
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747VUHD080,0,0
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747VUHD080,1,0
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747VUHD101,0,4
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747VUHD101,1,11
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747VUHD103,0,0
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747VUHD103,1,0
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747VUHD104,0,14
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747VUHD104,1,3
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747VUHD105,0,0
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747VUHD105,1,0
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747VUHD106,0,0
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747VUHD106,1,0
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747VUHD107,0,0
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747VUHD107,1,0
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747VUHD66,0,5
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747VUHD66,1,1
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747VUHD67,0,25
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747VUHD67,1,18
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747VUHD68,0,48
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747VUHD68,1,57
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747VUHD69,0,2
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747VUHD69,1,2
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747VUHD70,0,2
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747VUHD70,1,2
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747VUHD84,0,0
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747VUHD84,1,0
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747VUHD85,0,8
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747VUHD85,1,14
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747VUHD87,0,0
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747VUHD87,1,0
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747VUHD92,0,58
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747VUHD92,1,17
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747VUHD94,0,35
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747VUHD94,1,20
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747VUHD95,0,74
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747VUHD95,1,41
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747VUHD98,0,1
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747VUHD98,1,2
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747donor 1,0,31
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747donor 1,1,32
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747donor 2,0,502
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747donor 2,1,627
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747donor 3,0,152
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747donor 3,1,246
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747lafy_donor_1,0,0
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747lafy_donor_1,1,0
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747lafy_donor_2,0,0
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747lafy_donor_2,1,0
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747lafy_donor_3,0,0
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747lafy_donor_3,1,0
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747lafy_donor_4,0,7
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747lafy_donor_4,1,2
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747lafy_donor_5,0,0
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747lafy_donor_5,1,0
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747lafy_donor_6,0,3
homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747lafy_donor_6,1,2
