ccc_group	emmean	SE	df	lower.CL	upper.CL	detect	expr_raw	gene
AT1	-0.373535963616172	0.050283405746344	1114.32815721969	-0.472196789638759	-0.274875137593585	0.00493310618649957	0.0216545403345612	PDGFB
AT2_AGTR2det	-0.451396025490981	0.0654759823310844	2821.36421561489	-0.579781669724902	-0.323010381257059	0.00717729600186898	0.0160235201722129	PDGFB
AT2_AGTR2undet	-0.445353643604063	0.0438539944149135	1247.74709122953	-0.531389349925663	-0.359317937282463	0.00238152540225151	0.00946657490345146	PDGFB
Adventitial fibroblasts	-0.424719503069566	0.0517534514173755	1279.68975244235	-0.526250433021301	-0.323188573117831	0.00337804687634987	0.0101213196597312	PDGFB
Alveolar fibroblasts	-0.437782855186443	0.0528918063705445	1414.56169325884	-0.54153766688089	-0.334028043491996	0.00125780036290146	0.00714057843690586	PDGFB
Alveolar macrophages	-0.301095805200776	0.0387470173135323	1075.10851326501	-0.377124155230131	-0.225067455171421	0.0149874781752615	0.0372152496915212	PDGFB
Classical monocytes	-0.408220007526184	0.039416106611595	416.950210340279	-0.485699059286319	-0.330740955766049	0.00153016724124324	0.00997444612583105	PDGFB
DC2	0.422018921293752	0.0373698450022126	993.765257357038	0.348686056485642	0.495351786101863	0.0624905610486134	0.202686811699915	PDGFB
EC aerocyte capillary	2.48267983255277	0.0605502379182226	1490.88757984227	2.36390712368553	2.60145254142002	0.217280265613687	0.93545109653679	PDGFB
EC general capillary	2.01153471133711	0.0514755663153933	601.250620050404	1.91044095275704	2.11262846991719	0.158958156295789	0.745010854855381	PDGFB
EC venous pulmonary	0.17458164870953	0.0556880452515776	1511.28573258064	0.0653476030413657	0.283815694377694	0.054640353730929	0.194951444941008	PDGFB
EC venous systemic	0.772336173872584	0.0506009771801248	1849.13234709854	0.67309512270438	0.871577225040789	0.120447973010221	0.355971833292514	PDGFB
Interstitial macrophages	0.0363468974735861	0.0380040633734687	915.831569291519	-0.0382382676430465	0.110932062590219	0.0357366186256736	0.127211709899256	PDGFB
Lymphatic EC	0.0572880256837203	0.0494999134857614	915.666503770327	-0.0398584311311578	0.154434482498598	0.038741704704839	0.146896484289673	PDGFB
Mast cells	-0.424485261829596	0.046495350193542	871.150841578289	-0.515741260404841	-0.33322926325435	0.00105233256100339	0.00601807791725666	PDGFB
Myofibroblasts	-0.448450928571649	0.0887039948722092	3765.93004470696	-0.622363458745801	-0.274538398397497	0.00130649523913957	0.00894115386278635	PDGFB
Non-classical monocytes	-0.357431728349161	0.0433533362782836	857.079646609973	-0.442522868517214	-0.272340588181108	0.00494706850691152	0.0198865344148943	PDGFB
Peribronchial fibroblasts	-0.473846397921728	0.060170943951005	3001.36981655992	-0.591826858724307	-0.355865937119148	0.000563553843474958	0.000710237594169878	PDGFB
Pericytes	-0.26692117070173	0.0682643671290076	2675.2038106966	-0.400777432935091	-0.133064908468369	0.0149328751974947	0.0615648817143518	PDGFB
Subpleural fibroblasts	-0.511353215184563	0.199578893686643	4319.85668578477	-0.902630288840047	-0.120076141529079	0	0	PDGFB
Transitional Club-AT2	-0.431858060667734	0.0498722620555215	1842.47296845098	-0.529670152510328	-0.33404596882514	0.00542068334212862	0.0106516392744954	PDGFB
Vascular smooth muscle	-0.189670147340747	0.0542809578858435	1677.89867842451	-0.296135668588756	-0.0832046260927373	0.0156318168348809	0.0762473299765364	PDGFB
