test_ligand	auroc	aupr	aupr_corrected	pearson	rank	receiver	n_expressing_populations	expressed_sender_populations	max_expression_fraction	pericyte_expression_fraction	cognate_receptors_in_pericytes	n_cognate_receptors	prioritized_top11	ligand_class
PSAP	0.771176625427746	0.0781929023149327	0.0703579584653636	0.16096308787943	39	Pericytes	22	Alveolar macrophages; EC aerocyte capillary; Alveolar fibroblasts; Adventitial fibroblasts; Pericytes; Classical monocytes; Lymphatic EC; DC2; Interstitial macrophages; AT2_AGTR2undet; Mast cells; Vascular smooth muscle; AT1; Myofibroblasts; EC venous systemic; Non-classical monocytes; Peribronchial fibroblasts; Transitional Club-AT2; EC venous pulmonary; EC general capillary; AT2_AGTR2det; Subpleural fibroblasts	0.953835947865887	0.509045165927905	LRP1; SORT1	2	FALSE	other
MMP9	0.819241905764679	0.0775801982607065	0.0697452544111374	0.146990754438808	40	Pericytes	1	Interstitial macrophages	0.118473425427286	0.00203665987780041	CD44; IFNAR1; LRP1	3	FALSE	protease/remodeler
ANXA1	0.840282530490482	0.0771050811678636	0.0692701373182946	0.159541879301345	41	Pericytes	22	Alveolar macrophages; EC aerocyte capillary; Alveolar fibroblasts; Adventitial fibroblasts; Pericytes; Classical monocytes; Lymphatic EC; DC2; Interstitial macrophages; AT2_AGTR2undet; Mast cells; Vascular smooth muscle; AT1; Myofibroblasts; EC venous systemic; Non-classical monocytes; Peribronchial fibroblasts; Transitional Club-AT2; EC venous pulmonary; EC general capillary; AT2_AGTR2det; Subpleural fibroblasts	0.894736842105258	0.108422187612317	EGFR	1	FALSE	other
TIMP1	0.812871808370626	0.0763921747501526	0.0685572309005836	0.152616983929137	42	Pericytes	21	Alveolar macrophages; EC aerocyte capillary; Alveolar fibroblasts; Adventitial fibroblasts; Pericytes; Classical monocytes; Lymphatic EC; DC2; Interstitial macrophages; AT2_AGTR2undet; Mast cells; Vascular smooth muscle; Myofibroblasts; EC venous systemic; Non-classical monocytes; Peribronchial fibroblasts; Transitional Club-AT2; EC venous pulmonary; EC general capillary; AT2_AGTR2det; Subpleural fibroblasts	0.999999999999994	0.674254223074134	CD63	1	FALSE	protease/remodeler
MMP2	0.78596999210319	0.0763275390433168	0.0684925951937477	0.140509241177388	43	Pericytes	7	Alveolar fibroblasts; Adventitial fibroblasts; Pericytes; Lymphatic EC; Myofibroblasts; Peribronchial fibroblasts; Subpleural fibroblasts	0.861654135338341	0.136695818857075	FGFR1	1	FALSE	protease/remodeler
C3	0.834114240589632	0.0759877152221795	0.0681527713726105	0.149438264354898	44	Pericytes	9	Alveolar macrophages; Alveolar fibroblasts; Adventitial fibroblasts; DC2; AT2_AGTR2undet; Peribronchial fibroblasts; Transitional Club-AT2; AT2_AGTR2det; Subpleural fibroblasts	0.96541353383458	0.0364202707559602	CD46; CD81; IFITM1; LRP1; NRP1	5	FALSE	other
COL1A2	0.840142142669125	0.0758320325610606	0.0679970887114916	0.154418288411766	45	Pericytes	7	Alveolar fibroblasts; Adventitial fibroblasts; Pericytes; Vascular smooth muscle; Myofibroblasts; Peribronchial fibroblasts; Subpleural fibroblasts	0.948872180451122	0.609440517551212	CD36; CD44; ITGA1_ITGB1	3	FALSE	collagen/ECM
FBN1	0.862051417039572	0.0756394552650675	0.0678045114154984	0.139433270234075	46	Pericytes	10	Alveolar fibroblasts; Adventitial fibroblasts; Pericytes; Lymphatic EC; Vascular smooth muscle; Myofibroblasts; EC venous systemic; Peribronchial fibroblasts; EC venous pulmonary; Subpleural fibroblasts	0.658045977011506	0.161135737390678	ITGB1	1	FALSE	other
COL3A1	0.832517329121701	0.0754540973091445	0.0676191534595755	0.152212331818863	47	Pericytes	8	Alveolar fibroblasts; Adventitial fibroblasts; Pericytes; Vascular smooth muscle; Myofibroblasts; Peribronchial fibroblasts; EC venous pulmonary; Subpleural fibroblasts	0.935338345864656	0.310650533125675	DDR2; ITGA1_ITGB1	2	FALSE	collagen/ECM
PLAT	0.820426428007373	0.0753352265709642	0.0675002827213952	0.155230715014121	48	Pericytes	11	EC aerocyte capillary; Alveolar fibroblasts; Adventitial fibroblasts; Pericytes; Lymphatic EC; Mast cells; EC venous systemic; Peribronchial fibroblasts; EC venous pulmonary; EC general capillary; Subpleural fibroblasts	0.604817634359773	0.149155385168324	LRP1	1	FALSE	other
LAMA3	0.833394753005183	0.0753055046810778	0.0674705608315087	0.153990301971967	49	Pericytes	3	AT2_AGTR2undet; AT1; AT2_AGTR2det	0.645665515918747	0.0156942614112854	CD44; ITGA7_ITGB1; SDC2	3	FALSE	other
VCAN	0.843371062560324	0.0752233652302026	0.0673884213806335	0.157605410426513	50	Pericytes	11	Alveolar macrophages; Alveolar fibroblasts; Adventitial fibroblasts; Pericytes; Classical monocytes; DC2; Interstitial macrophages; Myofibroblasts; Non-classical monocytes; Peribronchial fibroblasts; Subpleural fibroblasts	0.771822004528639	0.115011381334613	CD44; EGFR; ITGA4; ITGB1	4	FALSE	other
CALM3	0.816039308589982	0.0750800796043079	0.0672451357547388	0.159806854054233	51	Pericytes	22	Alveolar macrophages; EC aerocyte capillary; Alveolar fibroblasts; Adventitial fibroblasts; Pericytes; Classical monocytes; Lymphatic EC; DC2; Interstitial macrophages; AT2_AGTR2undet; Mast cells; Vascular smooth muscle; AT1; Myofibroblasts; EC venous systemic; Non-classical monocytes; Peribronchial fibroblasts; Transitional Club-AT2; EC venous pulmonary; EC general capillary; AT2_AGTR2det; Subpleural fibroblasts	0.53082706766917	0.234096082424816	AQP1; CACNA1C; EGFR; INSR; KCNQ3; RYR2	6	FALSE	other
DCN	0.835193471966307	0.0750451578526392	0.0672102140030701	0.119173171380665	52	Pericytes	7	Alveolar fibroblasts; Adventitial fibroblasts; Pericytes; Vascular smooth muscle; Myofibroblasts; Peribronchial fibroblasts; Subpleural fibroblasts	0.969129878438761	0.654606445429477	EGFR	1	FALSE	other
COL10A1	0.802219882425203	0.0749678837174198	0.0671329398678508	0.134447531089467	53	Pericytes	1	Peribronchial fibroblasts	0.167946257197699	0.00419312327782437	ITGA1_ITGB1	1	FALSE	other
CTSG	0.814661753092923	0.0749107716172543	0.0670758277676853	0.128764802834891	54	Pericytes	1	Mast cells	0.134871730382295	0.00143764226668264			FALSE	other
MMP7	0.779722734052822	0.0749096247179664	0.0670746808683973	0.163013780173709	55	Pericytes	3	AT2_AGTR2undet; Transitional Club-AT2; AT2_AGTR2det	0.463949599440066	0.0035941056667066	CD151; CD44	2	FALSE	other
BMP1	0.825743616741253	0.0748569645520677	0.0670220207024986	0.163219369936026	56	Pericytes	6	Alveolar fibroblasts; Adventitial fibroblasts; AT2_AGTR2undet; Peribronchial fibroblasts; AT2_AGTR2det; Subpleural fibroblasts	0.344703770197484	0.0868575536120765	BMPR1A; BMPR1B; BMPR2	3	FALSE	other
FGA	0.839712204966221	0.0747787852499335	0.0669438414003644	0.153877153546734	57	Pericytes	1	AT2_AGTR2det	0.148114901256734	0.000239607044447107	ITGB1; PLAUR	2	FALSE	other
FCN1	0.821637272966576	0.0746831227136855	0.0668481788641164	0.153761449058545	58	Pericytes	4	Classical monocytes; DC2; Interstitial macrophages; Non-classical monocytes	0.710380688865403	0.00347430214448305			FALSE	other
PTPRK	0.799771869790297	0.0736406266557303	0.0658056828061612	0.142257330336353	59	Pericytes	15	EC aerocyte capillary; Alveolar fibroblasts; Adventitial fibroblasts; Pericytes; Lymphatic EC; AT2_AGTR2undet; Vascular smooth muscle; AT1; Myofibroblasts; EC venous systemic; Peribronchial fibroblasts; Transitional Club-AT2; EC venous pulmonary; EC general capillary; AT2_AGTR2det	0.426391382405737	0.242482328980464			FALSE	other
COL5A3	0.838483811529352	0.0733671693438656	0.0655322254942965	0.154829079958716	60	Pericytes	2	Pericytes; Peribronchial fibroblasts	0.279262010303099	0.279262010303099	ITGA1_ITGB1	1	FALSE	other
FLRT2	0.778222339212078	0.0730586174683115	0.0652236736187425	0.13632874047893	61	Pericytes	6	Adventitial fibroblasts; Lymphatic EC; Myofibroblasts; EC venous systemic; Peribronchial fibroblasts; Subpleural fibroblasts	0.406015037593983	0.00622978315562478			FALSE	other
NEGR1	0.851294200228132	0.0730548973683496	0.0652199535187805	0.156585601630094	62	Pericytes	5	Alveolar fibroblasts; Adventitial fibroblasts; Pericytes; Myofibroblasts; Peribronchial fibroblasts	0.359350730040368	0.108062777045646			FALSE	other
LAMA5	0.830841449504257	0.0725681479388197	0.0647332040892507	0.15282191092978	63	Pericytes	9	EC aerocyte capillary; AT2_AGTR2undet; Vascular smooth muscle; AT1; EC venous systemic; Transitional Club-AT2; EC venous pulmonary; EC general capillary; AT2_AGTR2det	0.397727272727304	0.0643344914340476	BCAM; CD44; ITGA7_ITGB1	3	FALSE	other
CTSD	0.845862946389407	0.0724303255790739	0.0645953817295048	0.142766362134123	64	Pericytes	22	Alveolar macrophages; EC aerocyte capillary; Alveolar fibroblasts; Adventitial fibroblasts; Pericytes; Classical monocytes; Lymphatic EC; DC2; Interstitial macrophages; AT2_AGTR2undet; Mast cells; Vascular smooth muscle; AT1; Myofibroblasts; EC venous systemic; Non-classical monocytes; Peribronchial fibroblasts; Transitional Club-AT2; EC venous pulmonary; EC general capillary; AT2_AGTR2det; Subpleural fibroblasts	0.643028126870141	0.331256738948129			FALSE	other
FST	0.810616828990092	0.072155172107011	0.0643202282574419	0.149212526648769	65	Pericytes	4	Adventitial fibroblasts; Vascular smooth muscle; Myofibroblasts; Subpleural fibroblasts	0.264661654135337	0.0543907990894928	BMPR2	1	FALSE	other
CDCP1	0.827507238747039	0.071646048200608	0.063811104351039	0.151243017413426	66	Pericytes	4	Alveolar macrophages; DC2; Interstitial macrophages; AT2_AGTR2det	0.362272454490826	0.00263567748891817			FALSE	other
SELE	0.796586821093275	0.0715551800074143	0.0637202361578452	0.173529027077524	67	Pericytes	2	EC venous systemic; EC venous pulmonary	0.340372841714263	0.00191685635557685	CD44; GLG1	2	FALSE	other
LAMC1	0.845143458804954	0.0711888006529341	0.0633538568033651	0.151771287849028	68	Pericytes	13	Alveolar fibroblasts; Adventitial fibroblasts; Pericytes; Lymphatic EC; AT2_AGTR2undet; Vascular smooth muscle; AT1; Myofibroblasts; EC venous systemic; Peribronchial fibroblasts; EC venous pulmonary; AT2_AGTR2det; Subpleural fibroblasts	0.530493410971563	0.231700011980345	CD44; ITGA1; ITGA7_ITGB1	3	FALSE	other
A2M	0.815214530139514	0.0711386539145086	0.0633037100649395	0.151454556944395	69	Pericytes	15	Alveolar macrophages; EC aerocyte capillary; Alveolar fibroblasts; Adventitial fibroblasts; Pericytes; Lymphatic EC; DC2; Interstitial macrophages; Vascular smooth muscle; Myofibroblasts; EC venous systemic; Peribronchial fibroblasts; EC venous pulmonary; EC general capillary; Subpleural fibroblasts	0.887649402390313	0.773451539475205	LRP1	1	FALSE	other
HDC	0.770088619812235	0.0708601332190173	0.0630251893694482	0.152583581093148	70	Pericytes	1	Mast cells	0.515782193158997	0.00131783874445909	HRH2	1	FALSE	other
CXCL12	0.824839870141268	0.0708236391770463	0.0629886953274773	0.103056672639802	71	Pericytes	6	Alveolar fibroblasts; Adventitial fibroblasts; Vascular smooth muscle; EC venous systemic; Peribronchial fibroblasts; Subpleural fibroblasts	0.717293233082703	0.014735833233497	CD4; CXCR4; ITGA4; ITGAV; ITGB1; SDC4	6	FALSE	other
LUM	0.843476353426341	0.070710804499306	0.0628758606497369	0.152335109161193	72	Pericytes	7	Alveolar fibroblasts; Adventitial fibroblasts; Pericytes; Vascular smooth muscle; Myofibroblasts; Peribronchial fibroblasts; Subpleural fibroblasts	0.937619961612156	0.240086258535993	ITGB1	1	FALSE	other
GRN	0.798289023427221	0.0704955080779326	0.0626605642283635	0.144789015942015	73	Pericytes	22	Alveolar macrophages; EC aerocyte capillary; Alveolar fibroblasts; Adventitial fibroblasts; Pericytes; Classical monocytes; Lymphatic EC; DC2; Interstitial macrophages; AT2_AGTR2undet; Mast cells; Vascular smooth muscle; AT1; Myofibroblasts; EC venous systemic; Non-classical monocytes; Peribronchial fibroblasts; Transitional Club-AT2; EC venous pulmonary; EC general capillary; AT2_AGTR2det; Subpleural fibroblasts	0.889424038653696	0.359290763148445	EGFR; SORT1; TNFRSF1A	3	FALSE	other
ITGB2	0.840361498639995	0.0703105266894156	0.0624755828398465	0.14699295727446	74	Pericytes	5	Alveolar macrophages; Classical monocytes; DC2; Interstitial macrophages; Non-classical monocytes	0.734090258562926	0.011261531089014	THY1	1	FALSE	other
CD14	0.832833201719756	0.0701756184361697	0.0623406745866006	0.114828616590008	75	Pericytes	10	Alveolar macrophages; EC aerocyte capillary; Alveolar fibroblasts; Classical monocytes; DC2; Interstitial macrophages; EC venous systemic; Non-classical monocytes; EC venous pulmonary; EC general capillary	0.626902364786024	0.0292320594225471	ITGA4; ITGB1; RIPK1	3	FALSE	other
SERPING1	0.804764411687289	0.0699993146338086	0.0621643707842395	0.147428987557111	76	Pericytes	20	Alveolar macrophages; EC aerocyte capillary; Alveolar fibroblasts; Adventitial fibroblasts; Pericytes; Lymphatic EC; DC2; Interstitial macrophages; AT2_AGTR2undet; Vascular smooth muscle; AT1; Myofibroblasts; EC venous systemic; Non-classical monocytes; Peribronchial fibroblasts; Transitional Club-AT2; EC venous pulmonary; EC general capillary; AT2_AGTR2det; Subpleural fibroblasts	0.938345864661648	0.677009704085275	LRP1	1	FALSE	other
IL1B	0.814354654733703	0.0697458810017786	0.0619109371522095	0.160479643350507	77	Pericytes	5	Alveolar macrophages; Classical monocytes; DC2; Interstitial macrophages; Non-classical monocytes	0.405226191026188	0.00802683598897807	SIGIRR	1	FALSE	other
VWF	0.854531894358166	0.0697001469566572	0.0618652031070882	0.123748364004214	78	Pericytes	5	EC aerocyte capillary; Lymphatic EC; EC venous systemic; EC venous pulmonary; EC general capillary	0.955345983411068	0.0297112735114413	ITGA4; ITGB1; LRP1	3	FALSE	other
FAM3C	0.81061682899009	0.0694828461803117	0.0616479023307426	0.161508847009387	79	Pericytes	18	Alveolar macrophages; Alveolar fibroblasts; Adventitial fibroblasts; Pericytes; Lymphatic EC; DC2; Interstitial macrophages; AT2_AGTR2undet; Vascular smooth muscle; AT1; Myofibroblasts; EC venous systemic; Peribronchial fibroblasts; Transitional Club-AT2; EC venous pulmonary; EC general capillary; AT2_AGTR2det; Subpleural fibroblasts	0.416541353383457	0.111776686234576	LAMP1	1	FALSE	other
