gene	value_type	tau	n_groups	top_group	pericyte_rank	log2_pericyte_over_next	panel	block	with_depth	contrast	estimate	SE	df	t.ratio	p.value	sd_study	sd_residual	study_dominated	n_units	n_donors	p_BH_across_genes	p_formatted
COL4A1	expr	0.871907614147395	22	Pericytes	1	1.0927463058967	basement_membrane	tau specificity														
COL4A2	expr	0.842327106808363	22	Pericytes	1	0.992146146568368	basement_membrane	tau specificity														
COL18A1	expr	0.838430320575686	22	Pericytes	1	0.84663005732005	basement_membrane	tau specificity														
LAMA3	expr	0.964501832677547	22	AT1	17	-6.22356933063727	basement_membrane	tau specificity														
LAMA4	expr	0.801640943938291	22	Alveolar fibroblasts	3	-0.93144737090471	basement_membrane	tau specificity														
LAMA5	expr	0.813813855787661	22	AT1	9	-2.77815053729361	basement_membrane	tau specificity														
LAMB1	expr	0.877866743771421	22	Pericytes	1	0.543324835207079	basement_membrane	tau specificity														
LAMB2	expr	0.551052826267748	22	AT1	13	-1.21348855940533	basement_membrane	tau specificity														
LAMC1	expr	0.767572909753676	22	Alveolar fibroblasts	8	-1.50360061746834	basement_membrane	tau specificity														
NID1	expr	0.891545523326121	22	Pericytes	1	1.21656362830684	basement_membrane	tau specificity														
NID2	expr	0.80303168886484	22	Pericytes	1	0.336871944631996	basement_membrane	tau specificity														
HSPG2	expr	0.794079821369469	22	EC venous pulmonary	10	-2.13887912415746	basement_membrane	tau specificity														
AGRN	expr	0.880629030937119	22	AT1	5	-2.31473464100176	basement_membrane	tau specificity														
COL1A1	expr	0.88775110076909	22	Subpleural fibroblasts	7	-5.07666351890123	fibrillar_ecm	tau specificity														
COL1A2	expr	0.828195295903095	22	Peribronchial fibroblasts	6	-1.3013681574066	fibrillar_ecm	tau specificity														
COL3A1	expr	0.845181248282147	22	Peribronchial fibroblasts	7	-3.06520244983109	fibrillar_ecm	tau specificity														
COL5A1	expr	0.838463466775104	22	Peribronchial fibroblasts	6	-1.91656329398193	fibrillar_ecm	tau specificity														
FN1	expr	0.81763251721122	22	Alveolar fibroblasts	11	-3.16779373531316	fibrillar_ecm	tau specificity														
POSTN	expr	0.929569107301481	22	EC venous systemic	9	-4.71210290381393	fibrillar_ecm	tau specificity														
LUM	expr	0.892056903185321	22	Peribronchial fibroblasts	6	-3.38738898305344	fibrillar_ecm	tau specificity														
DCN	expr	0.818775426492497	22	Adventitial fibroblasts	6	-1.531237521121	fibrillar_ecm	tau specificity														
FBN1	expr	0.871501748935507	22	Adventitial fibroblasts	7	-2.60713512313057	fibrillar_ecm	tau specificity														
BGN	expr	0.847499585806232	22	Pericytes	1	0.222343240887729	fibrillar_ecm	tau specificity														
COL4A1	expr							pericyte vs cell-type contrast	TRUE	Pericytes - AT1	1.77271519046227	0.0765910226990879	2138.00014062495	-23.1452085112761	1.05408546065557e-105	1.48276683403228e-17	0.444391140365413	FALSE	2329	220	4.07298621997313e-105	<2.2e-16
COL4A1	expr							pericyte vs cell-type contrast	TRUE	Pericytes - AT2_AGTR2det	3.16425322189101	0.0878467448411574	2144.56054806365	-36.0201533660985	3.08983074886368e-222	1.48276683403228e-17	0.444391140365413	FALSE	2329	220	2.61822500298449e-221	<2.2e-16
COL4A1	expr							pericyte vs cell-type contrast	TRUE	Pericytes - AT2_AGTR2undet	3.09493308403995	0.0776842174000541	2194.35872366275	-39.8399209983904	5.09856537242635e-261	1.48276683403228e-17	0.444391140365413	FALSE	2329	220	1.11936685221906e-259	<2.2e-16
COL4A1	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Adventitial fibroblasts	2.15798238078873	0.0809274346574992	2180.02578097015	-26.6656466984495	1.67693797397689e-135	1.48276683403228e-17	0.444391140365413	FALSE	2329	220	7.64114190029092e-135	<2.2e-16
COL4A1	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Alveolar fibroblasts	1.69134304248013	0.0787769212944454	2127.58169008486	-21.4700322719948	1.53274841144647e-92	1.48276683403228e-17	0.444391140365413	FALSE	2329	220	5.56629686262141e-92	<2.2e-16
COL4A1	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Alveolar macrophages	3.07055979651231	0.077511736565274	2197.08236740149	-39.6141272609283	5.7039325272222e-259	1.48276683403228e-17	0.444391140365413	FALSE	2329	220	1.05961515794166e-257	<2.2e-16
COL4A1	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Classical monocytes	3.03783383455577	0.0737224091917097	2148.33632889089	-41.2063830775811	3.60505517739156e-273	1.48276683403228e-17	0.444391140365413	FALSE	2329	220	1.33941665436932e-271	<2.2e-16
COL4A1	expr							pericyte vs cell-type contrast	TRUE	Pericytes - DC2	3.06181751664346	0.0744997538740228	2171.21007020405	-41.0983574767363	6.62516949072263e-273	1.48276683403228e-17	0.444391140365413	FALSE	2329	220	2.28568347429931e-271	<2.2e-16
COL4A1	expr							pericyte vs cell-type contrast	TRUE	Pericytes - EC aerocyte capillary	1.42241399586653	0.0819110783182124	2118.38913280374	-17.3653433097373	4.11865754117009e-63	1.48276683403228e-17	0.444391140365413	FALSE	2329	220	1.30875762656918e-62	<2.2e-16
COL4A1	expr							pericyte vs cell-type contrast	TRUE	Pericytes - EC general capillary	0.793895205095466	0.0766177189381424	2124.59918832618	-10.3617703071586	1.40891634072243e-24	1.48276683403228e-17	0.444391140365413	FALSE	2329	220	2.39614997383428e-24	<2.2e-16
COL4A1	expr							pericyte vs cell-type contrast	TRUE	Pericytes - EC venous pulmonary	2.01363145854424	0.0796842444978991	2139.67707315951	-25.2701330260755	3.09479113817844e-123	1.48276683403228e-17	0.444391140365413	FALSE	2329	220	1.2775932647352e-122	<2.2e-16
COL4A1	expr							pericyte vs cell-type contrast	TRUE	Pericytes - EC venous systemic	1.32124424422905	0.0819409316390738	2159.64862965047	-16.1243497944196	3.16355480631954e-55	1.48276683403228e-17	0.444391140365413	FALSE	2329	220	9.31705470397766e-55	<2.2e-16
COL4A1	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Interstitial macrophages	3.10596365478011	0.0753771535932926	2197.72017798211	-41.2056373412394	3.55957190530418e-274	1.48276683403228e-17	0.444391140365413	FALSE	2329	220	1.56297566387447e-272	<2.2e-16
COL4A1	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Lymphatic EC	1.68555627512722	0.0775453630358058	2144.91836642479	-21.7363902771198	1.23920451382726e-94	1.48276683403228e-17	0.444391140365413	FALSE	2329	220	4.56897542121043e-94	<2.2e-16
COL4A1	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Mast cells	3.0368896821209	0.0763186712195104	2146.90482769684	-39.7922242826542	2.55937749129738e-259	1.48276683403228e-17	0.444391140365413	FALSE	2329	220	5.15074720123598e-258	<2.2e-16
COL4A1	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Myofibroblasts	1.39238888373064	0.101242758416628	2120.84899290173	-13.7529726126264	3.0232476724644e-41	1.48276683403228e-17	0.444391140365413	FALSE	2329	220	6.69829644862525e-41	<2.2e-16
COL4A1	expr							pericyte vs cell-type contrast	TRUE	Pericytes - (Non-classical monocytes)	3.13670741631248	0.0761623734934225	2171.67327692785	-41.1844756464079	1.75022086506239e-273	1.48276683403228e-17	0.444391140365413	FALSE	2329	220	7.04463898187613e-272	<2.2e-16
COL4A1	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Peribronchial fibroblasts	1.5405914838503	0.0889413520204412	2157.81464489764	-17.3214309075966	6.39927245602451e-63	1.48276683403228e-17	0.444391140365413	FALSE	2329	220	2.02016248121558e-62	<2.2e-16
COL4A1	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Subpleural fibroblasts	2.40179848471109	0.174907543701189	2164.98936697313	-13.7318175870923	3.47718266722436e-41	1.48276683403228e-17	0.444391140365413	FALSE	2329	220	7.66885492360441e-41	<2.2e-16
COL4A1	expr							pericyte vs cell-type contrast	TRUE	Pericytes - (Transitional Club-AT2)	3.14277357786254	0.0806858865384626	2174.81122639069	-38.9507225202811	8.30862797265225e-252	1.48276683403228e-17	0.444391140365413	FALSE	2329	220	1.33768910359701e-250	<2.2e-16
COL4A1	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Vascular smooth muscle	1.1885472562931	0.0813916253649977	2131.40882031773	-14.6028200194198	4.90564196176471e-46	1.48276683403228e-17	0.444391140365413	FALSE	2329	220	1.16720446676471e-45	<2.2e-16
COL4A2	expr							pericyte vs cell-type contrast	TRUE	Pericytes - AT1	1.24725874731237	0.0808899031090738	2136.87063869357	-15.4192142575637	9.10242704725418e-51	1.54088428511443e-17	0.469273250729296	FALSE	2329	220	2.4424845910132e-50	<2.2e-16
COL4A2	expr							pericyte vs cell-type contrast	TRUE	Pericytes - AT2_AGTR2det	3.01923177399668	0.0928300033851035	2144.82699884425	-32.5243096401866	1.31080338342761e-188	1.54088428511443e-17	0.469273250729296	FALSE	2329	220	7.72095163653094e-188	<2.2e-16
COL4A2	expr							pericyte vs cell-type contrast	TRUE	Pericytes - AT2_AGTR2undet	2.96218935791375	0.0820760561743236	2193.64123631736	-36.0907857417305	9.14566528113911e-224	1.54088428511443e-17	0.469273250729296	FALSE	2329	220	7.88813630498248e-223	<2.2e-16
COL4A2	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Adventitial fibroblasts	1.93531799176928	0.0854865739833865	2179.07487371287	-22.6388531156412	9.18770569830603e-102	1.54088428511443e-17	0.469273250729296	FALSE	2329	220	3.49422193093056e-101	<2.2e-16
COL4A2	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Alveolar fibroblasts	1.64825233591088	0.0831955396537871	2126.60374990175	-19.8117872997757	4.28275625067516e-80	1.54088428511443e-17	0.469273250729296	FALSE	2329	220	1.49896468773631e-79	<2.2e-16
COL4A2	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Alveolar macrophages	2.93617040254788	0.0819106679472909	2196.80418955295	-35.8460073166208	1.73092811074446e-221	1.54088428511443e-17	0.469273250729296	FALSE	2329	220	1.39339712914929e-220	<2.2e-16
COL4A2	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Classical monocytes	2.9861110475213	0.0778641505789293	2147.20997296588	-38.3502680671298	3.06827379446024e-244	1.54088428511443e-17	0.469273250729296	FALSE	2329	220	4.35875365507146e-243	<2.2e-16
COL4A2	expr							pericyte vs cell-type contrast	TRUE	Pericytes - DC2	2.96531072501879	0.0787101275871029	2170.65482916733	-37.6738142335914	2.04995437984973e-238	1.54088428511443e-17	0.469273250729296	FALSE	2329	220	2.60559990912478e-237	<2.2e-16
COL4A2	expr							pericyte vs cell-type contrast	TRUE	Pericytes - EC aerocyte capillary	1.11082622271025	0.0865027200320916	2117.54981769805	-12.8415178424233	2.60646877827663e-36	1.54088428511443e-17	0.469273250729296	FALSE	2329	220	5.40310909831593e-36	<2.2e-16
COL4A2	expr							pericyte vs cell-type contrast	TRUE	Pericytes - EC general capillary	0.749291283656529	0.0809140229588128	2123.57046741124	-9.26033901488172	4.82920347910481e-20	1.54088428511443e-17	0.469273250729296	FALSE	2329	220	7.87849927136435e-20	<2.2e-16
COL4A2	expr							pericyte vs cell-type contrast	TRUE	Pericytes - EC venous pulmonary	1.77028393798554	0.0841571289177084	2138.51426896561	-21.0354602248442	3.68354365760452e-89	1.54088428511443e-17	0.469273250729296	FALSE	2329	220	1.31789006416517e-88	<2.2e-16
COL4A2	expr							pericyte vs cell-type contrast	TRUE	Pericytes - EC venous systemic	1.22421818103464	0.0865516255732208	2158.85980791788	-14.1443695936015	2.18766494923621e-43	1.54088428511443e-17	0.469273250729296	FALSE	2329	220	5.00778279848858e-43	<2.2e-16
COL4A2	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Interstitial macrophages	2.92888404034758	0.0796324307679817	2196.69585051386	-36.7800406455157	1.49664420168735e-230	1.54088428511443e-17	0.469273250729296	FALSE	2329	220	1.5059982279479e-229	<2.2e-16
COL4A2	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Lymphatic EC	1.70312914100341	0.0818999520133316	2143.85868514496	-20.7952397911805	2.11583858679108e-87	1.54088428511443e-17	0.469273250729296	FALSE	2329	220	7.51433851044185e-87	<2.2e-16
COL4A2	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Mast cells	2.97782820943013	0.0806056708999903	2145.69540057663	-36.9431601546348	6.11341100093939e-231	1.54088428511443e-17	0.469273250729296	FALSE	2329	220	6.28250534777388e-230	<2.2e-16
COL4A2	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Myofibroblasts	1.21920472989477	0.10691888072751	2119.96713813939	-11.4030816783613	3.29478409706108e-29	1.54088428511443e-17	0.469273250729296	FALSE	2329	220	6.07397220946756e-29	<2.2e-16
COL4A2	expr							pericyte vs cell-type contrast	TRUE	Pericytes - (Non-classical monocytes)	3.00201132778774	0.0804503602033595	2170.61263753222	-37.3150762805705	4.83608111527883e-235	1.54088428511443e-17	0.469273250729296	FALSE	2329	220	5.56149328257065e-234	<2.2e-16
COL4A2	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Peribronchial fibroblasts	1.4262615201631	0.0939457420881987	2156.95476534025	-15.1817579856263	2.16353709717843e-49	1.54088428511443e-17	0.469273250729296	FALSE	2329	220	5.58817335795283e-49	<2.2e-16
COL4A2	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Subpleural fibroblasts	1.9765705668906	0.184743614712939	2163.43421906674	-10.6989926009723	5.03806516392278e-26	1.54088428511443e-17	0.469273250729296	FALSE	2329	220	8.7218117353932e-26	<2.2e-16
COL4A2	expr							pericyte vs cell-type contrast	TRUE	Pericytes - (Transitional Club-AT2)	3.00373760021392	0.0852579763497291	2174.44010582372	-35.2311622773283	4.32853260902334e-215	1.54088428511443e-17	0.469273250729296	FALSE	2329	220	3.21643269255119e-214	<2.2e-16
COL4A2	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Vascular smooth muscle	0.908516300909136	0.085958101511801	2130.34225411301	-10.569292305559	1.83413934532102e-25	1.54088428511443e-17	0.469273250729296	FALSE	2329	220	3.15263097434182e-25	<2.2e-16
COL18A1	expr							pericyte vs cell-type contrast	TRUE	Pericytes - AT1	2.8886198058994	0.107097285446411	2171.67712431295	-26.9719236473534	5.06144086761327e-138	2.48048427511411e-17	0.623751964164564	FALSE	2329	220	2.35064994140116e-137	<2.2e-16
COL18A1	expr							pericyte vs cell-type contrast	TRUE	Pericytes - AT2_AGTR2det	3.32381694727066	0.121227480815147	2155.51419802617	-27.4180154938545	9.30858905908944e-142	2.48048427511411e-17	0.623751964164564	FALSE	2329	220	4.36509564615553e-141	<2.2e-16
COL18A1	expr							pericyte vs cell-type contrast	TRUE	Pericytes - AT2_AGTR2undet	3.20483791457443	0.107672405822456	2216.35639698716	-29.7647098167286	3.18936670486809e-163	2.48048427511411e-17	0.623751964164564	FALSE	2329	220	1.67441752005575e-162	<2.2e-16
COL18A1	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Adventitial fibroblasts	2.08054655567844	0.112664458355829	2205.45040684765	-18.4667515030112	1.12898571293138e-70	2.48048427511411e-17	0.623751964164564	FALSE	2329	220	3.81328740801297e-70	<2.2e-16
COL18A1	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Alveolar fibroblasts	1.93031622311481	0.110261709542755	2158.11733460254	-17.5066778042863	3.99228502083391e-64	2.48048427511411e-17	0.623751964164564	FALSE	2329	220	1.28551577670852e-63	<2.2e-16
COL18A1	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Alveolar macrophages	3.19113437988951	0.106859424604223	2208.30709079537	-29.8629193607263	7.26465631297359e-164	2.48048427511411e-17	0.623751964164564	FALSE	2329	220	3.85585604303983e-163	<2.2e-16
COL18A1	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Classical monocytes	2.99114639770877	0.102946813882633	2178.93787396895	-29.0552595548891	1.3040595124212e-156	2.48048427511411e-17	0.623751964164564	FALSE	2329	220	6.49340973710762e-156	<2.2e-16
COL18A1	expr							pericyte vs cell-type contrast	TRUE	Pericytes - DC2	3.01970735594256	0.103260300096841	2190.3988185099	-29.2436430371651	2.26146011402283e-158	2.48048427511411e-17	0.623751964164564	FALSE	2329	220	1.14977393165582e-157	<2.2e-16
COL18A1	expr							pericyte vs cell-type contrast	TRUE	Pericytes - EC aerocyte capillary	2.02774932021871	0.1147525780773	2144.3065253994	-17.6706210369651	3.62154633768215e-65	2.48048427511411e-17	0.623751964164564	FALSE	2329	220	1.18189654128411e-64	<2.2e-16
COL18A1	expr							pericyte vs cell-type contrast	TRUE	Pericytes - EC general capillary	1.62794831329226	0.107267179411841	2156.18884234753	-15.1765742533596	2.05423086873276e-49	2.48048427511411e-17	0.623751964164564	FALSE	2329	220	5.3343737075157e-49	<2.2e-16
COL18A1	expr							pericyte vs cell-type contrast	TRUE	Pericytes - EC venous pulmonary	1.8535349945228	0.111406107937747	2174.83503201145	-16.6376424850829	1.75155767367974e-58	2.48048427511411e-17	0.623751964164564	FALSE	2329	220	5.38855004068353e-58	<2.2e-16
COL18A1	expr							pericyte vs cell-type contrast	TRUE	Pericytes - EC venous systemic	1.54512186056602	0.114218928104319	2181.41012248875	-13.5277215975519	4.9438916768332e-40	2.48048427511411e-17	0.623751964164564	FALSE	2329	220	1.06602664281716e-39	<2.2e-16
COL18A1	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Interstitial macrophages	3.13755423765601	0.104619540351703	2222.77781546807	-29.9901359450481	6.61992722602037e-165	2.48048427511411e-17	0.623751964164564	FALSE	2329	220	3.55269427796426e-164	<2.2e-16
COL18A1	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Lymphatic EC	1.98664330046146	0.108374096175942	2175.77453395756	-18.3313482701272	1.0511359546043e-69	2.48048427511411e-17	0.623751964164564	FALSE	2329	220	3.52568518106857e-69	<2.2e-16
COL18A1	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Mast cells	2.08419973616843	0.106580100658992	2180.65582888359	-19.5552427074255	2.59830115618569e-78	2.48048427511411e-17	0.623751964164564	FALSE	2329	220	9.02862919739344e-78	<2.2e-16
COL18A1	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Myofibroblasts	2.84543391033756	0.141800327782689	2149.61961215045	-20.0664833067116	6.48952495879046e-82	2.48048427511411e-17	0.623751964164564	FALSE	2329	220	2.28791281393853e-81	<2.2e-16
COL18A1	expr							pericyte vs cell-type contrast	TRUE	Pericytes - (Non-classical monocytes)	3.13545040336061	0.1060837014455	2200.51785467206	-29.5563819949423	2.97768853412163e-161	2.48048427511411e-17	0.623751964164564	FALSE	2329	220	1.53002506593696e-160	<2.2e-16
COL18A1	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Peribronchial fibroblasts	1.2445335529619	0.123967272314066	2180.70907422056	-10.0392105894605	3.58584975460226e-23	2.48048427511411e-17	0.623751964164564	FALSE	2329	220	6.01376885928087e-23	<2.2e-16
COL18A1	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Subpleural fibroblasts	1.46113773508705	0.243824627116048	2213.03323388095	-5.99257651849754	2.40467754698535e-09	2.48048427511411e-17	0.623751964164564	FALSE	2329	220	3.40603887153643e-09	 2.40e-09
COL18A1	expr							pericyte vs cell-type contrast	TRUE	Pericytes - (Transitional Club-AT2)	2.9978562385238	0.11147714006502	2195.36207029935	-26.8921165072524	1.45039847027896e-137	2.48048427511411e-17	0.623751964164564	FALSE	2329	220	6.67183296328324e-137	<2.2e-16
COL18A1	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Vascular smooth muscle	0.900188277918048	0.113866484098765	2162.63619050981	-7.90564743473812	4.42088118164313e-15	2.48048427511411e-17	0.623751964164564	FALSE	2329	220	6.73591675310295e-15	 4.42e-15
LAMA3	expr							pericyte vs cell-type contrast	TRUE	Pericytes - AT1	-3.71860034879714	0.0915128129377612	2191.06563323301	40.6347508007015	3.1879617127984e-268	1.13528167816297e-17	0.534177652917588	FALSE	2329	220	8.55436392934238e-267	<2.2e-16
LAMA3	expr							pericyte vs cell-type contrast	TRUE	Pericytes - AT2_AGTR2det	-0.709865026246725	0.103030372710591	2169.45378982725	6.88986177154491	5.10398764399006e-11	1.13528167816297e-17	0.534177652917588	FALSE	2329	220	7.53891752919633e-11	 5.10e-11
LAMA3	expr							pericyte vs cell-type contrast	TRUE	Pericytes - AT2_AGTR2undet	-1.07668470842107	0.0916797137960616	2228.76175540355	11.7439798166922	6.37028492181654e-30	1.13528167816297e-17	0.534177652917588	FALSE	2329	220	1.20189360048336e-29	<2.2e-16
LAMA3	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Adventitial fibroblasts	-0.301372504661314	0.0961085953348407	2219.03692737477	3.13574975902351	0.0060781120110728	1.13528167816297e-17	0.534177652917588	FALSE	2329	220	0.00712555364404893	 6.08e-03
LAMA3	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Alveolar fibroblasts	-0.0957142044031284	0.0942651358293427	2176.86165196143	1.01537226421027	0.591896926179886	1.13528167816297e-17	0.534177652917588	FALSE	2329	220	0.620143634153764	 5.92e-01
LAMA3	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Alveolar macrophages	0.000584517900400526	0.0907527115334271	2214.81948011527	-0.00644077615449792	0.994861619725844	1.13528167816297e-17	0.534177652917588	FALSE	2329	220	0.995964269823163	 9.95e-01
LAMA3	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Classical monocytes	-0.00567700796344694	0.0879031678948719	2193.78054368013	0.064582518462092	0.994861619725844	1.13528167816297e-17	0.534177652917588	FALSE	2329	220	0.995964269823163	 9.95e-01
LAMA3	expr							pericyte vs cell-type contrast	TRUE	Pericytes - DC2	-0.0443510605131476	0.0878986553715428	2201.23458899766	0.504570409247764	0.859475541939872	1.13528167816297e-17	0.534177652917588	FALSE	2329	220	0.879505692281691	 8.59e-01
LAMA3	expr							pericyte vs cell-type contrast	TRUE	Pericytes - EC aerocyte capillary	-0.00741285776138201	0.0981566466810586	2159.94713981642	0.0755206907736843	0.994861619725844	1.13528167816297e-17	0.534177652917588	FALSE	2329	220	0.995964269823163	 9.95e-01
LAMA3	expr							pericyte vs cell-type contrast	TRUE	Pericytes - EC general capillary	0.0263190541746516	0.0917079685278571	2174.52608950379	-0.286987647825357	0.994861619725844	1.13528167816297e-17	0.534177652917588	FALSE	2329	220	0.995964269823163	 9.95e-01
LAMA3	expr							pericyte vs cell-type contrast	TRUE	Pericytes - EC venous pulmonary	-0.143872347324934	0.0951839000599653	2195.06704348361	1.51151977628879	0.274680033698	1.13528167816297e-17	0.534177652917588	FALSE	2329	220	0.292870764406477	 2.75e-01
LAMA3	expr							pericyte vs cell-type contrast	TRUE	Pericytes - EC venous systemic	-0.565973365115255	0.097466342150621	2192.9324628673	5.80685960534581	3.82818067366223e-08	1.13528167816297e-17	0.534177652917588	FALSE	2329	220	5.34396319473658e-08	 3.83e-08
LAMA3	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Interstitial macrophages	-0.0742920909363546	0.0891075466836097	2234.01167784451	0.833735117858651	0.653454410435132	1.13528167816297e-17	0.534177652917588	FALSE	2329	220	0.678749419871331	 6.53e-01
LAMA3	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Lymphatic EC	-0.193096329208267	0.0925869078600655	2192.95615666617	2.08556839915326	0.0974743609561285	1.13528167816297e-17	0.534177652917588	FALSE	2329	220	0.106275657656456	 9.75e-02
LAMA3	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Mast cells	-0.0852653810788599	0.0910040684365987	2198.18911355567	0.936940320841405	0.610561317464831	1.13528167816297e-17	0.534177652917588	FALSE	2329	220	0.636935456448193	 6.11e-01
LAMA3	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Myofibroblasts	-0.0159555817242693	0.121268544551564	2168.54054542738	0.131572303298197	0.994861619725844	1.13528167816297e-17	0.534177652917588	FALSE	2329	220	0.995964269823163	 9.95e-01
LAMA3	expr							pericyte vs cell-type contrast	TRUE	Pericytes - (Non-classical monocytes)	-0.00169831127298878	0.0904938672311265	2215.37950724669	0.0187671421826984	0.994861619725844	1.13528167816297e-17	0.534177652917588	FALSE	2329	220	0.995964269823163	 9.95e-01
LAMA3	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Peribronchial fibroblasts	-0.0557751710990711	0.105777120754431	2192.93775551602	0.527289556581496	0.859475541939872	1.13528167816297e-17	0.534177652917588	FALSE	2329	220	0.879505692281691	 8.59e-01
LAMA3	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Subpleural fibroblasts	-0.36756501888684	0.2079386919791	2241.67305816445	1.76766053199846	0.180258609715243	1.13528167816297e-17	0.534177652917588	FALSE	2329	220	0.195212799310454	 1.80e-01
LAMA3	expr							pericyte vs cell-type contrast	TRUE	Pericytes - (Transitional Club-AT2)	-0.241926738904956	0.0947782263403882	2210.03894397737	2.55255609063728	0.032280806234885	1.13528167816297e-17	0.534177652917588	FALSE	2329	220	0.0360917347487256	 3.23e-02
LAMA3	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Vascular smooth muscle	-0.395522034525187	0.097317893248999	2180.02664639741	4.06422725893992	0.000209579685288004	1.13528167816297e-17	0.534177652917588	FALSE	2329	220	0.000258892552414593	 2.10e-04
LAMA4	expr							pericyte vs cell-type contrast	TRUE	Pericytes - AT1	1.83460241448806	0.0727388974533005	2131.73630716177	-25.2217517548421	1.41348022918323e-122	1.45451737350161e-17	0.421737137744933	FALSE	2329	220	5.78568602284321e-122	<2.2e-16
LAMA4	expr							pericyte vs cell-type contrast	TRUE	Pericytes - AT2_AGTR2det	1.9025961083147	0.0837024765183565	2146.82097841106	-22.7304637503461	2.41050164692778e-102	1.45451737350161e-17	0.421737137744933	FALSE	2329	220	9.24025631322315e-102	<2.2e-16
LAMA4	expr							pericyte vs cell-type contrast	TRUE	Pericytes - AT2_AGTR2undet	1.87890662905363	0.073942070334838	2190.3910253165	-25.4105223257236	1.6518218313896e-124	1.45451737350161e-17	0.421737137744933	FALSE	2329	220	6.93765169183631e-124	<2.2e-16
LAMA4	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Adventitial fibroblasts	0.145018437990933	0.0769455710602129	2174.59191343916	-1.88468856612229	0.0658793763406959	1.45451737350161e-17	0.421737137744933	FALSE	2329	220	0.0723175881194457	 6.59e-02
LAMA4	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Alveolar fibroblasts	-0.852123449165407	0.074799958219739	2122.19919620951	11.3920310845914	5.13140788150944e-29	1.45451737350161e-17	0.421737137744933	FALSE	2329	220	9.42384032992038e-29	<2.2e-16
LAMA4	expr							pericyte vs cell-type contrast	TRUE	Pericytes - Alveolar macrophages	1.82840814603762	0.0738639726621611	2195.645011948	-24.7537206589251	4.24400375616229e-119	1.45451737350161e-17	0.421737137744933	FALSE	2329	220	1.70821151185532e-118	<2.2e-16
