panel	estimate
null_at1r_0106	0.24937529478806
null_at1r_0107	0.249902488125689
null_at1r_0108	0.268449559699472
null_at1r_0109	0.249753948897552
null_at1r_0110	0.265025652598103
null_at1r_0111	0.2397743344739
null_at1r_0112	0.283762290740182
null_at1r_0113	0.251147926297008
null_at1r_0114	0.263868768612405
null_at1r_0115	0.24762205665836
null_at1r_0116	0.249407090496598
null_at1r_0117	0.268045647391596
null_at1r_0118	0.243406854160172
null_at1r_0119	0.239097279076754
null_at1r_0120	0.260873412909262
null_at1r_0121	0.269783404338129
null_at1r_0122	0.27609075997174
null_at1r_0123	0.249510242423225
null_at1r_0124	0.270317241086801
null_at1r_0125	0.214346001684575
null_at1r_0126	0.228256739600278
null_at1r_0127	0.239912560515471
null_at1r_0128	0.253038360311609
null_at1r_0129	0.245033619072876
null_at1r_0130	0.247964320305312
null_at1r_0131	0.230302747212584
null_at1r_0132	0.212372201613561
null_at1r_0133	0.22488471997103
null_at1r_0134	0.253423555792228
null_at1r_0135	0.225994510902066
null_at1r_0136	0.221810879898749
null_at1r_0137	0.240145178226988
null_at1r_0138	0.211192115710786
null_at1r_0139	0.240617213967261
null_at1r_0140	0.233021624027993
null_at1r_0141	0.263418011089397
null_at1r_0142	0.271754692746562
null_at1r_0143	0.266040916030088
null_at1r_0144	0.253387536146867
null_at1r_0145	0.187846975168119
null_at1r_0146	0.227952748480235
null_at1r_0147	0.227960302268685
null_at1r_0148	0.241012095098946
null_at1r_0149	0.220301633213695
null_at1r_0150	0.231965055403261
null_at1r_0151	0.248593163757755
null_at1r_0152	0.241457112476235
null_at1r_0153	0.221801499938632
null_at1r_0154	0.28655455415708
null_at1r_0155	0.231901535741207
null_at1r_0156	0.276485830911933
null_at1r_0157	0.268664043906661
null_at1r_0158	0.236226606000605
null_at1r_0159	0.273670888303083
null_at1r_0160	0.253109984916623
null_at1r_0161	0.269886970118814
null_at1r_0162	0.228327451393163
null_at1r_0163	0.241123103745148
null_at1r_0164	0.223485184989349
null_at1r_0165	0.235131444859666
null_at1r_0166	0.232317212559439
null_at1r_0167	0.266305291183975
null_at1r_0168	0.257033867926304
null_at1r_0169	0.199013722889064
null_at1r_0170	0.277071289232565
null_at1r_0171	0.238051634535284
null_at1r_0172	0.252609856068858
null_at1r_0173	0.237526887940722
null_at1r_0174	0.256669607018119
null_at1r_0175	0.268858095563526
null_at1r_0176	0.244628605672103
null_at1r_0177	0.245883919340101
null_at1r_0178	0.254476691143319
null_at1r_0179	0.228586101875015
null_at1r_0180	0.257896210652726
null_at1r_0181	0.258426773957568
null_at1r_0182	0.260092418119036
null_at1r_0183	0.253354147952152
null_at1r_0184	0.226152232906318
null_at1r_0185	0.265081026239693
null_at1r_0186	0.269616473498542
null_at1r_0187	0.263514940261422
null_at1r_0188	0.235239256915935
null_at1r_0189	0.26214726104742
null_at1r_0190	0.261510646121951
null_at1r_0191	0.235638861264612
null_at1r_0192	0.272138530662744
null_at1r_0193	0.25603561355514
null_at1r_0194	0.232444561698585
null_at1r_0195	0.22498343727723
null_at1r_0196	0.247899684827473
null_at1r_0197	0.251683645559171
null_at1r_0198	0.265040947760915
null_at1r_0199	0.226962278812937
null_at1r_0200	0.213856063007412
null_at1r_0201	0.217098442023144
null_at1r_0202	0.248497216947218
null_at1r_0203	0.233526063156115
null_at1r_0204	0.220168175401098
null_at1r_0205	0.235659332937011
null_at1r_0206	0.261633781361616
null_at1r_0207	0.267010829393394
null_at1r_0208	0.230832625652631
null_at1r_0209	0.23155861201343
null_at1r_0210	0.260281076118169
null_at1r_0211	0.247507463601432
null_at1r_0212	0.247612065252227
null_at1r_0213	0.262078842577561
null_at1r_0214	0.251257820713198
null_at1r_0215	0.216028821768199
null_at1r_0216	0.239368867811835
null_at1r_0217	0.2802861425999
null_at1r_0218	0.269329297769217
null_at1r_0219	0.229002547128133
null_at1r_0220	0.252791881073822
null_at1r_0221	0.275416703680872
null_at1r_0222	0.266488193917113
null_at1r_0223	0.22034852871195
null_at1r_0224	0.239479593254812
null_at1r_0225	0.19436755960671
null_at1r_0226	0.223707288513046
null_at1r_0227	0.21527312134944
null_at1r_0228	0.254971310401195
null_at1r_0229	0.29965799605923
null_at1r_0230	0.246102483759243
null_at1r_0231	0.242422218526002
null_at1r_0232	0.268448624446623
null_at1r_0233	0.262664267822749
null_at1r_0234	0.258571367849039
null_at1r_0235	0.247941679337332
null_at1r_0236	0.257456211568169
null_at1r_0237	0.246578245465815
null_at1r_0238	0.271039279460192
null_at1r_0239	0.26114646829
null_at1r_0240	0.255129166306775
null_at1r_0241	0.254154445680325
null_at1r_0242	0.233778305242343
null_at1r_0243	0.260844334315083
null_at1r_0244	0.257884907703113
null_at1r_0245	0.265673945698209
null_at1r_0246	0.279352032761051
null_at1r_0247	0.237947155434189
null_at1r_0248	0.233586867018496
null_at1r_0249	0.24972932947271
null_at1r_0250	0.217426649654914
null_at1r_0251	0.248947130528431
null_at1r_0252	0.247401636766665
null_at1r_0253	0.255267421819613
null_at1r_0254	0.260082637936136
null_at1r_0255	0.271538991991809
null_at1r_0256	0.23164481628152
null_at1r_0257	0.243551479117512
null_at1r_0258	0.266144331614658
null_at1r_0259	0.249093289147597
null_at1r_0260	0.248773822815646
null_at1r_0261	0.225347000755405
null_at1r_0262	0.21477182185785
null_at1r_0263	0.244252174340736
null_at1r_0264	0.218426951152895
null_at1r_0265	0.229726671011463
null_at1r_0266	0.252288544676213
null_at1r_0267	0.25413289403399
null_at1r_0268	0.248328038883928
null_at1r_0269	0.283894087207562
null_at1r_0270	0.257688871376755
null_at1r_0271	0.234852169866705
null_at1r_0272	0.244413379354556
null_at1r_0273	0.263476175312742
null_at1r_0274	0.229279319157228
null_at1r_0275	0.247152988984537
null_at1r_0276	0.267950695719469
null_at1r_0277	0.225769791487806
null_at1r_0278	0.23746170485473
null_at1r_0279	0.238034664432524
null_at1r_0280	0.263266067493206
null_at1r_0281	0.232690916872254
null_at1r_0282	0.231576912660616
null_at1r_0283	0.246372577478522
null_at1r_0284	0.231360011645045
null_at1r_0285	0.250785134529867
null_at1r_0286	0.274261607989254
null_at1r_0287	0.244227571148939
null_at1r_0288	0.232982483522532
null_at1r_0289	0.233980391725862
null_at1r_0290	0.267629220443313
null_at1r_0291	0.226857272369672
null_at1r_0292	0.270934275941189
null_at1r_0293	0.272008467189384
null_at1r_0294	0.263136858909848
null_at1r_0295	0.234559852423938
null_at1r_0296	0.244259145773369
null_at1r_0297	0.251889921973512
null_at1r_0298	0.256792691843932
null_at1r_0299	0.213704121660262
null_at1r_0300	0.275830766248554
null_at1r_0301	0.233681803988332
null_at1r_0302	0.256446810861599
null_at1r_0303	0.243544439476832
null_at1r_0304	0.237812485170103
null_at1r_0305	0.233985254786367
null_at1r_0306	0.259814243179594
null_at1r_0307	0.271964867857443
null_at1r_0308	0.279020826874199
null_at1r_0309	0.252096911620949
null_at1r_0310	0.2520432154692
null_at1r_0311	0.267599227684679
null_at1r_0312	0.206958854519817
null_at1r_0313	0.24686563029786
null_at1r_0314	0.262602778412569
null_at1r_0315	0.254748065536911
null_at1r_0316	0.24721219705379
null_at1r_0317	0.271370969750589
null_at1r_0318	0.242293875076255
null_at1r_0319	0.267283921243773
null_at1r_0320	0.238025506922202
null_at1r_0321	0.205245697375755
null_at1r_0322	0.22618107981476
null_at1r_0323	0.233094278009593
null_at1r_0324	0.225259619553655
null_at1r_0325	0.224776885607049
null_at1r_0326	0.249783637435145
null_at1r_0327	0.251955671901677
null_at1r_0328	0.276396626588291
null_at1r_0329	0.275036076750904
null_at1r_0330	0.225346325449162
null_at1r_0331	0.246881033065678
null_at1r_0332	0.261383663969712
null_at1r_0333	0.24204086406185
null_at1r_0334	0.243783025132757
null_at1r_0335	0.272866009929516
null_at1r_0336	0.217518454394007
null_at1r_0337	0.22589266263033
null_at1r_0338	0.247062832001386
null_at1r_0339	0.268814364292103
null_at1r_0340	0.272782878952162
null_at1r_0341	0.254991723148375
null_at1r_0342	0.265123946181768
null_at1r_0343	0.232679180331218
null_at1r_0344	0.223876471601071
null_at1r_0345	0.236067351736385
null_at1r_0346	0.263268816884975
null_at1r_0347	0.270680838571842
null_at1r_0348	0.25854296059505
null_at1r_0349	0.231476356667941
null_at1r_0350	0.228360727268118
null_at1r_0351	0.258486920504127
null_at1r_0352	0.232126650031378
null_at1r_0353	0.224470231883258
null_at1r_0354	0.265975626850064
null_at1r_0355	0.250564548719012
null_at1r_0356	0.270028743859701
null_at1r_0357	0.237327910660291
null_at1r_0358	0.250267218102216
null_at1r_0359	0.260592914846423
null_at1r_0360	0.266465549985265
null_at1r_0361	0.232027843506765
null_at1r_0362	0.22023006671637
null_at1r_0363	0.247293301864387
null_at1r_0364	0.27639687932623
null_at1r_0365	0.243028476289883
null_at1r_0366	0.266900964710647
null_at1r_0367	0.275382726539047
null_at1r_0368	0.233125596642562
null_at1r_0369	0.267076254882268
null_at1r_0370	0.248975818440588
null_at1r_0371	0.248491481591103
null_at1r_0372	0.241133353646682
null_at1r_0373	0.242206784745309
null_at1r_0374	0.242169777090843
null_at1r_0375	0.279917055345254
null_at1r_0376	0.242743423889125
null_at1r_0377	0.270413584551424
null_at1r_0378	0.209504661705279
null_at1r_0379	0.249205999919711
null_at1r_0380	0.269893974400798
null_at1r_0381	0.237715170247632
null_at1r_0382	0.240794659641892
null_at1r_0383	0.275545474448018
null_at1r_0384	0.223255315795846
null_at1r_0385	0.208822253839399
null_at1r_0386	0.279755007071651
null_at1r_0387	0.273464360715976
null_at1r_0388	0.263263242649543
null_at1r_0389	0.25052697747011
null_at1r_0390	0.208704906925968
null_at1r_0391	0.261222443609771
null_at1r_0392	0.263251828721744
null_at1r_0393	0.258024952913917
null_at1r_0394	0.25284025714923
null_at1r_0395	0.24630806748424
null_at1r_0396	0.254325228636279
null_at1r_0397	0.248160013915352
null_at1r_0398	0.24903256140133
null_at1r_0399	0.269206705315976
null_at1r_0400	0.272619394717073
null_at1r_0401	0.269557562883618
null_at1r_0402	0.240907759247256
null_at1r_0403	0.256582073823534
null_at1r_0404	0.267071975847433
null_at1r_0405	0.245431061071783
null_at1r_0406	0.245237183502414
null_at1r_0407	0.26747563282988
null_at1r_0408	0.257073704066401
null_at1r_0409	0.230544397488382
null_at1r_0410	0.264110905631304
null_at1r_0411	0.265373335866647
null_at1r_0412	0.239067103797355
null_at1r_0413	0.219052452383085
null_at1r_0414	0.223070264518461
null_at1r_0415	0.274927503710372
null_at1r_0416	0.251284805661331
null_at1r_0417	0.263239454964299
null_at1r_0418	0.234920290306686
null_at1r_0419	0.276698993914421
null_at1r_0420	0.260983224723294
null_at1r_0421	0.245700107456343
null_at1r_0422	0.235891612692651
null_at1r_0423	0.272032980995954
null_at1r_0424	0.229400229818685
null_at1r_0425	0.264444860596504
null_at1r_0426	0.264821104011575
null_at1r_0427	0.256147724246016
null_at1r_0428	0.270639786091185
null_at1r_0429	0.225678752119107
null_at1r_0430	0.225627872904069
null_at1r_0431	0.230734238901562
null_at1r_0432	0.257598160209473
null_at1r_0433	0.27457126567944
null_at1r_0434	0.276816600531279
null_at1r_0435	0.22313560998978
null_at1r_0436	0.272819399992733
null_at1r_0437	0.225716610397064
null_at1r_0438	0.254854776103574
null_at1r_0439	0.232937950573204
null_at1r_0440	0.249847876320278
null_at1r_0441	0.233174951289882
null_at1r_0442	0.253007820358046
null_at1r_0443	0.261081617977884
null_at1r_0444	0.226043973045322
null_at1r_0445	0.195189025233461
null_at1r_0446	0.222776235880408
null_at1r_0447	0.221244170638422
null_at1r_0448	0.263816386922962
null_at1r_0449	0.212674063094203
null_at1r_0450	0.212266990917215
null_at1r_0451	0.255623586454481
null_at1r_0452	0.255048110540589
null_at1r_0453	0.258798851802395
null_at1r_0454	0.245833152148535
null_at1r_0455	0.232796974506381
null_at1r_0456	0.273614210135097
null_at1r_0457	0.241036167375952
null_at1r_0458	0.219228747041179
null_at1r_0459	0.258546194557564
null_at1r_0460	0.249757861868343
null_at1r_0461	0.273090074126361
null_at1r_0462	0.248207257258968
null_at1r_0463	0.261763743343749
null_at1r_0464	0.253891969027822
null_at1r_0465	0.233832389218369
null_at1r_0466	0.258607275475325
null_at1r_0467	0.245309532470664
null_at1r_0468	0.216899776085252
null_at1r_0469	0.230711060289208
null_at1r_0470	0.236293502069324
null_at1r_0471	0.225844117030946
null_at1r_0472	0.24137228083884
null_at1r_0473	0.278848013741257
null_at1r_0474	0.25891958265682
null_at1r_0475	0.242467458062689
null_at1r_0476	0.219295474759082
null_at1r_0477	0.25489353014139
null_at1r_0478	0.23348050135619
null_at1r_0479	0.278338226933655
null_at1r_0480	0.235987557662416
null_at1r_0481	0.23060635949557
null_at1r_0482	0.23978330876493
null_at1r_0483	0.242254882868699
null_at1r_0484	0.277160907045374
null_at1r_0485	0.261690007444248
null_at1r_0486	0.285816762452864
null_at1r_0487	0.208333728070842
null_at1r_0488	0.269267905024016
null_at1r_0489	0.245477348150325
null_at1r_0490	0.219193497922449
null_at1r_0491	0.268751482267348
null_at1r_0492	0.218404954454957
null_at1r_0493	0.23272898654831
null_at1r_0494	0.251027987623967
null_at1r_0495	0.261061359212098
null_at1r_0496	0.229342853167521
null_at1r_0497	0.268665970189504
null_at1r_0498	0.279921686111231
null_at1r_0499	0.199945235835208
null_at1r_0500	0.24533227618438
null_at1r_0501	0.234467112495038
null_at1r_0502	0.217771408259424
null_at1r_0503	0.238649971048958
null_at1r_0504	0.222562047750781
null_at1r_0505	0.281451071885764
null_at1r_0506	0.232246364044762
null_at1r_0507	0.25879130494274
null_at1r_0508	0.261023886677473
null_at1r_0509	0.260494960930084
null_at1r_0510	0.221155877350367
null_at1r_0511	0.269740335233639
null_at1r_0512	0.211350981334546
null_at1r_0513	0.25434891711393
null_at1r_0514	0.236480820035483
null_at1r_0515	0.244215086370498
null_at1r_0516	0.240124072482132
null_at1r_0517	0.241615431705806
null_at1r_0518	0.250146260977872
null_at1r_0519	0.234671827970894
null_at1r_0520	0.25533498627861
null_at1r_0521	0.209803922533002
null_at1r_0522	0.264945843498866
null_at1r_0523	0.261252911995895
null_at1r_0524	0.24481804136685
null_at1r_0525	0.256616805530715
null_at1r_0526	0.183272823470236
null_at1r_0527	0.269463318770201
null_at1r_0528	0.25164263051025
null_at1r_0529	0.26959698254337
null_at1r_0530	0.269466218879666
null_at1r_0531	0.272445456797943
null_at1r_0532	0.235393098488308
null_at1r_0533	0.238433508127569
null_at1r_0534	0.261890653427016
null_at1r_0535	0.256045808832844
null_at1r_0536	0.274089412708516
null_at1r_0537	0.269008449436031
null_at1r_0538	0.258429088751969
null_at1r_0539	0.240634396739095
null_at1r_0540	0.237960195794128
null_at1r_0541	0.220243798255749
null_at1r_0542	0.241872128205483
null_at1r_0543	0.253632636315297
null_at1r_0544	0.242058877066658
null_at1r_0545	0.234412640915124
null_at1r_0546	0.243467168297128
null_at1r_0547	0.239589846451365
null_at1r_0548	0.252793490021334
null_at1r_0549	0.199349560989943
null_at1r_0550	0.253819761681388
null_at1r_0551	0.222940141304722
null_at1r_0552	0.274546046472884
null_at1r_0553	0.237888730308274
null_at1r_0554	0.230262486686133
null_at1r_0555	0.220229649550996
null_at1r_0556	0.248780194077018
null_at1r_0557	0.257758364508416
null_at1r_0558	0.25903325728062
null_at1r_0559	0.232594125127471
null_at1r_0560	0.247743724600225
null_at1r_0561	0.192659718437031
null_at1r_0562	0.244378843426606
null_at1r_0563	0.261355631323252
null_at1r_0564	0.239184325212093
null_at1r_0565	0.252080003293556
null_at1r_0566	0.240018957899137
null_at1r_0567	0.214352907648484
null_at1r_0568	0.244242585147407
null_at1r_0569	0.256586142762791
null_at1r_0570	0.239725856648886
null_at1r_0571	0.259256605466927
null_at1r_0572	0.257807174599965
null_at1r_0573	0.236019882118063
null_at1r_0574	0.271795310857405
null_at1r_0575	0.24591925517245
null_at1r_0576	0.247226151198766
null_at1r_0577	0.259656910936611
null_at1r_0578	0.254920764260455
null_at1r_0579	0.276000612727886
null_at1r_0580	0.259641366836294
null_at1r_0581	0.280337918173582
null_at1r_0582	0.230716798912373
null_at1r_0583	0.233087246296515
null_at1r_0584	0.246879303492213
null_at1r_0585	0.225703275756031
null_at1r_0586	0.224328699456895
null_at1r_0587	0.273925032027783
null_at1r_0588	0.276963567412759
null_at1r_0589	0.242351642225336
null_at1r_0590	0.28011743373971
null_at1r_0591	0.254055446190656
null_at1r_0592	0.208613094657077
null_at1r_0593	0.232598885258478
null_at1r_0594	0.228799722989199
null_at1r_0595	0.241301640331604
null_at1r_0596	0.272086181460995
null_at1r_0597	0.27335678887803
null_at1r_0598	0.20966164033534
null_at1r_0599	0.231646420516667
null_at1r_0600	0.213130321318361
null_at1r_0601	0.264177476550995
null_at1r_0602	0.24033483284775
null_at1r_0603	0.253202729801933
null_at1r_0604	0.250412710367194
null_at1r_0605	0.257828117328104
null_at1r_0606	0.217495226838529
null_at1r_0607	0.270034545976649
null_at1r_0608	0.256474378618383
null_at1r_0609	0.259565070955468
null_at1r_0610	0.242144660649671
null_at1r_0611	0.244062333733825
null_at1r_0612	0.265747664744875
null_at1r_0613	0.269553340214217
null_at1r_0614	0.212101202836947
null_at1r_0615	0.264654212348891
null_at1r_0616	0.26959373737915
null_at1r_0617	0.279717699186398
null_at1r_0618	0.226236070721672
null_at1r_0619	0.272312593877308
null_at1r_0620	0.270890953542479
null_at1r_0621	0.228210762589649
null_at1r_0622	0.262503979515865
null_at1r_0623	0.249740969635154
null_at1r_0624	0.275622663565323
null_at1r_0625	0.238550771954193
null_at1r_0626	0.261446758421274
null_at1r_0627	0.219310675310252
null_at1r_0628	0.253067612813988
null_at1r_0629	0.241073981253181
null_at1r_0630	0.288091836675966
null_at1r_0631	0.249624707515129
null_at1r_0632	0.282238428665294
null_at1r_0633	0.246255758393344
null_at1r_0634	0.221917142241425
null_at1r_0635	0.243407634436234
null_at1r_0636	0.256851004993276
null_at1r_0637	0.249734997436117
null_at1r_0638	0.230689021496352
null_at1r_0639	0.281132058192022
null_at1r_0640	0.256004939782938
null_at1r_0641	0.257468431059184
null_at1r_0642	0.229695938070339
null_at1r_0643	0.233352842058454
null_at1r_0644	0.265586845812143
null_at1r_0645	0.208783126117602
null_at1r_0646	0.233354797523238
null_at1r_0647	0.238284209620446
null_at1r_0648	0.241855964360966
null_at1r_0649	0.266190403384824
null_at1r_0650	0.262523714207787
null_at1r_0651	0.226846569618795
null_at1r_0652	0.264299496465736
null_at1r_0653	0.210933542718996
null_at1r_0654	0.280890128391774
null_at1r_0655	0.271262185326966
null_at1r_0656	0.284978244288993
null_at1r_0657	0.241515084800898
null_at1r_0658	0.268554322733487
null_at1r_0659	0.224766239357159
null_at1r_0660	0.231348167854734
null_at1r_0661	0.195933172739573
null_at1r_0662	0.242640154725678
null_at1r_0663	0.245303064131912
null_at1r_0664	0.251471295535595
null_at1r_0665	0.251235051260171
null_at1r_0666	0.231662342956598
null_at1r_0667	0.270339937567891
null_at1r_0668	0.264439097494923
null_at1r_0669	0.270596893142906
null_at1r_0670	0.226882727899134
null_at1r_0671	0.260517213824085
null_at1r_0672	0.223164035221746
null_at1r_0673	0.266503590571419
null_at1r_0674	0.238421747266322
null_at1r_0675	0.228085097781074
null_at1r_0676	0.252264328373896
null_at1r_0677	0.255365023620584
null_at1r_0678	0.233972873143097
null_at1r_0679	0.235597775609056
null_at1r_0680	0.247204900587582
null_at1r_0681	0.253674646894107
null_at1r_0682	0.200933509066397
null_at1r_0683	0.244585405613084
null_at1r_0684	0.250795290975674
null_at1r_0685	0.277445188123567
null_at1r_0686	0.214222951027188
null_at1r_0687	0.221711564360135
null_at1r_0688	0.26325260352293
null_at1r_0689	0.250771520322823
null_at1r_0690	0.258374362855649
null_at1r_0691	0.276923747432773
null_at1r_0692	0.280284921005799
null_at1r_0693	0.254798257836749
null_at1r_0694	0.258944836918538
null_at1r_0695	0.274373310635465
null_at1r_0696	0.255141200277832
null_at1r_0697	0.236386241412882
null_at1r_0698	0.27104823084362
null_at1r_0699	0.240579835258898
null_at1r_0700	0.259513071063547
null_at1r_0701	0.236553904811761
null_at1r_0702	0.233388706651643
null_at1r_0703	0.256774751428923
null_at1r_0704	0.228425633696419
null_at1r_0705	0.235918374714136
null_at1r_0706	0.25079561704951
null_at1r_0707	0.214250638230607
null_at1r_0708	0.194729910574139
null_at1r_0709	0.268086274155811
null_at1r_0710	0.251962882091739
null_at1r_0711	0.245960844658581
null_at1r_0712	0.236903441909972
null_at1r_0713	0.254294240664321
null_at1r_0714	0.266979415402787
null_at1r_0715	0.21273106321336
null_at1r_0716	0.242866435565663
null_at1r_0717	0.271380267268542
null_at1r_0718	0.224217721725009
null_at1r_0719	0.213971384929324
null_at1r_0720	0.253329754217918
null_at1r_0721	0.268249114828074
null_at1r_0722	0.238366018010376
null_at1r_0723	0.246022121540102
null_at1r_0724	0.235830656897918
null_at1r_0725	0.261960689664161
null_at1r_0726	0.233510972106009
null_at1r_0727	0.265518230930249
null_at1r_0728	0.238574571285871
null_at1r_0729	0.210223305193165
null_at1r_0730	0.244409826181926
null_at1r_0731	0.242527120844519
null_at1r_0732	0.227918916104195
null_at1r_0733	0.252239253739454
null_at1r_0734	0.26605091846014
null_at1r_0735	0.266529125840234
null_at1r_0736	0.262988168256978
null_at1r_0737	0.27183099731229
null_at1r_0738	0.226226736994003
null_at1r_0739	0.229461276680723
null_at1r_0740	0.251624245384315
null_at1r_0741	0.239218800341224
null_at1r_0742	0.226412033632089
null_at1r_0743	0.243999553400826
null_at1r_0744	0.231016937475884
null_at1r_0745	0.218435459823344
null_at1r_0746	0.25759124834013
null_at1r_0747	0.23384184242143
null_at1r_0748	0.251010605635028
null_at1r_0749	0.249868247308076
null_at1r_0750	0.256937081735452
null_at1r_0751	0.258720754892571
null_at1r_0752	0.262663664954837
null_at1r_0753	0.258443216043652
null_at1r_0754	0.234101935984285
null_at1r_0755	0.255156917650616
null_at1r_0756	0.280891325716021
null_at1r_0757	0.236791417167966
null_at1r_0758	0.255816093570238
null_at1r_0759	0.266971750719258
null_at1r_0760	0.231898907793114
null_at1r_0761	0.236412361645805
null_at1r_0762	0.27845888004646
null_at1r_0763	0.257231093367878
null_at1r_0764	0.268380104838917
null_at1r_0765	0.254532210598819
null_at1r_0766	0.259904723131461
null_at1r_0767	0.229299317242987
null_at1r_0768	0.262876460402917
null_at1r_0769	0.238572584367309
null_at1r_0770	0.263448672132279
null_at1r_0771	0.256752148429746
null_at1r_0772	0.21978919339313
null_at1r_0773	0.266560467696514
null_at1r_0774	0.25528644159004
null_at1r_0775	0.272007149961511
null_at1r_0776	0.268051474293279
null_at1r_0777	0.255463807653118
null_at1r_0778	0.278179136971143
null_at1r_0779	0.234665764945119
null_at1r_0780	0.218988172408027
null_at1r_0781	0.25877226650839
null_at1r_0782	0.258707137365495
null_at1r_0783	0.225857178515875
null_at1r_0784	0.25907714258939
null_at1r_0785	0.26994577754485
null_at1r_0786	0.263207295456072
null_at1r_0787	0.250900731776459
null_at1r_0788	0.245141491231934
null_at1r_0789	0.260878052305255
null_at1r_0790	0.262039967199709
null_at1r_0791	0.250943383847942
null_at1r_0792	0.237701107529106
null_at1r_0793	0.23751016656779
null_at1r_0794	0.270494378179205
null_at1r_0795	0.270824019467509
null_at1r_0796	0.200292327371333
null_at1r_0797	0.263570586563871
null_at1r_0798	0.258023525005029
null_at1r_0799	0.287687392815544
null_at1r_0800	0.228819726689097
null_at1r_0801	0.274743795067295
null_at1r_0802	0.261792832689921
null_at1r_0803	0.261111382967595
null_at1r_0804	0.239510567925933
null_at1r_0805	0.199415164906015
null_at1r_0806	0.212844628762321
null_at1r_0807	0.278632711002873
null_at1r_0808	0.25920213039241
null_at1r_0809	0.253496729209351
null_at1r_0810	0.268385546654195
null_at1r_0811	0.241011616977882
null_at1r_0812	0.26175537998208
null_at1r_0813	0.212825382476991
null_at1r_0814	0.25691861013379
null_at1r_0815	0.283577459822689
null_at1r_0816	0.262459571265552
null_at1r_0817	0.250971380546045
null_at1r_0818	0.217720019015959
null_at1r_0819	0.255656583229928
null_at1r_0820	0.257677940543273
null_at1r_0821	0.265350083398635
null_at1r_0822	0.287697723937259
