level	model	spec	predictor	estimate	SE	z_value	p_value	n_units	n_donors	singular	note	max_abs_grad	n_warnings	panel
pseudobulk	NB GLMM	primary	null_at1r_0031_z	0.0777599865776322	0.0542322940918275	1.43383177643134	0.151620274568974	214	95	FALSE	""	0.000317033936880762	0	null_at1r_0031
pseudobulk	NB GLMM	primary	null_at1r_0032_z	0.0625621719760178	0.0556631975077905	1.12394139713698	0.261037887860609	214	95	FALSE	""	0.000141127429742483	0	null_at1r_0032
pseudobulk	NB GLMM	primary	null_at1r_0033_z	0.0746907367062441	0.0555764093694862	1.34392879197504	0.17897141451496	214	95	FALSE	""	0.00044347757466312	0	null_at1r_0033
pseudobulk	NB GLMM	primary	null_at1r_0034_z	0.071531281231397	0.0552551785998125	1.29456248344548	0.195471201418478	214	95	FALSE	""	0.000368438577424968	0	null_at1r_0034
pseudobulk	NB GLMM	primary	null_at1r_0035_z	0.0919127580821406	0.0553602207442065	1.66026718908557	0.0968607132929502	214	95	FALSE	""	0.000415265049014124	0	null_at1r_0035
pseudobulk	NB GLMM	primary	null_at1r_0036_z	0.0781917480568401	0.0537083876963661	1.45585729549149	0.14543207302676	214	95	FALSE	""	0.000431690523328143	0	null_at1r_0036
pseudobulk	NB GLMM	primary	null_at1r_0037_z	0.0981887292161709	0.0550367206178577	1.7840584997412	0.074414159847443	214	95	FALSE	""	0.00067245309764985	0	null_at1r_0037
pseudobulk	NB GLMM	primary	null_at1r_0038_z	0.0783635731375743	0.0561758256194993	1.39496967375898	0.163024984776862	214	95	FALSE	""	0.000278596417047083	0	null_at1r_0038
pseudobulk	NB GLMM	primary	null_at1r_0039_z	0.0963998294261479	0.0551615413501215	1.74759129398286	0.0805348239469203	214	95	FALSE	""	0.000225160192712792	0	null_at1r_0039
pseudobulk	NB GLMM	primary	null_at1r_0040_z	0.0657092061903123	0.0549067665093244	1.19674150141683	0.231407325592907	214	95	FALSE	""	0.000228352519116015	0	null_at1r_0040
pseudobulk	NB GLMM	primary	null_at1r_0041_z	0.0553035174480598	0.0546265853059589	1.01239199079184	0.3113506663059	214	95	FALSE	""	0.00019785261429206	0	null_at1r_0041
pseudobulk	NB GLMM	primary	null_at1r_0042_z	0.0871731828239878	0.0551952558065366	1.57936006546534	0.114253491731299	214	95	FALSE	""	0.000366611629942781	0	null_at1r_0042
pseudobulk	NB GLMM	primary	null_at1r_0043_z	0.105745864640602	0.055565284538328	1.90309229079283	0.0570285037125223	214	95	FALSE	""	0.000105719664134085	0	null_at1r_0043
pseudobulk	NB GLMM	primary	null_at1r_0044_z	0.0941126030481604	0.0556362916605978	1.69156858300841	0.0907282609212137	214	95	FALSE	""	0.000219840785575798	0	null_at1r_0044
pseudobulk	NB GLMM	primary	null_at1r_0045_z	0.0950619563675567	0.0554635960523483	1.71395227020322	0.086537492102455	214	95	FALSE	""	0.000823602022137493	0	null_at1r_0045
pseudobulk	NB GLMM	primary	null_at1r_0046_z	0.0905947965714234	0.055326123077054	1.63746873145711	0.101532567221985	214	95	FALSE	""	0.000243461499849218	0	null_at1r_0046
pseudobulk	NB GLMM	primary	null_at1r_0047_z	0.075912825072574	0.0559430131074978	1.35696704299254	0.174791682572425	214	95	FALSE	""	0.00017671482055448	0	null_at1r_0047
pseudobulk	NB GLMM	primary	null_at1r_0048_z	0.0605028632661351	0.054146593522912	1.1173900208613	0.263827600057606	214	95	FALSE	""	0.000129413137983647	0	null_at1r_0048
pseudobulk	NB GLMM	primary	null_at1r_0049_z	0.0621545559601254	0.0544926167701591	1.14060508825045	0.254034298874152	214	95	FALSE	""	0.000450424977316288	0	null_at1r_0049
pseudobulk	NB GLMM	primary	null_at1r_0050_z	0.083424354175479	0.0556557275156399	1.49893565135836	0.133890326440487	214	95	FALSE	""	0.000204585148821934	0	null_at1r_0050
pseudobulk	NB GLMM	primary	null_at1r_0051_z	0.107309919742379	0.0562233617496249	1.90863577706814	0.0563090932796695	214	95	FALSE	""	0.000519167997481418	0	null_at1r_0051
pseudobulk	NB GLMM	primary	null_at1r_0052_z	0.0575903463202856	0.0545783576512055	1.05518650246548	0.291340036024227	214	95	FALSE	""	0.000265102926277905	0	null_at1r_0052
pseudobulk	NB GLMM	primary	null_at1r_0053_z	0.0880830370532455	0.0552314068796118	1.59479980738569	0.11075701015038	214	95	FALSE	""	0.000278967036138056	0	null_at1r_0053
pseudobulk	NB GLMM	primary	null_at1r_0054_z	0.081453067941637	0.0560179419966298	1.45405320221399	0.145931556652355	214	95	FALSE	""	0.000242176838582964	0	null_at1r_0054
pseudobulk	NB GLMM	primary	null_at1r_0055_z	0.0753975262264801	0.0554757957377194	1.35910670994153	0.174112776901707	214	95	FALSE	""	0.00038615326047875	0	null_at1r_0055
pseudobulk	NB GLMM	primary	null_at1r_0056_z	0.087001259181094	0.0545694224227154	1.59432252200049	0.110863815777318	214	95	FALSE	""	0.00072318243837799	0	null_at1r_0056
pseudobulk	NB GLMM	primary	null_at1r_0057_z	0.0703279840025371	0.0548046097180258	1.28324942672487	0.199404704561733	214	95	FALSE	""	0.000196049541045795	0	null_at1r_0057
pseudobulk	NB GLMM	primary	null_at1r_0058_z	0.0707856630195523	0.0557217548694664	1.2703415961212	0.203962977380849	214	95	FALSE	""	0.000463070364276064	0	null_at1r_0058
pseudobulk	NB GLMM	primary	null_at1r_0059_z	0.0667219556302586	0.0548907420712304	1.21554114797128	0.224159764828335	214	95	FALSE	""	0.000181088353201631	0	null_at1r_0059
pseudobulk	NB GLMM	primary	null_at1r_0060_z	0.0769680991797744	0.0536831946557111	1.43374662542715	0.151644581441045	214	95	FALSE	""	0.00039971155274543	0	null_at1r_0060
pseudobulk	NB GLMM	primary	null_at1r_0061_z	0.0979358754770662	0.0561350441172647	1.74464769765711	0.0810462127116991	214	95	FALSE	""	0.000511693087901222	0	null_at1r_0061
pseudobulk	NB GLMM	primary	null_at1r_0062_z	0.0694475536429615	0.0556141125390163	1.24873976176893	0.21176027272693	214	95	FALSE	""	0.000360587364411913	0	null_at1r_0062
pseudobulk	NB GLMM	primary	null_at1r_0063_z	0.0931554861824138	0.053812866927999	1.73110059917556	0.0834338235283073	214	95	FALSE	""	0.000159449200509698	0	null_at1r_0063
pseudobulk	NB GLMM	primary	null_at1r_0064_z	0.0574221522655382	0.0536656035009087	1.06999918978952	0.284619673403871	214	95	FALSE	""	0.000493030256620841	0	null_at1r_0064
pseudobulk	NB GLMM	primary	null_at1r_0065_z	0.0826958260878566	0.0548847638487637	1.50671735266507	0.131883121723062	214	95	FALSE	""	0.000320681010634871	0	null_at1r_0065
pseudobulk	NB GLMM	primary	null_at1r_0066_z	0.0903053479156465	0.0557497582932388	1.61983389130852	0.105267963874924	214	95	FALSE	""	0.000106884954220732	0	null_at1r_0066
pseudobulk	NB GLMM	primary	null_at1r_0067_z	0.0747356622893292	0.0559747579013555	1.33516722700322	0.18182162057121	214	95	FALSE	""	0.000239613200392341	0	null_at1r_0067
pseudobulk	NB GLMM	primary	null_at1r_0068_z	0.0770214542187828	0.054778770095397	1.40604570136661	0.159710554428968	214	95	FALSE	""	0.000452217818747158	0	null_at1r_0068
pseudobulk	NB GLMM	primary	null_at1r_0069_z	0.0666167675720298	0.0553160461518264	1.2042937304157	0.228476069082547	214	95	FALSE	""	0.000281903567156405	0	null_at1r_0069
pseudobulk	NB GLMM	primary	null_at1r_0070_z	0.102994203613489	0.054275020924562	1.89763544737537	0.0577441215248293	214	95	FALSE	""	0.000482034465676406	0	null_at1r_0070
pseudobulk	NB GLMM	primary	null_at1r_0071_z	0.0934708400541231	0.0549861278707781	1.69989856848599	0.0891500062427046	214	95	FALSE	""	0.000472956571684335	0	null_at1r_0071
pseudobulk	NB GLMM	primary	null_at1r_0072_z	0.0863833380301662	0.0565054228125967	1.52876190868727	0.126323478561797	214	95	FALSE	""	0.000309178176394198	0	null_at1r_0072
pseudobulk	NB GLMM	primary	null_at1r_0073_z	0.0724722987001875	0.0554436487593315	1.30713436654888	0.191167081372752	214	95	FALSE	""	0.000540873088539229	0	null_at1r_0073
pseudobulk	NB GLMM	primary	null_at1r_0074_z	0.111370507989323	0.0545530308577178	2.0415090827821	0.041200252000932	214	95	FALSE	""	0.000168975020642392	0	null_at1r_0074
pseudobulk	NB GLMM	primary	null_at1r_0075_z	0.0767032369199387	0.0523678383717735	1.46470122320883	0.143002451074438	214	95	FALSE	""	0.000464016238765908	0	null_at1r_0075
pseudobulk	NB GLMM	primary	null_at1r_0076_z	0.0834723235067591	0.0553635832177618	1.50771172412084	0.131628323563097	214	95	FALSE	""	0.000242648638959508	0	null_at1r_0076
pseudobulk	NB GLMM	primary	null_at1r_0077_z	0.0861153869745681	0.0555503862691289	1.55022120921642	0.121088430911813	214	95	FALSE	""	0.000529511225977331	0	null_at1r_0077
pseudobulk	NB GLMM	primary	null_at1r_0078_z	0.0871446131093571	0.0538637820948671	1.61787029651714	0.105690552845696	214	95	FALSE	""	0.000315302486342262	0	null_at1r_0078
pseudobulk	NB GLMM	primary	null_at1r_0079_z	0.0593881379580309	0.055867951419347	1.06300904989806	0.287777847293273	214	95	FALSE	""	0.000313075361191295	0	null_at1r_0079
pseudobulk	NB GLMM	primary	null_at1r_0080_z	0.0847045119691163	0.0536329702722839	1.57933658231286	0.114258875137687	214	95	FALSE	""	0.000229753140956746	0	null_at1r_0080
pseudobulk	NB GLMM	primary	null_at1r_0081_z	0.0796978080278991	0.0517417969496975	1.54029841880791	0.123487629038148	214	95	FALSE	""	0.000264785740000661	0	null_at1r_0081
pseudobulk	NB GLMM	primary	null_at1r_0082_z	0.0796662273480203	0.056064781018059	1.42096742199633	0.155326230578501	214	95	FALSE	""	0.000546988303540275	0	null_at1r_0082
pseudobulk	NB GLMM	primary	null_at1r_0083_z	0.0766698573386436	0.0544085836522952	1.4091500309696	0.158790809641008	214	95	FALSE	""	0.000285996293314383	0	null_at1r_0083
pseudobulk	NB GLMM	primary	null_at1r_0084_z	0.0898298571446009	0.0534436191811774	1.68083409246802	0.0927951445797598	214	95	FALSE	""	0.000734435161575675	0	null_at1r_0084
pseudobulk	NB GLMM	primary	null_at1r_0085_z	0.108739719194138	0.0557401245452125	1.95083380385947	0.0510768192114834	214	95	FALSE	""	0.000366774202120723	0	null_at1r_0085
pseudobulk	NB GLMM	primary	null_at1r_0086_z	0.0823782477124904	0.0548659199857918	1.50144657619563	0.133240094772112	214	95	FALSE	""	0.000325768496622914	0	null_at1r_0086
pseudobulk	NB GLMM	primary	null_at1r_0087_z	0.0692958142551018	0.0521263016530454	1.32938290378507	0.183721675256523	214	95	FALSE	""	0.000289311401502346	0	null_at1r_0087
pseudobulk	NB GLMM	primary	null_at1r_0088_z	0.101625191804737	0.0555574108665013	1.82919236551415	0.0673707957394087	214	95	FALSE	""	0.000119904370876611	0	null_at1r_0088
pseudobulk	NB GLMM	primary	null_at1r_0089_z	0.0856150117144994	0.0558830340371159	1.53203943181819	0.125512704506296	214	95	FALSE	""	0.00043211230149609	0	null_at1r_0089
pseudobulk	NB GLMM	primary	null_at1r_0090_z	0.0719076333160668	0.0555161468395482	1.29525619859557	0.195231863846632	214	95	FALSE	""	0.000343583224093891	0	null_at1r_0090
pseudobulk	NB GLMM	primary	null_at1r_0091_z	0.0757351467693428	0.052993438505386	1.42914196371019	0.152963434411379	214	95	FALSE	Model failed to converge with max|grad| = 0.00222064 (tol = 0.002, component 1)	0.000197074996322044	1	null_at1r_0091
pseudobulk	NB GLMM	primary	null_at1r_0092_z	0.0555170666203865	0.0556489707654766	0.997629710967234	0.318458948427683	214	95	FALSE	""	0.000395203869629768	0	null_at1r_0092
pseudobulk	NB GLMM	primary	null_at1r_0093_z	0.0672087319086946	0.0538097540325115	1.24900648808184	0.211662700811981	214	95	FALSE	""	0.00046755189941905	0	null_at1r_0093
pseudobulk	NB GLMM	primary	null_at1r_0094_z	0.0738064286090919	0.0558037988478587	1.32260581058854	0.185966500911081	214	95	FALSE	""	0.000584681174586876	0	null_at1r_0094
pseudobulk	NB GLMM	primary	null_at1r_0095_z	0.0605169022803762	0.055291603720835	1.09450437693802	0.273733828785747	214	95	FALSE	""	0.000416453076468315	0	null_at1r_0095
pseudobulk	NB GLMM	primary	null_at1r_0096_z	0.0646591956992177	0.0545672447654937	1.18494521717369	0.236039107733236	214	95	FALSE	""	0.000622870857114322	0	null_at1r_0096
pseudobulk	NB GLMM	primary	null_at1r_0097_z	0.0834485971673391	0.0562226628876362	1.48425195252874	0.137742091773649	214	95	FALSE	""	0.000464430058855214	0	null_at1r_0097
pseudobulk	NB GLMM	primary	null_at1r_0098_z	0.0998008188434857	0.0554715735193608	1.7991344487218	0.0719974155509861	214	95	FALSE	""	0.000129900854517473	0	null_at1r_0098
pseudobulk	NB GLMM	primary	null_at1r_0099_z	0.0833575033822949	0.0538828695295642	1.54701306946095	0.121860094167486	214	95	FALSE	""	0.000481378492622753	0	null_at1r_0099
pseudobulk	NB GLMM	primary	null_at1r_0100_z	0.0946186943126925	0.0562336127660094	1.68260031071461	0.0924524915130784	214	95	FALSE	""	0.000348255753124249	0	null_at1r_0100
pseudobulk	NB GLMM	primary	null_at1r_0101_z	0.0671413322429904	0.0547269734322143	1.22684168394864	0.219882100339207	214	95	FALSE	""	0.000616038278167252	0	null_at1r_0101
pseudobulk	NB GLMM	primary	null_at1r_0102_z	0.107114376721553	0.0551012277249247	1.94395626275856	0.0519007255953942	214	95	FALSE	""	0.000155941961565986	0	null_at1r_0102
pseudobulk	NB GLMM	primary	null_at1r_0103_z	0.0798924661963554	0.0550997264722164	1.44996121235993	0.14706933588872	214	95	FALSE	""	0.000287380998997833	0	null_at1r_0103
pseudobulk	NB GLMM	primary	null_at1r_0104_z	0.0559041797674824	0.0558979527707755	1.00011139936971	0.317256600093326	214	95	FALSE	""	0.000532432977706776	0	null_at1r_0104
pseudobulk	NB GLMM	primary	null_at1r_0105_z	0.0797610239363633	0.0560105530175309	1.42403564398657	0.154436154215941	214	95	FALSE	""	0.000264952859652112	0	null_at1r_0105
pseudobulk	NB GLMM	primary	null_at1r_0106_z	0.0953728797312582	0.0557181431145764	1.71170240786986	0.0869515246618798	214	95	FALSE	""	0.000555666019863566	0	null_at1r_0106
pseudobulk	NB GLMM	primary	null_at1r_0107_z	0.0959541748068837	0.0553819994067757	1.73258776921557	0.0831689646939795	214	95	FALSE	""	5.88033799431287e-05	0	null_at1r_0107
pseudobulk	NB GLMM	primary	null_at1r_0108_z	0.0949025655517137	0.0533594291985042	1.77855286267519	0.0753130979623513	214	95	FALSE	""	0.000466152414446697	0	null_at1r_0108
pseudobulk	NB GLMM	primary	null_at1r_0109_z	0.0919492723317215	0.0558432696480913	1.64655961069544	0.0996485979828141	214	95	FALSE	""	0.000209040535992244	0	null_at1r_0109
pseudobulk	NB GLMM	primary	null_at1r_0110_z	0.0870911013537397	0.0559192766092599	1.55744327599756	0.119365278222645	214	95	FALSE	""	0.000224562199946377	0	null_at1r_0110
pseudobulk	NB GLMM	primary	null_at1r_0111_z	0.0860469086173388	0.0553479772364785	1.55465317638794	0.12002869183395	214	95	FALSE	""	0.000566622020414798	0	null_at1r_0111
pseudobulk	NB GLMM	primary	null_at1r_0112_z	0.0976361272662833	0.054754481331794	1.78316230729391	0.074559886242837	214	95	FALSE	""	0.000421902086600312	0	null_at1r_0112
pseudobulk	NB GLMM	primary	null_at1r_0113_z	0.0924709279513569	0.0533538486658333	1.73316321621936	0.0830666629137315	214	95	FALSE	""	0.000316794057653169	0	null_at1r_0113
pseudobulk	NB GLMM	primary	null_at1r_0114_z	0.0943962430099052	0.0536546572845741	1.75932990325976	0.07852149031762	214	95	FALSE	""	0.00019980461729574	0	null_at1r_0114
pseudobulk	NB GLMM	primary	null_at1r_0115_z	0.0934310016107061	0.0553954663101357	1.6866181988184	0.0916767903016336	214	95	FALSE	""	0.000470305394628667	0	null_at1r_0115
pseudobulk	NB GLMM	primary	null_at1r_0116_z	0.0850847570721499	0.0546932598779909	1.55567170912752	0.119786177218844	214	95	FALSE	""	0.000337813617079519	0	null_at1r_0116
pseudobulk	NB GLMM	primary	null_at1r_0117_z	0.0786379141246498	0.0563099109682814	1.39651995132696	0.16255797685472	214	95	FALSE	""	0.000158778448167141	0	null_at1r_0117
pseudobulk	NB GLMM	primary	null_at1r_0118_z	0.0693014662705128	0.0554178319886377	1.25052647827727	0.211107289060268	214	95	FALSE	""	0.000290940533886896	0	null_at1r_0118
pseudobulk	NB GLMM	primary	null_at1r_0119_z	0.0832037984150385	0.0546789609779485	1.52167848340413	0.128089661497966	214	95	FALSE	""	0.000473504542242154	0	null_at1r_0119
pseudobulk	NB GLMM	primary	null_at1r_0120_z	0.0829267903767091	0.0559954412930325	1.48095610038576	0.138618272055086	214	95	FALSE	""	0.000411152996093733	0	null_at1r_0120
pseudobulk	NB GLMM	primary	null_at1r_0121_z	0.100562579904986	0.0561803750490182	1.78999481255231	0.073454745336547	214	95	FALSE	""	0.000271985527433571	0	null_at1r_0121
pseudobulk	NB GLMM	primary	null_at1r_0122_z	0.099884574893111	0.055309578336358	1.80591821340014	0.0709311156885823	214	95	FALSE	""	0.000351476501236903	0	null_at1r_0122
pseudobulk	NB GLMM	primary	null_at1r_0123_z	0.0799290221423391	0.0537503707120391	1.48704131866455	0.137003898459707	214	95	FALSE	""	0.000490205138703459	0	null_at1r_0123
pseudobulk	NB GLMM	primary	null_at1r_0124_z	0.067052043262909	0.0551762660891703	1.21523343305881	0.224277072395139	214	95	FALSE	""	0.000416930561186746	0	null_at1r_0124
pseudobulk	NB GLMM	primary	null_at1r_0125_z	0.0609681109366423	0.0538867648262717	1.13141160233316	0.257881890385042	214	95	FALSE	""	0.000277156004813151	0	null_at1r_0125
pseudobulk	NB GLMM	primary	null_at1r_0126_z	0.0739258713424492	0.0513493507363148	1.43966516192322	0.14996215427435	214	95	FALSE	""	0.000334449623551336	0	null_at1r_0126
pseudobulk	NB GLMM	primary	null_at1r_0127_z	0.0648725251528205	0.0556652321968169	1.16540473456482	0.243855201739481	214	95	FALSE	""	0.000472208512292127	0	null_at1r_0127
pseudobulk	NB GLMM	primary	null_at1r_0128_z	0.0748932397525019	0.0555844114852117	1.34737847809052	0.177858368468939	214	95	FALSE	""	0.000728125542082125	0	null_at1r_0128
pseudobulk	NB GLMM	primary	null_at1r_0129_z	0.0756802300570401	0.05463477601864	1.38520253164797	0.165990546818668	214	95	FALSE	""	0.000263800075117615	0	null_at1r_0129
pseudobulk	NB GLMM	primary	null_at1r_0130_z	0.0809918391161473	0.0549953406670453	1.47270365332385	0.1408309610728	214	95	FALSE	""	0.000512011411046842	0	null_at1r_0130
pseudobulk	NB GLMM	primary	null_at1r_0131_z	0.0534760894729879	0.0549893996958306	0.972479964662036	0.330811827480345	214	95	FALSE	""	0.000303800788969966	0	null_at1r_0131
pseudobulk	NB GLMM	primary	null_at1r_0132_z	0.0672779895655827	0.0541084522103754	1.24339150016718	0.213723600941018	214	95	FALSE	""	0.00053088342610863	0	null_at1r_0132
pseudobulk	NB GLMM	primary	null_at1r_0133_z	0.0766497413585774	0.0550266374617311	1.39295702761929	0.163632785771936	214	95	FALSE	""	0.000495002723255311	0	null_at1r_0133
pseudobulk	NB GLMM	primary	null_at1r_0134_z	0.0881967951966524	0.0561630757799602	1.57036974866185	0.116329116043767	214	95	FALSE	""	0.000503043793287361	0	null_at1r_0134
pseudobulk	NB GLMM	primary	null_at1r_0135_z	0.070798236484669	0.0554192221437414	1.27750325150791	0.201424633225669	214	95	FALSE	""	0.000343327428709017	0	null_at1r_0135
pseudobulk	NB GLMM	primary	null_at1r_0136_z	0.0566727957116176	0.0550079525911061	1.03026549875228	0.302885390194907	214	95	FALSE	""	0.000343462716045906	0	null_at1r_0136
pseudobulk	NB GLMM	primary	null_at1r_0137_z	0.0697368378793899	0.0537751072022866	1.29682378162557	0.194691826050595	214	95	FALSE	""	0.000208752908292809	0	null_at1r_0137
pseudobulk	NB GLMM	primary	null_at1r_0138_z	0.06319943756934	0.0536396691848836	1.17822198625995	0.238708119607181	214	95	FALSE	""	0.000381858171749627	0	null_at1r_0138
pseudobulk	NB GLMM	primary	null_at1r_0139_z	0.0775542657957898	0.0540018598958289	1.4361406430333	0.150962325052194	214	95	FALSE	""	0.000283101826425991	0	null_at1r_0139
pseudobulk	NB GLMM	primary	null_at1r_0140_z	0.0660526684423419	0.0553915205908627	1.19246895080251	0.233077418289026	214	95	FALSE	""	0.000296394091492402	0	null_at1r_0140
pseudobulk	NB GLMM	primary	null_at1r_0141_z	0.0746939106118033	0.053408969653152	1.39852745890587	0.161954732844468	214	95	FALSE	""	0.000633303898212034	0	null_at1r_0141
pseudobulk	NB GLMM	primary	null_at1r_0142_z	0.0984923978041883	0.0551440805580565	1.78609193965061	0.074084373033069	214	95	FALSE	""	0.000279200094155385	0	null_at1r_0142
pseudobulk	NB GLMM	primary	null_at1r_0143_z	0.0951114460639335	0.0539837946746115	1.76185180455023	0.078094339350927	214	95	FALSE	""	0.000861160742715583	0	null_at1r_0143
pseudobulk	NB GLMM	primary	null_at1r_0144_z	0.0740256195752331	0.0548055239884241	1.35069632015321	0.176792731554869	214	95	FALSE	""	0.000336559651259449	0	null_at1r_0144
pseudobulk	NB GLMM	primary	null_at1r_0145_z	0.0643717200401725	0.0549832863754413	1.1707506823187	0.241699006598649	214	95	FALSE	""	0.000509362507727929	0	null_at1r_0145
pseudobulk	NB GLMM	primary	null_at1r_0146_z	0.0802914712770039	0.055437135681641	1.44833368985898	0.147523749945021	214	95	FALSE	""	0.000467700829176465	0	null_at1r_0146
pseudobulk	NB GLMM	primary	null_at1r_0147_z	0.0798289973132627	0.0536535783312849	1.48785970658578	0.136787895821192	214	95	FALSE	""	0.000184703594641178	0	null_at1r_0147
pseudobulk	NB GLMM	primary	null_at1r_0148_z	0.0722248478140256	0.0544667037517102	1.32603669469823	0.184827543134851	214	95	FALSE	""	0.000587028807785828	0	null_at1r_0148
